Timestamp,Src,Tgt,Transaction_Amount,Asset_Type,Price,Memo,Transaction_ID
2020-01-01T14:48:41,USR_004,USR_005,737803.08,STK_005,3903.72,Normal,M_000001
2020-01-02T12:10:17,USR_004,USR_010,1218236.50,STK_001,3604.25,Normal,M_000005
2020-01-03T14:39:51,USR_004,USR_008,279453.24,STK_003,2117.07,Normal,M_000009
2020-01-03T15:30:00,USR_003,USR_004,5080228.88,STK_003,2160.88,MM_Balance,M_000010
2020-01-04T12:30:27,USR_007,USR_003,168223.00,STK_001,3823.25,Normal,M_000012
2020-01-04T14:32:30,USR_003,USR_008,196961.07,STK_002,1076.29,Normal,M_000011
2020-01-04T15:34:00,USR_004,USR_003,3110494.66,STK_003,2163.07,MM_Balance,M_000013
2020-01-06T13:38:29,USR_009,USR_004,561382.00,STK_001,3871.60,Normal,M_000020
2020-01-10T13:24:43,USR_004,USR_009,1167329.24,STK_001,3790.03,Normal,M_000037
2020-01-12T10:07:54,USR_004,USR_009,201939.22,STK_002,1134.49,Normal,M_000041
2020-01-13T12:11:28,USR_005,USR_004,456996.06,STK_003,2086.74,Normal,M_000048
2020-01-13T12:30:19,USR_009,USR_003,718694.76,STK_005,3666.81,Normal,M_000047
2020-01-15T14:12:52,USR_004,USR_010,187136.74,STK_001,4068.19,Normal,M_000057
2020-01-15T14:55:11,USR_008,USR_004,216635.40,STK_002,1183.80,Normal,M_000058
2020-01-19T11:52:04,USR_003,USR_005,438728.70,STK_004,1783.45,Normal,M_000059
2020-01-20T10:29:02,USR_005,USR_003,321761.40,STK_005,3459.80,Normal,M_000067
2020-01-21T14:14:56,USR_004,USR_006,169828.56,STK_003,1929.87,Normal,M_000068
2020-01-23T14:47:36,USR_004,USR_007,155032.64,STK_002,1156.96,Normal,M_000069
2020-01-25T10:38:57,USR_003,USR_006,1273697.37,STK_001,4347.09,Normal,M_000070
2020-01-25T11:10:41,USR_004,USR_001,3843519.12,STK_003,1983.24,Normal,M_000071
2020-01-25T15:55:00,USR_003,USR_004,4936675.00,STK_003,2735.00,MM_Balance,M_000072
2020-01-26T15:36:00,USR_004,USR_003,4475965.00,STK_003,2754.44,MM_Balance,M_000073
2020-01-26T15:47:00,USR_003,USR_004,4475965.00,STK_003,2754.44,MM_Balance,M_000074
2020-01-27T09:47:49,USR_006,USR_004,581449.50,STK_004,1851.75,Normal,M_000075
2020-01-27T15:07:00,USR_004,USR_003,4910556.65,STK_003,2720.53,MM_Balance,M_000076
2020-01-27T15:09:00,USR_003,USR_004,4910556.65,STK_003,2720.53,MM_Balance,M_000077
2020-01-28T14:49:40,USR_004,USR_008,474726.90,STK_005,3440.05,Normal,M_000082
2020-01-28T15:05:00,USR_004,USR_003,4845035.15,STK_003,2684.23,MM_Balance,M_000083
2020-01-28T15:26:00,USR_003,USR_004,4595401.76,STK_003,2684.23,MM_Balance,M_000084
2020-01-29T15:03:00,USR_003,USR_004,4950663.75,STK_003,2742.75,MM_Balance,M_000086
2020-01-29T15:55:00,USR_004,USR_003,4695588.00,STK_003,2742.75,MM_Balance,M_000085
2020-01-30T09:37:28,USR_003,USR_005,335777.26,STK_005,3689.86,Normal,M_000087
2020-01-30T15:07:00,USR_004,USR_003,4871153.50,STK_003,2698.70,MM_Balance,M_000088
2020-01-30T15:59:00,USR_003,USR_004,4871153.50,STK_003,2698.70,MM_Balance,M_000089
2020-01-31T15:12:00,USR_003,USR_004,4760452.85,STK_003,2637.37,MM_Balance,M_000097
2020-01-31T15:59:00,USR_004,USR_003,4760452.85,STK_003,2637.37,MM_Balance,M_000096
2020-02-01T10:13:51,USR_005,USR_004,596452.50,STK_003,2650.90,Normal,M_000099
2020-02-01T13:30:27,USR_010,USR_004,227693.48,STK_005,3732.68,Normal,M_000098
2020-02-01T15:20:00,USR_004,USR_003,5126237.20,STK_003,2525.24,MM_Balance,M_000100
2020-02-01T15:34:00,USR_003,USR_004,5126237.20,STK_003,2525.24,MM_Balance,M_000101
2020-02-02T10:49:30,USR_004,USR_006,909402.49,STK_001,4711.93,Normal,M_000102
2020-02-02T15:39:00,USR_004,USR_003,2979427.86,STK_003,2566.26,MM_Balance,M_000103
2020-02-02T15:43:00,USR_003,USR_004,2979427.86,STK_003,2566.26,MM_Balance,M_000104
2020-02-03T09:56:47,USR_007,USR_004,24614.10,STK_004,1758.15,Normal,M_000111
2020-02-03T15:51:00,USR_003,USR_004,5510577.10,STK_003,2714.57,MM_Balance,M_000113
2020-02-03T15:57:00,USR_004,USR_003,5510577.10,STK_003,2714.57,MM_Balance,M_000112
2020-02-04T11:58:50,USR_004,USR_009,344177.23,STK_002,1224.83,Normal,M_000118
2020-02-04T15:07:00,USR_003,USR_004,5446693.00,STK_003,2683.10,MM_Balance,M_000120
2020-02-04T15:55:00,USR_004,USR_003,5446693.00,STK_003,2683.10,MM_Balance,M_000119
2020-02-05T11:53:10,USR_003,USR_007,882605.46,STK_005,3647.13,Normal,M_000121
2020-02-05T14:36:36,USR_010,USR_004,27701.08,STK_002,1259.14,Normal,M_000122
2020-02-05T15:26:00,USR_003,USR_004,5502761.60,STK_003,2710.72,MM_Balance,M_000124
2020-02-05T15:44:00,USR_004,USR_003,5502761.60,STK_003,2710.72,MM_Balance,M_000123
2020-02-06T15:43:00,USR_004,USR_003,3225267.06,STK_003,2681.02,MM_Balance,M_000131
2020-02-06T15:57:00,USR_003,USR_004,3225267.06,STK_003,2681.02,MM_Balance,M_000132
2020-02-07T11:05:17,USR_003,USR_010,374937.42,STK_002,1310.97,Normal,M_000135
2020-02-07T11:22:04,USR_008,USR_003,202882.84,STK_003,2741.66,Normal,M_000133
2020-02-07T11:37:14,USR_003,USR_007,295595.30,STK_005,3838.90,Normal,M_000134
2020-02-07T15:22:00,USR_004,USR_003,2746453.80,STK_003,2666.46,MM_Balance,M_000136
2020-02-08T09:47:00,USR_005,USR_004,936750.16,STK_005,3839.14,Normal,M_000137
2020-02-09T14:19:45,USR_010,USR_004,566238.70,STK_003,2762.14,Normal,M_000138
2020-02-10T12:53:30,USR_003,USR_010,691260.57,STK_001,4833.99,Normal,M_000139
2020-02-11T14:43:32,USR_008,USR_004,251561.92,STK_005,3699.44,Normal,M_000140
2020-02-12T09:46:44,USR_004,USR_010,1380.76,STK_002,1380.76,Normal,M_000141
2020-02-12T09:58:43,USR_008,USR_004,146879.78,STK_003,2532.41,Normal,M_000143
2020-02-12T12:36:10,USR_003,USR_005,764481.12,STK_005,3784.56,Normal,M_000142
2020-02-12T13:21:34,USR_007,USR_003,199723.65,STK_005,3916.15,Normal,M_000144
2020-02-14T13:41:16,USR_010,USR_004,494242.16,STK_001,5095.28,Normal,M_000151
2020-02-16T13:35:09,USR_010,USR_004,472669.72,STK_004,1586.14,Normal,M_000152
2020-02-17T12:06:46,USR_004,USR_009,42867.51,STK_004,1478.19,Normal,M_000153
2020-02-18T13:29:58,USR_009,USR_003,200493.92,STK_002,1474.22,Normal,M_000154
2020-02-19T12:29:23,USR_004,USR_005,929731.37,STK_001,5194.03,Normal,M_000157
2020-02-19T13:04:03,USR_007,USR_004,361328.10,STK_003,2474.85,Normal,M_000156
2020-02-19T14:59:09,USR_004,USR_010,781037.25,STK_001,5038.95,Normal,M_000155
2020-02-21T13:35:10,USR_010,USR_003,580510.17,STK_003,2449.41,Normal,M_000158
2020-02-22T12:40:55,USR_007,USR_003,187747.20,STK_004,1526.40,Normal,M_000160
2020-02-22T14:10:21,USR_003,USR_009,792131.68,STK_001,5316.32,Normal,M_000159
2020-02-23T13:48:01,USR_003,USR_010,183728.80,STK_003,2296.61,Normal,M_000161
2020-02-24T12:53:52,USR_003,USR_002,2649500.28,STK_004,1489.32,Normal,M_000167
2020-02-24T15:01:00,USR_004,USR_003,5080062.90,STK_004,2007.93,MM_Balance,M_000168
2020-02-25T13:28:38,USR_010,USR_004,167913.87,STK_003,2300.19,Normal,M_000177
2020-02-26T10:26:01,USR_003,USR_008,715538.25,STK_005,3953.25,Normal,M_000178
2020-02-27T12:59:05,USR_003,USR_010,817113.85,STK_001,5411.35,Normal,M_000179
2020-02-28T13:33:05,USR_007,USR_004,561892.80,STK_001,5733.60,Normal,M_000180
2020-02-29T12:51:28,USR_008,USR_003,413342.22,STK_004,2130.63,Normal,M_000181
2020-03-02T14:53:12,USR_010,USR_003,621834.99,STK_003,2328.97,Normal,M_000185
2020-03-05T13:18:21,USR_010,USR_004,1153321.90,STK_001,5598.65,Normal,M_000186
2020-03-07T09:51:15,USR_004,USR_008,357111.80,STK_005,3881.65,Normal,M_000189
2020-03-07T10:34:53,USR_004,USR_010,1062950.25,STK_005,3652.75,Normal,M_000187
2020-03-07T12:35:11,USR_005,USR_004,1123069.41,STK_001,5587.41,Normal,M_000188
2020-03-07T14:11:32,USR_004,USR_007,616145.75,STK_003,2240.53,Normal,M_000190
2020-03-08T09:44:33,USR_002,USR_003,28558980.16,STK_003,2415.34,Normal,M_000191
2020-03-08T15:30:00,USR_003,USR_004,2195.00,STK_003,1.00,MM_Balance,M_000192
