Timestamp,Seller_ID,Buyer_ID,Volume
2020-01-01,USR_001,USR_007,593610.22
2020-01-01,USR_002,USR_001,342545.86
2020-01-01,USR_002,USR_004,6365721.66
2020-01-01,USR_002,USR_006,63990.38
2020-01-01,USR_003,USR_002,1741469.82
2020-01-01,USR_003,USR_009,1183204.24
2020-01-01,USR_004,USR_002,687814.4
2020-01-01,USR_004,USR_005,316542.54
2020-01-01,USR_004,USR_006,5642949.0
2020-01-01,USR_004,USR_010,1530792.76
2020-01-01,USR_005,USR_001,1383761.25
2020-01-01,USR_005,USR_002,8158908.0600000005
2020-01-01,USR_005,USR_003,4371864.6
2020-01-01,USR_005,USR_004,856362.1900000001
2020-01-01,USR_005,USR_007,3339735.56
2020-01-01,USR_005,USR_009,12779042.02
2020-01-01,USR_005,USR_010,2156207.97
2020-01-01,USR_006,USR_001,204176.49
2020-01-01,USR_006,USR_003,1214614.9000000001
2020-01-01,USR_006,USR_004,8537309.49
2020-01-01,USR_006,USR_007,1610032.6099999999
2020-01-01,USR_007,USR_002,3242309.06
2020-01-01,USR_007,USR_008,143681.24
2020-01-01,USR_008,USR_006,513632.8
2020-01-01,USR_008,USR_007,478761.36
2020-01-01,USR_008,USR_009,63108.76
2020-01-01,USR_009,USR_001,831124.76
2020-01-01,USR_009,USR_002,865326.05
2020-01-01,USR_009,USR_004,6600189.760000001
2020-01-01,USR_009,USR_008,1160587.3
2020-01-01,USR_010,USR_002,5859594.34
2020-01-01,USR_010,USR_003,5633419.68
2020-01-01,USR_010,USR_006,4352300.56
2020-01-01,USR_010,USR_007,3106140.9899999998
2020-01-01,USR_010,USR_009,436968.98000000004
2020-01-02,USR_002,USR_001,7725531.3100000005
2020-01-02,USR_002,USR_005,428855.86
2020-01-02,USR_002,USR_008,790780.0
2020-01-02,USR_002,USR_009,245737.59
2020-01-02,USR_002,USR_010,7694570.0200000005
2020-01-02,USR_003,USR_001,1056613.6800000002
2020-01-02,USR_003,USR_005,381673.27999999997
2020-01-02,USR_003,USR_008,5443731.08
2020-01-02,USR_003,USR_009,3652068.0
2020-01-02,USR_004,USR_001,204881.72
2020-01-02,USR_004,USR_002,2276886.75
2020-01-02,USR_004,USR_006,483872.37
2020-01-02,USR_004,USR_008,2763558.0
2020-01-02,USR_005,USR_002,1191759.6600000001
2020-01-02,USR_005,USR_003,3158249.59
2020-01-02,USR_005,USR_006,2163127.2
2020-01-02,USR_005,USR_007,596113.6
2020-01-02,USR_005,USR_009,1724235.37
2020-01-02,USR_006,USR_003,5352807.0200000005
2020-01-02,USR_006,USR_004,2148349.18
2020-01-02,USR_006,USR_005,6130182.66
2020-01-02,USR_006,USR_007,3060400.2800000003
2020-01-02,USR_007,USR_008,109795.17
2020-01-02,USR_007,USR_009,2004607.6500000001
2020-01-02,USR_008,USR_001,4242922.22
2020-01-02,USR_008,USR_005,998041.23
2020-01-02,USR_008,USR_007,241021.9
2020-01-02,USR_008,USR_009,891116.62
2020-01-02,USR_009,USR_001,2746747.93
2020-01-02,USR_009,USR_003,545875.5499999999
2020-01-02,USR_009,USR_007,3350267.76
2020-01-02,USR_009,USR_010,2790665.01
2020-01-02,USR_010,USR_003,424033.95
2020-01-02,USR_010,USR_004,2132761.65
2020-01-03,USR_001,USR_005,1545675.1199999999
2020-01-03,USR_001,USR_008,4672662.84
2020-01-03,USR_002,USR_006,12500984.5
2020-01-03,USR_002,USR_007,2089639.6
2020-01-03,USR_003,USR_008,5302807.44
2020-01-03,USR_003,USR_009,719761.56
2020-01-03,USR_004,USR_007,2365503.05
2020-01-03,USR_005,USR_003,1110515.42
2020-01-03,USR_006,USR_009,6113079.4
2020-01-03,USR_006,USR_010,3917437.6
2020-01-03,USR_007,USR_002,8921542.44
2020-01-03,USR_007,USR_005,2861237.7600000002
2020-01-03,USR_007,USR_009,6711066.300000001
2020-01-03,USR_008,USR_003,1215970.1600000001
2020-01-03,USR_008,USR_004,4116605.08
2020-01-03,USR_009,USR_004,1268892.31
2020-01-03,USR_009,USR_005,4731516.669999999
2020-01-03,USR_010,USR_004,581786.84
2020-01-03,USR_010,USR_005,1624778.5999999999
2020-01-03,USR_010,USR_006,1196793.3900000001
2020-01-03,USR_010,USR_009,4608149.16
2020-01-04,USR_001,USR_010,1033743.05
2020-01-04,USR_002,USR_004,206568.83
2020-01-04,USR_003,USR_007,2666890.92
2020-01-04,USR_004,USR_009,4223940.5600000005
2020-01-04,USR_006,USR_005,162818.76
2020-01-04,USR_006,USR_007,778702.34
2020-01-04,USR_007,USR_005,2672775.23
2020-01-04,USR_007,USR_010,3319707.48
2020-01-04,USR_008,USR_003,554633.0399999999
2020-01-04,USR_008,USR_007,232252.89
2020-01-04,USR_008,USR_009,1378797.8399999999
2020-01-04,USR_009,USR_010,33394.75
2020-01-04,USR_010,USR_003,1753528.9800000002
2020-01-04,USR_010,USR_007,423879.12
2020-01-05,USR_001,USR_002,1066144.32
2020-01-05,USR_001,USR_009,1673228.9400000002
2020-01-05,USR_001,USR_010,2510361.29
2020-01-05,USR_002,USR_003,2422876.32
2020-01-05,USR_002,USR_004,2257112.79
2020-01-05,USR_002,USR_005,1247164.75
2020-01-05,USR_002,USR_006,1340355.04
2020-01-05,USR_003,USR_006,1295058.06
2020-01-05,USR_003,USR_007,349268.04000000004
2020-01-05,USR_003,USR_009,2035503.23
2020-01-05,USR_003,USR_010,1800573.5999999999
2020-01-05,USR_004,USR_002,1242748.64
2020-01-05,USR_004,USR_005,2854973.44
2020-01-05,USR_004,USR_007,301991.39999999997
2020-01-05,USR_005,USR_002,400233.4
2020-01-05,USR_005,USR_007,890887.2000000001
2020-01-05,USR_005,USR_009,4687155.28
2020-01-05,USR_005,USR_010,1182241.0
2020-01-05,USR_006,USR_001,2179227.96
2020-01-05,USR_006,USR_004,673591.4600000001
2020-01-05,USR_006,USR_005,968331.84
2020-01-05,USR_006,USR_007,4356787.77
2020-01-05,USR_006,USR_010,1559189.95
2020-01-05,USR_007,USR_001,2577683.7600000002
2020-01-05,USR_007,USR_004,3388825.0
2020-01-05,USR_007,USR_006,6303795.2299999995
2020-01-05,USR_007,USR_010,3042404.96
2020-01-05,USR_008,USR_004,145221.30000000002
2020-01-05,USR_008,USR_005,1837726.0099999998
2020-01-05,USR_008,USR_006,937057.74
2020-01-05,USR_009,USR_002,2394467.0
2020-01-05,USR_009,USR_010,2416965.3
2020-01-05,USR_010,USR_001,1871237.0999999999
2020-01-05,USR_010,USR_008,223617.96
2020-01-06,USR_001,USR_002,96803.89
2020-01-06,USR_001,USR_005,2274060.4
2020-01-06,USR_001,USR_009,1795278.09
2020-01-06,USR_001,USR_010,1225703.2
2020-01-06,USR_002,USR_003,2496350.15
2020-01-06,USR_002,USR_004,3132251.65
2020-01-06,USR_002,USR_005,2290500.16
2020-01-06,USR_002,USR_008,4413098.25
2020-01-06,USR_003,USR_002,1134770.5
2020-01-06,USR_003,USR_004,7668205.600000001
2020-01-06,USR_003,USR_006,242879.9
2020-01-06,USR_004,USR_001,5382204.6
2020-01-06,USR_004,USR_002,4414114.800000001
2020-01-06,USR_004,USR_007,6320969.2
2020-01-06,USR_004,USR_010,1423358.6
2020-01-06,USR_005,USR_001,4839001.6
2020-01-06,USR_005,USR_004,315824.51999999996
2020-01-06,USR_005,USR_008,246158.1
2020-01-06,USR_005,USR_009,2633171.8
2020-01-06,USR_005,USR_010,6945341.48
2020-01-06,USR_006,USR_007,4003925.1999999997
2020-01-06,USR_006,USR_008,2789251.92
2020-01-06,USR_006,USR_009,296766.25
2020-01-06,USR_007,USR_001,219576.69999999998
2020-01-06,USR_007,USR_002,2747844.1500000004
2020-01-06,USR_007,USR_003,3892490.7
2020-01-06,USR_007,USR_005,2893789.08
2020-01-06,USR_008,USR_005,411828.23
2020-01-06,USR_008,USR_009,2803120.98
2020-01-06,USR_008,USR_010,48463605.55
2020-01-06,USR_009,USR_008,309041.33999999997
2020-01-06,USR_010,USR_002,1083097.5999999999
2020-01-06,USR_010,USR_008,49018662.98
2020-01-07,USR_001,USR_002,153800.52000000002
2020-01-07,USR_001,USR_005,2269392.6
2020-01-07,USR_001,USR_009,1593738.52
2020-01-07,USR_002,USR_003,284549.32
2020-01-07,USR_003,USR_002,225544.32
