Timestamp,Seller_ID,Buyer_ID,Volume
2020-W01,USR_001,USR_003,2442350.76
2020-W01,USR_001,USR_004,1369713.75
2020-W01,USR_001,USR_005,529674.49
2020-W01,USR_001,USR_007,1110795.84
2020-W01,USR_001,USR_008,2909682.2199999997
2020-W01,USR_001,USR_009,165066.39
2020-W01,USR_002,USR_001,1602157.8599999999
2020-W01,USR_002,USR_003,499957.63
2020-W01,USR_002,USR_004,439496.96
2020-W01,USR_002,USR_005,228207.09
2020-W01,USR_002,USR_007,515990.35
2020-W01,USR_002,USR_008,709778.63
2020-W01,USR_002,USR_009,1556560.27
2020-W01,USR_002,USR_010,377596.38
2020-W01,USR_003,USR_001,449159.04
2020-W01,USR_003,USR_002,2118904.37
2020-W01,USR_003,USR_005,332294.8
2020-W01,USR_003,USR_006,391146.0
2020-W01,USR_003,USR_007,57150.6
2020-W01,USR_003,USR_010,1576862.22
2020-W01,USR_004,USR_001,83368.92
2020-W01,USR_004,USR_002,156212.49
2020-W01,USR_004,USR_003,1441431.6
2020-W01,USR_004,USR_005,1474939.26
2020-W01,USR_004,USR_006,486036.12
2020-W01,USR_004,USR_007,1643775.3399999999
2020-W01,USR_004,USR_009,190014.24
2020-W01,USR_004,USR_010,296419.52
2020-W01,USR_005,USR_002,59155.68000000001
2020-W01,USR_005,USR_004,384946.6
2020-W01,USR_005,USR_006,1163675.03
2020-W01,USR_005,USR_007,284255.34
2020-W01,USR_005,USR_008,211631.85
2020-W01,USR_005,USR_010,2102461.59
2020-W01,USR_006,USR_002,717948.0
2020-W01,USR_006,USR_003,849717.38
2020-W01,USR_006,USR_004,459103.06
2020-W01,USR_006,USR_007,663873.81
2020-W01,USR_006,USR_008,1848549.82
2020-W01,USR_006,USR_009,435812.52
2020-W01,USR_006,USR_010,17045.84
2020-W01,USR_007,USR_001,34013.42
2020-W01,USR_007,USR_002,240003.36000000002
2020-W01,USR_007,USR_003,224568.81
2020-W01,USR_007,USR_004,496046.33999999997
2020-W01,USR_007,USR_008,17114.79
2020-W01,USR_007,USR_009,787104.84
2020-W01,USR_007,USR_010,522898.7
2020-W01,USR_008,USR_002,3151845.12
2020-W01,USR_008,USR_004,1140808.05
2020-W01,USR_008,USR_005,836376.56
2020-W01,USR_008,USR_009,1140910.81
2020-W01,USR_009,USR_002,13459.49
2020-W01,USR_009,USR_003,635553.6
2020-W01,USR_009,USR_004,1586719.2
2020-W01,USR_009,USR_005,436907.05000000005
2020-W01,USR_009,USR_006,53480.700000000004
2020-W01,USR_009,USR_007,2030949.48
2020-W01,USR_009,USR_008,417367.47
2020-W01,USR_009,USR_010,5076.56
2020-W01,USR_010,USR_001,2740304.59
2020-W01,USR_010,USR_002,727492.03
2020-W01,USR_010,USR_004,138450.30000000002
2020-W01,USR_010,USR_005,153176.94
2020-W01,USR_010,USR_007,871240.32
2020-W01,USR_010,USR_008,482631.6
2020-W01,USR_010,USR_009,880307.1799999999
2020-W02,USR_001,USR_002,2019265.06
2020-W02,USR_001,USR_003,2182104.0999999996
2020-W02,USR_001,USR_004,112086.98999999999
2020-W02,USR_001,USR_005,1287221.3699999999
2020-W02,USR_001,USR_006,1952994.49
2020-W02,USR_001,USR_007,134147.68
2020-W02,USR_001,USR_008,203027.05
2020-W02,USR_001,USR_009,1447422.37
2020-W02,USR_001,USR_010,1177786.8800000001
2020-W02,USR_002,USR_003,287431.23
2020-W02,USR_002,USR_005,360120.94999999995
2020-W02,USR_002,USR_006,421215.45
2020-W02,USR_002,USR_007,386265.60000000003
2020-W02,USR_002,USR_008,139167.0
2020-W02,USR_002,USR_009,286535.28
2020-W02,USR_002,USR_010,383257.2
2020-W02,USR_003,USR_001,80123.5
2020-W02,USR_003,USR_002,2065400.27
2020-W02,USR_003,USR_004,1486307.66
2020-W02,USR_003,USR_005,814310.65
2020-W02,USR_003,USR_006,1013102.7
2020-W02,USR_003,USR_007,53718.21000000001
2020-W02,USR_003,USR_008,1278894.63
2020-W02,USR_003,USR_009,676352.62
2020-W02,USR_003,USR_010,55942.0
2020-W02,USR_004,USR_002,120211.39
2020-W02,USR_004,USR_003,317016.88
2020-W02,USR_004,USR_006,2937614.73
2020-W02,USR_004,USR_007,708849.21
2020-W02,USR_004,USR_008,1746112.27
2020-W02,USR_004,USR_010,986059.08
2020-W02,USR_005,USR_001,362740.82
2020-W02,USR_005,USR_002,20139.3
2020-W02,USR_005,USR_003,2289678.66
2020-W02,USR_005,USR_004,10308.6
2020-W02,USR_005,USR_006,708558.42
2020-W02,USR_005,USR_007,634089.33
2020-W02,USR_005,USR_009,1767475.86
2020-W02,USR_005,USR_010,195658.56
2020-W02,USR_006,USR_001,525949.48
2020-W02,USR_006,USR_002,1936765.04
2020-W02,USR_006,USR_003,1351249.2000000002
2020-W02,USR_006,USR_004,248295.6
2020-W02,USR_006,USR_005,28759.29
2020-W02,USR_006,USR_007,1322368.21
2020-W02,USR_006,USR_008,876703.71
2020-W02,USR_006,USR_009,1943551.9
2020-W02,USR_006,USR_010,1309147.84
2020-W02,USR_007,USR_001,1214834.3800000001
2020-W02,USR_007,USR_002,284902.52
2020-W02,USR_007,USR_004,1162972.6
2020-W02,USR_007,USR_005,1637003.0
2020-W02,USR_007,USR_008,93260.4
2020-W02,USR_007,USR_009,423777.62
2020-W02,USR_008,USR_002,1828064.15
2020-W02,USR_008,USR_003,388882.95
2020-W02,USR_008,USR_006,1238588.58
2020-W02,USR_008,USR_007,306644.8
2020-W02,USR_008,USR_009,897038.01
2020-W02,USR_008,USR_010,261212.91
2020-W02,USR_009,USR_002,619910.3300000001
2020-W02,USR_009,USR_003,858026.49
2020-W02,USR_009,USR_005,963964.2200000001
2020-W02,USR_009,USR_006,2919313.0199999996
2020-W02,USR_009,USR_007,737926.5599999999
2020-W02,USR_009,USR_008,282152.32
2020-W02,USR_009,USR_010,1182287.34
2020-W02,USR_010,USR_001,537050.64
2020-W02,USR_010,USR_002,1143640.66
2020-W02,USR_010,USR_003,28985.6
2020-W02,USR_010,USR_004,48966.25
2020-W02,USR_010,USR_005,547222.37
2020-W02,USR_010,USR_006,155204.92
2020-W02,USR_010,USR_008,1213015.18
2020-W02,USR_010,USR_009,1326861.1
2020-W03,USR_001,USR_002,133095.55000000002
2020-W03,USR_001,USR_003,105172.65000000001
2020-W03,USR_001,USR_004,1553702.35
2020-W03,USR_001,USR_005,687123.24
2020-W03,USR_001,USR_006,1359890.96
2020-W03,USR_001,USR_007,1701559.17
