t_idx,time_label,node_idx,node_label,local_internal_energy_u,local_entropy_s,local_temperature_t,local_grad_t
0,2020-W01,0,00_USR_001,1813075543.72,-0.0,0.0,0.0
0,2020-W01,1,01_USR_002,1628792644.87,-0.0,0.0,0.0
0,2020-W01,2,02_USR_003,123649574.77,0.9237,0.0,0.0
0,2020-W01,3,03_USR_004,127009795.4,-0.0,0.0,0.0
0,2020-W01,4,04_USR_005,5177033.08,-0.0,0.0,0.0
0,2020-W01,5,05_USR_006,6464219.55,-0.0,0.0,0.0
0,2020-W01,6,06_USR_007,6471204.37,-0.0,0.0,0.0
0,2020-W01,7,07_USR_008,1666812.37,-0.0,0.0,0.0
0,2020-W01,8,08_USR_009,6603617.56,-0.0,0.0,0.0
0,2020-W01,9,09_USR_010,6755003.24,-0.0,0.0,0.0
1,2020-W02,0,00_USR_001,1813075543.72,-0.0,0.0,0.0
1,2020-W02,1,01_USR_002,1628792644.87,-0.0,0.0,0.0
1,2020-W02,2,02_USR_003,119670532.43,0.6041,1989521.17,-7795495.44
1,2020-W02,3,03_USR_004,129022755.18,0.9539,1006479.89,-198530.88
1,2020-W02,4,04_USR_005,5619294.19,-0.0,221130.555,2553739.95
1,2020-W02,5,05_USR_006,6301630.31,-0.0,81294.62,1908226.55
1,2020-W02,6,06_USR_007,7691718.5,-0.0,610257.065,1775486.93
1,2020-W02,7,07_USR_008,2132708.93,-0.0,232948.28,1756572.89
1,2020-W02,8,08_USR_009,6603617.56,-0.0,0.0,0.0
1,2020-W02,9,09_USR_010,6755003.24,-0.0,0.0,0.0
2,2020-W03,0,00_USR_001,1813075543.72,-0.0,0.0,0.0
2,2020-W03,1,01_USR_002,1628792644.87,-0.0,0.0,0.0
2,2020-W03,2,02_USR_003,119462965.07,-0.0,1926527.1845,-1765716.6926
2,2020-W03,3,03_USR_004,128838313.23,-0.0,908570.5111,-747760.0193
2,2020-W03,4,04_USR_005,5619294.19,-0.0,208483.8866,0.0
2,2020-W03,5,05_USR_006,6693639.62,-0.0,160810.4919,2513476.7119
2,2020-W03,6,06_USR_007,7691718.5,-0.0,575355.8786,0.0
2,2020-W03,7,07_USR_008,2132708.93,-0.0,219625.7446,0.0
2,2020-W03,8,08_USR_009,6603617.56,-0.0,0.0,0.0
2,2020-W03,9,09_USR_010,6755003.24,-0.0,0.0,0.0
3,2020-W04,0,00_USR_001,1813075543.72,-0.0,0.0,0.0
3,2020-W04,1,01_USR_002,1553423865.55,-0.0,32635638.7717,-5083723.454
3,2020-W04,2,02_USR_003,133672709.52,0.4015,5765439.0214,-5469126.5044
3,2020-W04,3,03_USR_004,191892758.01,-0.0,27551915.3177,-16702752.8424
3,2020-W04,4,04_USR_005,5142723.02,-0.0,230028.1395,5535410.8819
3,2020-W04,5,05_USR_006,6371347.29,-0.0,147922.7392,5617516.2821
3,2020-W04,6,06_USR_007,7670272.6,-0.0,525475.6153,5239963.406
3,2020-W04,7,07_USR_008,2134256.55,-0.0,201963.4962,5563475.5251
3,2020-W04,8,08_USR_009,6603617.56,-0.0,0.0,0.0
3,2020-W04,9,09_USR_010,5678355.11,-0.0,466202.3158,5299236.7056
4,2020-W05,0,00_USR_001,1798776229.6,-0.0,6191784.6423,27419345.6046
4,2020-W05,1,01_USR_002,1553423865.55,-0.0,37684389.66,0.0
4,2020-W05,2,02_USR_003,141136498.88,0.2158,9301407.2183,-11943061.1181
4,2020-W05,3,03_USR_004,199931107.68,0.1479,33611130.2469,-85133715.5598
4,2020-W05,4,04_USR_005,5620137.1,-0.0,206483.3203,33404646.9266
4,2020-W05,5,05_USR_006,5397892.88,-0.0,481256.0745,8820151.1439
4,2020-W05,6,06_USR_007,7319533.12,-0.0,158307.839,9143099.3793
4,2020-W05,7,07_USR_008,1593973.59,-0.0,233503.4797,9067903.7387
4,2020-W05,8,08_USR_009,6787855.42,-0.0,79777.3335,9221629.8848
4,2020-W05,9,09_USR_010,5678355.11,-0.0,538324.065,0.0
5,2020-W06,0,00_USR_001,1798776229.6,-0.0,7149657.06,0.0
5,2020-W06,1,01_USR_002,1553423865.55,-0.0,32635638.7717,0.0
5,2020-W06,2,02_USR_003,145486626.29,0.0974,9883984.0082,-296597.3017
5,2020-W06,3,03_USR_004,195548337.39,0.1773,29130592.5468,-105197900.1025
5,2020-W06,4,04_USR_005,5620137.1,-0.0,206604.9837,0.0
5,2020-W06,5,05_USR_006,4736551.36,-0.0,777438.5122,28353154.0346
5,2020-W06,6,06_USR_007,7586411.42,-0.0,148186.1946,9735797.8136
5,2020-W06,7,07_USR_008,1876234.8,-0.0,222790.461,28907802.0859
5,2020-W06,8,08_USR_009,6631834.51,-0.0,76575.9815,9807408.0267
5,2020-W06,9,09_USR_010,5979220.91,-0.0,440257.1035,28690335.4434
6,2020-W07,0,00_USR_001,1798776229.6,-0.0,6191784.6423,0.0
6,2020-W07,1,01_USR_002,1553423865.55,-0.0,0.0,0.0
6,2020-W07,2,02_USR_003,143483501.1,0.0425,4471946.9398,-14047473.4738
6,2020-W07,3,03_USR_004,198003425.72,0.1497,3002818.2361,-6601014.8972
6,2020-W07,4,04_USR_005,5620137.1,-0.0,206726.3607,0.0
6,2020-W07,5,05_USR_006,5076084.15,-0.0,610025.2968,6254714.5823
6,2020-W07,6,06_USR_007,7399644.83,-0.0,140493.3144,7193778.547
6,2020-W07,7,07_USR_008,1876234.8,-0.0,191114.9695,0.0
6,2020-W07,8,08_USR_009,6555741.85,-0.0,86977.438,4384969.5018
6,2020-W07,9,09_USR_010,5450584.23,-0.0,187792.4962,2815025.7399
7,2020-W08,0,00_USR_001,1798776229.6,-0.0,0.0,0.0
7,2020-W08,1,01_USR_002,1553423865.55,-0.0,0.0,0.0
7,2020-W08,2,02_USR_003,142533591.48,-0.0,1581517.2509,-22086.7028
7,2020-W08,3,03_USR_004,197508046.27,0.4037,1559430.5482,-5075513.2733
7,2020-W08,4,04_USR_005,5620137.1,-0.0,0.0,0.0
7,2020-W08,5,05_USR_006,5076084.15,-0.0,233861.5181,0.0
7,2020-W08,6,06_USR_007,7224678.17,-0.0,132990.9325,1426439.6157
7,2020-W08,7,07_USR_008,2015591.62,-0.0,153285.9238,1406144.6243
7,2020-W08,8,08_USR_009,8088367.48,-0.0,624788.4922,934642.056
7,2020-W08,9,09_USR_010,5398857.51,-0.0,229056.8681,1330373.6801
8,2020-W09,0,00_USR_001,1798776229.6,-0.0,0.0,0.0
8,2020-W09,1,01_USR_002,1553423865.55,-0.0,0.0,0.0
8,2020-W09,2,02_USR_003,146401508.08,0.1381,1540044.7569,-3920569.6554
8,2020-W09,3,03_USR_004,194382957.55,0.083,1465123.6691,-922900.5648
8,2020-W09,4,04_USR_005,4540949.32,-0.0,467302.0165,2070564.393
8,2020-W09,5,05_USR_006,5293904.85,-0.0,199389.6403,1340655.1166
8,2020-W09,6,06_USR_007,7224678.17,-0.0,149543.1191,0.0
8,2020-W09,7,07_USR_008,2134130.82,-0.0,107794.0463,1432250.7106
8,2020-W09,8,08_USR_009,8088367.48,-0.0,747773.751,0.0
8,2020-W09,9,09_USR_010,5398857.51,-0.0,244751.3277,0.0
9,2020-W10,0,00_USR_001,1798776229.6,-0.0,0.0,0.0
9,2020-W10,1,01_USR_002,1553423865.55,-0.0,0.0,0.0
9,2020-W10,2,02_USR_003,143574817.96,-0.0,1446127.1606,-714086.9586
9,2020-W10,3,03_USR_004,197739146.31,0.3314,1468558.4749,-4538738.1938
9,2020-W10,4,04_USR_005,5570858.14,-0.0,460628.7509,1007929.724
9,2020-W10,5,05_USR_006,5113184.07,-0.0,90244.2945,1378314.1803
9,2020-W10,6,06_USR_007,7129928.33,-0.0,97445.0868,1371113.3881
9,2020-W10,7,07_USR_008,2134130.82,-0.0,106226.2095,0.0
9,2020-W10,8,08_USR_009,6804430.64,0.9995,709608.8877,1495467.86
9,2020-W10,9,09_USR_010,5398857.51,-0.0,22398.3268,0.0
10,2020-W11,0,00_USR_001,1798776229.6,-0.0,0.0,0.0
10,2020-W11,1,01_USR_002,1553423865.55,-0.0,0.0,0.0
10,2020-W11,2,02_USR_003,141627207.6,-0.0,1793107.8357,-2313015.663
10,2020-W11,3,03_USR_004,200072556.05,0.1023,2022940.8087,-1652615.824
10,2020-W11,4,04_USR_005,5004144.0,-0.0,443209.0777,1349898.758
10,2020-W11,5,05_USR_006,5113184.07,-0.0,84970.0926,0.0
10,2020-W11,6,06_USR_007,7129928.33,-0.0,47374.92,0.0
10,2020-W11,7,07_USR_008,2134130.82,-0.0,51328.9793,0.0
10,2020-W11,8,08_USR_009,6985345.4,-0.0,600157.9577,2615732.729
10,2020-W11,9,09_USR_010,5398857.51,-0.0,0.0,0.0
11,2020-W12,0,00_USR_001,1798776229.6,-0.0,0.0,0.0
11,2020-W12,1,01_USR_002,1553423865.55,-0.0,0.0,0.0
11,2020-W12,2,02_USR_003,148855360.85,0.0698,2746919.118,-2308159.9338
11,2020-W12,3,03_USR_004,193299153.81,-0.0,2690811.6451,-2170825.0123
11,2020-W12,4,04_USR_005,4376740.76,-0.0,463879.1599,2226932.4852
11,2020-W12,5,05_USR_006,5113184.07,-0.0,78254.3932,0.0
11,2020-W12,6,06_USR_007,7129928.33,-0.0,41027.8842,0.0
11,2020-W12,7,07_USR_008,2134130.82,-0.0,0.0,0.0
11,2020-W12,8,08_USR_009,7157997.63,-0.0,494866.6572,2252052.4608
11,2020-W12,9,09_USR_010,5398857.51,-0.0,0.0,0.0
12,2020-W13,0,00_USR_001,1798776229.6,-0.0,0.0,0.0
12,2020-W13,1,01_USR_002,1553423865.55,-0.0,0.0,0.0
12,2020-W13,2,02_USR_003,145086412.41,0.0551,2650230.0227,-5316679.2448
12,2020-W13,3,03_USR_004,197850387.11,0.295,2458422.3369,-6091910.0055
12,2020-W13,4,04_USR_005,5508290.48,-0.0,479530.9696,1978891.3673
12,2020-W13,5,05_USR_006,5040697.55,-0.0,31387.5839,2618842.4389
12,2020-W13,6,06_USR_007,6274681.61,-0.0,370332.693,2088089.6439
12,2020-W13,7,07_USR_008,1801113.1,-0.0,144200.9027,2506029.12
12,2020-W13,8,08_USR_009,6504914.01,-0.0,241685.6567,2216736.6802
12,2020-W13,9,09_USR_010,5398857.51,-0.0,0.0,0.0
13,2020-W14,0,00_USR_001,1798776229.6,-0.0,0.0,0.0
13,2020-W14,1,01_USR_002,1568956658.35,-0.0,6725896.5783,1199436.4179
13,2020-W14,2,02_USR_003,147569467.92,0.105,2756206.776,230218.3574
13,2020-W14,3,03_USR_004,179661391.96,1.0995,7925332.9962,-21775469.8312
13,2020-W14,4,04_USR_005,5508290.48,-0.0,465213.1037,0.0
13,2020-W14,5,05_USR_006,4626376.18,-0.0,202505.3444,10276529.0833
13,2020-W14,6,06_USR_007,6555171.05,-0.0,371000.3447,2385206.4313
13,2020-W14,7,07_USR_008,1801113.1,-0.0,166508.86,0.0
13,2020-W14,8,08_USR_009,6811892.78,-0.0,241253.4548,7684079.5413
13,2020-W14,9,09_USR_010,5398857.51,-0.0,0.0,0.0
14,2020-W15,0,00_USR_001,1798776229.6,-0.0,0.0,0.0
14,2020-W15,1,01_USR_002,1568956658.35,-0.0,7766396.4,0.0
14,2020-W15,2,02_USR_003,147893990.99,0.2281,1390505.8061,4547949.702
14,2020-W15,3,03_USR_004,178715786.59,0.1683,8356298.2364,-23022850.0187
14,2020-W15,4,04_USR_005,5619442.64,-0.0,508049.4012,7848248.8351
14,2020-W15,5,05_USR_006,4626376.18,-0.0,226735.3268,0.0
14,2020-W15,6,06_USR_007,6555171.05,-0.0,311196.026,0.0
14,2020-W15,7,07_USR_008,2044173.15,-0.0,147489.4831,8208808.7533
14,2020-W15,8,08_USR_009,7240912.88,-0.0,292955.87,1097549.9361
14,2020-W15,9,09_USR_010,5236707.5,-0.0,70213.0139,1320292.7922
15,2020-W16,0,00_USR_001,1798776229.6,-0.0,0.0,0.0
15,2020-W16,1,01_USR_002,1568956658.35,-0.0,6725896.5783,0.0
15,2020-W16,2,02_USR_003,144021803.43,0.2084,1636813.3958,2243407.5816
15,2020-W16,3,03_USR_004,181324721.7,0.1703,7828383.7597,-21224493.3731
15,2020-W16,4,04_USR_005,5619442.64,-0.0,55576.08,0.0
15,2020-W16,5,05_USR_006,4626376.18,-0.0,179406.4159,0.0
15,2020-W16,6,06_USR_007,7197154.23,-0.0,338432.8952,1298380.5006
15,2020-W16,7,07_USR_008,2134079.75,-0.0,147473.1231,9170250.9093
15,2020-W16,8,08_USR_009,7772275.55,-0.0,476371.387,8512454.3816
15,2020-W16,9,09_USR_010,5236707.5,-0.0,81075.005,0.0
16,2020-W17,0,00_USR_001,1798776229.6,-0.0,0.0,0.0
16,2020-W17,1,01_USR_002,1568956658.35,-0.0,0.0,0.0
16,2020-W17,2,02_USR_003,139089603.52,0.1311,3548212.666,-13985221.9157
