t_idx,time_label,src_idx,src_label,tgt_idx,tgt_label,weight,stress
0,2020-W01,0,USR_001,1,USR_003,2442350.76,0.0
0,2020-W01,0,USR_001,2,USR_004,1369713.75,0.0
0,2020-W01,0,USR_001,3,USR_005,529674.49,0.0
0,2020-W01,0,USR_001,4,USR_007,1110795.84,0.0
0,2020-W01,0,USR_001,5,USR_008,2909682.22,0.0
0,2020-W01,0,USR_001,6,USR_009,165066.39,0.0
0,2020-W01,1,USR_003,0,USR_001,449159.04,0.0
0,2020-W01,1,USR_003,3,USR_005,332294.8,0.0
0,2020-W01,1,USR_003,4,USR_007,57150.6,0.0
0,2020-W01,1,USR_003,7,USR_002,2118904.37,0.0
0,2020-W01,1,USR_003,8,USR_010,1576862.22,0.0
0,2020-W01,1,USR_003,9,USR_006,391146.0,0.0
0,2020-W01,2,USR_004,0,USR_001,83368.92,0.0
0,2020-W01,2,USR_004,1,USR_003,1441431.6,0.0
0,2020-W01,2,USR_004,3,USR_005,1474939.26,0.0
0,2020-W01,2,USR_004,4,USR_007,1643775.34,0.0
0,2020-W01,2,USR_004,6,USR_009,190014.24,0.0
0,2020-W01,2,USR_004,7,USR_002,156212.49,0.0
0,2020-W01,2,USR_004,8,USR_010,296419.52,0.0
0,2020-W01,2,USR_004,9,USR_006,486036.12,0.0
0,2020-W01,3,USR_005,2,USR_004,384946.6,0.0
0,2020-W01,3,USR_005,4,USR_007,284255.34,0.0
0,2020-W01,3,USR_005,5,USR_008,211631.85,0.0
0,2020-W01,3,USR_005,7,USR_002,59155.68,0.0
0,2020-W01,3,USR_005,8,USR_010,2102461.59,0.0
0,2020-W01,3,USR_005,9,USR_006,1163675.03,0.0
0,2020-W01,4,USR_007,0,USR_001,34013.42,0.0
0,2020-W01,4,USR_007,1,USR_003,224568.81,0.0
0,2020-W01,4,USR_007,2,USR_004,496046.34,0.0
0,2020-W01,4,USR_007,5,USR_008,17114.79,0.0
0,2020-W01,4,USR_007,6,USR_009,787104.84,0.0
0,2020-W01,4,USR_007,7,USR_002,240003.36,0.0
0,2020-W01,4,USR_007,8,USR_010,522898.7,0.0
0,2020-W01,5,USR_008,2,USR_004,1140808.05,0.0
0,2020-W01,5,USR_008,3,USR_005,836376.56,0.0
0,2020-W01,5,USR_008,6,USR_009,1140910.81,0.0
0,2020-W01,5,USR_008,7,USR_002,3151845.12,0.0
0,2020-W01,6,USR_009,1,USR_003,635553.6,0.0
0,2020-W01,6,USR_009,2,USR_004,1586719.2,0.0
0,2020-W01,6,USR_009,3,USR_005,436907.05,0.0
0,2020-W01,6,USR_009,4,USR_007,2030949.48,0.0
0,2020-W01,6,USR_009,5,USR_008,417367.47,0.0
0,2020-W01,6,USR_009,7,USR_002,13459.49,0.0
0,2020-W01,6,USR_009,8,USR_010,5076.56,0.0
0,2020-W01,6,USR_009,9,USR_006,53480.7,0.0
0,2020-W01,7,USR_002,0,USR_001,1602157.86,0.0
0,2020-W01,7,USR_002,1,USR_003,499957.63,0.0
0,2020-W01,7,USR_002,2,USR_004,439496.96,0.0
0,2020-W01,7,USR_002,3,USR_005,228207.09,0.0
0,2020-W01,7,USR_002,4,USR_007,515990.35,0.0
0,2020-W01,7,USR_002,5,USR_008,709778.63,0.0
0,2020-W01,7,USR_002,6,USR_009,1556560.27,0.0
0,2020-W01,7,USR_002,8,USR_010,377596.38,0.0
0,2020-W01,8,USR_010,0,USR_001,2740304.59,0.0
0,2020-W01,8,USR_010,2,USR_004,138450.3,0.0
0,2020-W01,8,USR_010,3,USR_005,153176.94,0.0
0,2020-W01,8,USR_010,4,USR_007,871240.32,0.0
0,2020-W01,8,USR_010,5,USR_008,482631.6,0.0
0,2020-W01,8,USR_010,6,USR_009,880307.18,0.0
0,2020-W01,8,USR_010,7,USR_002,727492.03,0.0
