t_idx,time_label,node_idx,node_label,fk_echo_impact
0,2020-W01,0,USR_001,-3302115.6421
0,2020-W01,1,USR_003,626910.0801
0,2020-W01,2,USR_004,527001.4288
0,2020-W01,3,USR_005,-290604.459
0,2020-W01,4,USR_007,4705314.2149
0,2020-W01,5,USR_008,-1347840.0208
0,2020-W01,6,USR_009,1078455.3119
0,2020-W01,7,USR_002,953184.1196
0,2020-W01,8,USR_010,-76028.2613
0,2020-W01,9,USR_006,-2874276.7719
0,2020-W01,10,STK_001,0.0
0,2020-W01,11,STK_002,0.0
0,2020-W01,12,STK_003,0.0
0,2020-W01,13,STK_004,0.0
0,2020-W01,14,STK_005,0.0
1,2020-W02,0,USR_001,-7595474.4154
1,2020-W02,1,USR_003,-179048.1588
1,2020-W02,2,USR_004,-3741724.3258
1,2020-W02,3,USR_005,148035.9445
1,2020-W02,4,USR_007,373648.2063
1,2020-W02,5,USR_008,603653.4306
1,2020-W02,6,USR_009,1564060.6165
1,2020-W02,7,USR_002,7072349.3354
1,2020-W02,8,USR_010,742004.7842
1,2020-W02,9,USR_006,1012494.5825
1,2020-W02,10,STK_001,0.0
1,2020-W02,11,STK_002,0.0
1,2020-W02,12,STK_003,0.0
1,2020-W02,13,STK_004,0.0
1,2020-W02,14,STK_005,0.0
2,2020-W03,0,USR_001,2809629.6023
2,2020-W03,1,USR_003,-486642.8107
2,2020-W03,2,USR_004,6559741.9072
2,2020-W03,3,USR_005,-3389309.0509
2,2020-W03,4,USR_007,-3376450.8256
2,2020-W03,5,USR_008,-1043414.4233
2,2020-W03,6,USR_009,-1505489.8523
2,2020-W03,7,USR_002,-1535725.9193
2,2020-W03,8,USR_010,922133.4714
2,2020-W03,9,USR_006,1045527.9013
2,2020-W03,10,STK_001,0.0
2,2020-W03,11,STK_002,0.0
2,2020-W03,12,STK_003,0.0
2,2020-W03,13,STK_004,0.0
2,2020-W03,14,STK_005,0.0
3,2020-W04,0,USR_001,-904151.4729
3,2020-W04,1,USR_003,-109814.476
3,2020-W04,2,USR_004,-1456923.3448
3,2020-W04,3,USR_005,2078191.7435
3,2020-W04,4,USR_007,522302.7076
3,2020-W04,5,USR_008,1100246.6127
3,2020-W04,6,USR_009,2619426.7871
3,2020-W04,7,USR_002,-2073941.3548
3,2020-W04,8,USR_010,-1937018.2647
3,2020-W04,9,USR_006,161681.0622
3,2020-W04,10,STK_001,0.0
3,2020-W04,11,STK_002,0.0
3,2020-W04,12,STK_003,0.0
3,2020-W04,13,STK_004,0.0
3,2020-W04,14,STK_005,0.0
4,2020-W05,0,USR_001,2100221.7163
4,2020-W05,1,USR_003,-429377.6161
4,2020-W05,2,USR_004,2874494.0013
4,2020-W05,3,USR_005,-2419401.5538
4,2020-W05,4,USR_007,819394.7804
4,2020-W05,5,USR_008,57743.6878
4,2020-W05,6,USR_009,-5407552.9806
4,2020-W05,7,USR_002,-599266.0941
4,2020-W05,8,USR_010,1716035.0723
4,2020-W05,9,USR_006,1287708.9865
4,2020-W05,10,STK_001,0.0
4,2020-W05,11,STK_002,0.0
4,2020-W05,12,STK_003,0.0
4,2020-W05,13,STK_004,0.0
4,2020-W05,14,STK_005,0.0
5,2020-W06,0,USR_001,-1163861.5065
5,2020-W06,1,USR_003,-1502099.6245
5,2020-W06,2,USR_004,-335322.8009
5,2020-W06,3,USR_005,328072.3673
5,2020-W06,4,USR_007,717679.2501
5,2020-W06,5,USR_008,-413282.0958
5,2020-W06,6,USR_009,5627588.6563
5,2020-W06,7,USR_002,-2586936.277
5,2020-W06,8,USR_010,4679758.0608
5,2020-W06,9,USR_006,-5351596.0297
5,2020-W06,10,STK_001,0.0
5,2020-W06,11,STK_002,0.0
5,2020-W06,12,STK_003,0.0
5,2020-W06,13,STK_004,0.0
5,2020-W06,14,STK_005,0.0
6,2020-W07,0,USR_001,1152867.7914
6,2020-W07,1,USR_003,-7159837.5034
6,2020-W07,2,USR_004,-453935.0534
6,2020-W07,3,USR_005,2624428.6835
6,2020-W07,4,USR_007,3362965.5266
6,2020-W07,5,USR_008,24895.5358
6,2020-W07,6,USR_009,1342933.3735
6,2020-W07,7,USR_002,622662.7198
6,2020-W07,8,USR_010,-2528837.3386
6,2020-W07,9,USR_006,1011856.2647
6,2020-W07,10,STK_001,0.0
6,2020-W07,11,STK_002,0.0
6,2020-W07,12,STK_003,0.0
6,2020-W07,13,STK_004,0.0
6,2020-W07,14,STK_005,0.0
7,2020-W08,0,USR_001,-1247068.6368
7,2020-W08,1,USR_003,4930879.9621
7,2020-W08,2,USR_004,3098906.2086
7,2020-W08,3,USR_005,13036.7546
7,2020-W08,4,USR_007,-2427586.1775
7,2020-W08,5,USR_008,-149179.1902
7,2020-W08,6,USR_009,-2292309.967
7,2020-W08,7,USR_002,-1682454.2801
7,2020-W08,8,USR_010,-139310.3648
7,2020-W08,9,USR_006,-104914.3088
7,2020-W08,10,STK_001,0.0
7,2020-W08,11,STK_002,0.0
7,2020-W08,12,STK_003,0.0
7,2020-W08,13,STK_004,0.0
7,2020-W08,14,STK_005,0.0
8,2020-W09,0,USR_001,10348089.703
8,2020-W09,1,USR_003,-2320920.7904
8,2020-W09,2,USR_004,-5233828.0323
8,2020-W09,3,USR_005,-198205.7563
8,2020-W09,4,USR_007,576452.2904
8,2020-W09,5,USR_008,-2276718.6737
8,2020-W09,6,USR_009,-4507446.0284
8,2020-W09,7,USR_002,1755680.1398
8,2020-W09,8,USR_010,2155124.4162
8,2020-W09,9,USR_006,-298227.2683
8,2020-W09,10,STK_001,0.0
8,2020-W09,11,STK_002,0.0
8,2020-W09,12,STK_003,0.0
8,2020-W09,13,STK_004,0.0
8,2020-W09,14,STK_005,0.0
9,2020-W10,0,USR_001,-828901.6654
9,2020-W10,1,USR_003,-534926.5125
9,2020-W10,2,USR_004,4941041.8655
9,2020-W10,3,USR_005,1638817.9316
9,2020-W10,4,USR_007,-1436458.8295
9,2020-W10,5,USR_008,-427084.4638
9,2020-W10,6,USR_009,-1112035.9634
9,2020-W10,7,USR_002,-819045.4653
9,2020-W10,8,USR_010,1828572.83
9,2020-W10,9,USR_006,-3249979.7271
9,2020-W10,10,STK_001,0.0
9,2020-W10,11,STK_002,0.0
9,2020-W10,12,STK_003,0.0
9,2020-W10,13,STK_004,0.0
9,2020-W10,14,STK_005,0.0
10,2020-W11,0,USR_001,1730576.2718
10,2020-W11,1,USR_003,-773443.8141
10,2020-W11,2,USR_004,1060308.7197
10,2020-W11,3,USR_005,47815.5534
10,2020-W11,4,USR_007,-346923.5462
10,2020-W11,5,USR_008,334092.899
10,2020-W11,6,USR_009,-1077892.8146
10,2020-W11,7,USR_002,408853.1672
10,2020-W11,8,USR_010,-1446692.8323
10,2020-W11,9,USR_006,63306.396
10,2020-W11,10,STK_001,0.0
10,2020-W11,11,STK_002,0.0
10,2020-W11,12,STK_003,0.0
10,2020-W11,13,STK_004,0.0
10,2020-W11,14,STK_005,0.0
11,2020-W12,0,USR_001,1834902.8178
11,2020-W12,1,USR_003,-1276102.1887
11,2020-W12,2,USR_004,605521.3593
11,2020-W12,3,USR_005,-1671816.6434
11,2020-W12,4,USR_007,-1835004.2616
11,2020-W12,5,USR_008,871964.5286
11,2020-W12,6,USR_009,-440877.0551
11,2020-W12,7,USR_002,1567336.3046
11,2020-W12,8,USR_010,827643.919
11,2020-W12,9,USR_006,-483568.7804
11,2020-W12,10,STK_001,0.0
11,2020-W12,11,STK_002,0.0
11,2020-W12,12,STK_003,0.0
11,2020-W12,13,STK_004,0.0
11,2020-W12,14,STK_005,0.0
12,2020-W13,0,USR_001,-5538008.6176
12,2020-W13,1,USR_003,3388528.6766
