t_idx,time_label,src_idx,src_label,tgt_idx,tgt_label,stiffness_k,partial_corr
0,2020-W01,0,00_USR_001,0,00_USR_001,0.0,0.0
0,2020-W01,0,00_USR_001,1,01_USR_002,0.0,0.0
0,2020-W01,0,00_USR_001,2,02_USR_003,0.0,0.0
0,2020-W01,0,00_USR_001,3,03_USR_004,0.0,0.0
0,2020-W01,0,00_USR_001,4,04_USR_005,0.0,0.0
0,2020-W01,0,00_USR_001,5,05_USR_006,0.0,0.0
0,2020-W01,0,00_USR_001,6,06_USR_007,0.0,0.0
0,2020-W01,0,00_USR_001,7,07_USR_008,0.0,0.0
0,2020-W01,0,00_USR_001,8,08_USR_009,0.0,0.0
0,2020-W01,0,00_USR_001,9,09_USR_010,0.0,0.0
0,2020-W01,1,01_USR_002,0,00_USR_001,0.0,0.0
0,2020-W01,1,01_USR_002,1,01_USR_002,0.0,0.0
0,2020-W01,1,01_USR_002,2,02_USR_003,0.0,0.0
0,2020-W01,1,01_USR_002,3,03_USR_004,0.0,0.0
0,2020-W01,1,01_USR_002,4,04_USR_005,0.0,0.0
0,2020-W01,1,01_USR_002,5,05_USR_006,0.0,0.0
0,2020-W01,1,01_USR_002,6,06_USR_007,0.0,0.0
0,2020-W01,1,01_USR_002,7,07_USR_008,0.0,0.0
0,2020-W01,1,01_USR_002,8,08_USR_009,0.0,0.0
0,2020-W01,1,01_USR_002,9,09_USR_010,0.0,0.0
0,2020-W01,2,02_USR_003,0,00_USR_001,0.0,0.0
0,2020-W01,2,02_USR_003,1,01_USR_002,0.0,0.0
0,2020-W01,2,02_USR_003,2,02_USR_003,0.0,0.0
0,2020-W01,2,02_USR_003,3,03_USR_004,0.0,0.0
0,2020-W01,2,02_USR_003,4,04_USR_005,0.0,0.0
0,2020-W01,2,02_USR_003,5,05_USR_006,0.0,0.0
0,2020-W01,2,02_USR_003,6,06_USR_007,0.0,0.0
0,2020-W01,2,02_USR_003,7,07_USR_008,0.0,0.0
0,2020-W01,2,02_USR_003,8,08_USR_009,0.0,0.0
0,2020-W01,2,02_USR_003,9,09_USR_010,0.0,0.0
0,2020-W01,3,03_USR_004,0,00_USR_001,0.0,0.0
0,2020-W01,3,03_USR_004,1,01_USR_002,0.0,0.0
0,2020-W01,3,03_USR_004,2,02_USR_003,0.0,0.0
0,2020-W01,3,03_USR_004,3,03_USR_004,0.0,0.0
0,2020-W01,3,03_USR_004,4,04_USR_005,0.0,0.0
0,2020-W01,3,03_USR_004,5,05_USR_006,0.0,0.0
0,2020-W01,3,03_USR_004,6,06_USR_007,0.0,0.0
0,2020-W01,3,03_USR_004,7,07_USR_008,0.0,0.0
0,2020-W01,3,03_USR_004,8,08_USR_009,0.0,0.0
0,2020-W01,3,03_USR_004,9,09_USR_010,0.0,0.0
0,2020-W01,4,04_USR_005,0,00_USR_001,0.0,0.0
0,2020-W01,4,04_USR_005,1,01_USR_002,0.0,0.0
0,2020-W01,4,04_USR_005,2,02_USR_003,0.0,0.0
0,2020-W01,4,04_USR_005,3,03_USR_004,0.0,0.0
0,2020-W01,4,04_USR_005,4,04_USR_005,0.0,0.0
0,2020-W01,4,04_USR_005,5,05_USR_006,0.0,0.0
0,2020-W01,4,04_USR_005,6,06_USR_007,0.0,0.0
0,2020-W01,4,04_USR_005,7,07_USR_008,0.0,0.0
0,2020-W01,4,04_USR_005,8,08_USR_009,0.0,0.0
0,2020-W01,4,04_USR_005,9,09_USR_010,0.0,0.0
0,2020-W01,5,05_USR_006,0,00_USR_001,0.0,0.0
0,2020-W01,5,05_USR_006,1,01_USR_002,0.0,0.0
0,2020-W01,5,05_USR_006,2,02_USR_003,0.0,0.0
0,2020-W01,5,05_USR_006,3,03_USR_004,0.0,0.0
0,2020-W01,5,05_USR_006,4,04_USR_005,0.0,0.0
