t_idx,time_label,component_idx,node_idx,node_label,eigenvalue,explained_variance_ratio,vector_value
0,2020-W01,0,0,00_USR_001,0.0,0.0,0.0
0,2020-W01,0,1,01_USR_002,0.0,0.0,0.0
0,2020-W01,0,2,02_USR_003,0.0,0.0,0.0
0,2020-W01,0,3,03_USR_004,0.0,0.0,0.0
0,2020-W01,0,4,04_USR_005,0.0,0.0,0.0
0,2020-W01,0,5,05_USR_006,0.0,0.0,0.0
0,2020-W01,0,6,06_USR_007,0.0,0.0,0.0
0,2020-W01,0,7,07_USR_008,0.0,0.0,0.0
0,2020-W01,0,8,08_USR_009,0.0,0.0,0.0
0,2020-W01,0,9,09_USR_010,0.0,0.0,0.0
0,2020-W01,1,0,00_USR_001,0.0,0.0,0.0
0,2020-W01,1,1,01_USR_002,0.0,0.0,0.0
0,2020-W01,1,2,02_USR_003,0.0,0.0,0.0
0,2020-W01,1,3,03_USR_004,0.0,0.0,0.0
0,2020-W01,1,4,04_USR_005,0.0,0.0,0.0
0,2020-W01,1,5,05_USR_006,0.0,0.0,0.0
0,2020-W01,1,6,06_USR_007,0.0,0.0,0.0
0,2020-W01,1,7,07_USR_008,0.0,0.0,0.0
0,2020-W01,1,8,08_USR_009,0.0,0.0,0.0
0,2020-W01,1,9,09_USR_010,0.0,0.0,0.0
0,2020-W01,2,0,00_USR_001,0.0,0.0,0.0
0,2020-W01,2,1,01_USR_002,0.0,0.0,0.0
0,2020-W01,2,2,02_USR_003,0.0,0.0,0.0
0,2020-W01,2,3,03_USR_004,0.0,0.0,0.0
0,2020-W01,2,4,04_USR_005,0.0,0.0,0.0
0,2020-W01,2,5,05_USR_006,0.0,0.0,0.0
0,2020-W01,2,6,06_USR_007,0.0,0.0,0.0
0,2020-W01,2,7,07_USR_008,0.0,0.0,0.0
0,2020-W01,2,8,08_USR_009,0.0,0.0,0.0
0,2020-W01,2,9,09_USR_010,0.0,0.0,0.0
1,2020-W02,0,0,00_USR_001,0.0,0.0,0.0
1,2020-W02,0,1,01_USR_002,0.0,0.0,0.0
1,2020-W02,0,2,02_USR_003,0.0,0.0,0.0
1,2020-W02,0,3,03_USR_004,0.0,0.0,0.0
1,2020-W02,0,4,04_USR_005,0.0,0.0,0.0
1,2020-W02,0,5,05_USR_006,0.0,0.0,0.0
1,2020-W02,0,6,06_USR_007,0.0,0.0,0.0
1,2020-W02,0,7,07_USR_008,0.0,0.0,0.0
1,2020-W02,0,8,08_USR_009,0.0,0.0,0.0
1,2020-W02,0,9,09_USR_010,0.0,0.0,0.0
1,2020-W02,1,0,00_USR_001,0.0,0.0,0.0
1,2020-W02,1,1,01_USR_002,0.0,0.0,0.0
1,2020-W02,1,2,02_USR_003,0.0,0.0,0.0
1,2020-W02,1,3,03_USR_004,0.0,0.0,0.0
1,2020-W02,1,4,04_USR_005,0.0,0.0,0.0
1,2020-W02,1,5,05_USR_006,0.0,0.0,0.0
1,2020-W02,1,6,06_USR_007,0.0,0.0,0.0
1,2020-W02,1,7,07_USR_008,0.0,0.0,0.0
1,2020-W02,1,8,08_USR_009,0.0,0.0,0.0
1,2020-W02,1,9,09_USR_010,0.0,0.0,0.0
1,2020-W02,2,0,00_USR_001,0.0,0.0,0.0
1,2020-W02,2,1,01_USR_002,0.0,0.0,0.0
1,2020-W02,2,2,02_USR_003,0.0,0.0,0.0
1,2020-W02,2,3,03_USR_004,0.0,0.0,0.0
1,2020-W02,2,4,04_USR_005,0.0,0.0,0.0
1,2020-W02,2,5,05_USR_006,0.0,0.0,0.0
1,2020-W02,2,6,06_USR_007,0.0,0.0,0.0
1,2020-W02,2,7,07_USR_008,0.0,0.0,0.0
1,2020-W02,2,8,08_USR_009,0.0,0.0,0.0
1,2020-W02,2,9,09_USR_010,0.0,0.0,0.0
2,2020-W03,0,0,00_USR_001,42353307298958.05,1.0,0.0
2,2020-W03,0,1,01_USR_002,42353307298958.05,1.0,0.0
2,2020-W03,0,2,02_USR_003,42353307298958.05,1.0,0.842892
2,2020-W03,0,3,03_USR_004,42353307298958.05,1.0,-0.426938
2,2020-W03,0,4,04_USR_005,42353307298958.05,1.0,-0.063922
2,2020-W03,0,5,05_USR_006,42353307298958.05,1.0,0.077925
2,2020-W03,0,6,06_USR_007,42353307298958.05,1.0,-0.295755
2,2020-W03,0,7,07_USR_008,42353307298958.05,1.0,-0.084747
2,2020-W03,0,8,08_USR_009,42353307298958.05,1.0,-0.049454
2,2020-W03,0,9,09_USR_010,42353307298958.05,1.0,0.0
2,2020-W03,1,0,00_USR_001,0.004066,0.0,-0.0
2,2020-W03,1,1,01_USR_002,0.004066,0.0,-0.0
2,2020-W03,1,2,02_USR_003,0.004066,0.0,0.52945
2,2020-W03,1,3,03_USR_004,0.004066,0.0,0.60658
2,2020-W03,1,4,04_USR_005,0.004066,0.0,0.036385
2,2020-W03,1,5,05_USR_006,0.004066,0.0,-0.057475
2,2020-W03,1,6,06_USR_007,0.004066,0.0,0.583691
2,2020-W03,1,7,07_USR_008,0.004066,0.0,0.069264
2,2020-W03,1,8,08_USR_009,0.004066,0.0,0.040294
2,2020-W03,1,9,09_USR_010,0.004066,0.0,-0.0
2,2020-W03,2,0,00_USR_001,5.4e-05,0.0,0.0
2,2020-W03,2,1,01_USR_002,5.4e-05,0.0,0.0
2,2020-W03,2,2,02_USR_003,5.4e-05,0.0,-0.029573
2,2020-W03,2,3,03_USR_004,5.4e-05,0.0,0.055849
2,2020-W03,2,4,04_USR_005,5.4e-05,0.0,0.524655
2,2020-W03,2,5,05_USR_006,5.4e-05,0.0,0.573672
2,2020-W03,2,6,06_USR_007,5.4e-05,0.0,0.077053
2,2020-W03,2,7,07_USR_008,5.4e-05,0.0,-0.48986
2,2020-W03,2,8,08_USR_009,5.4e-05,0.0,-0.381765
2,2020-W03,2,9,09_USR_010,5.4e-05,0.0,0.0
3,2020-W04,0,0,00_USR_001,3307887990732994.0,0.99378,-0.0
3,2020-W04,0,1,01_USR_002,3307887990732994.0,0.99378,-0.756527
3,2020-W04,0,2,02_USR_003,3307887990732994.0,0.99378,0.144984
