t_idx,time_label,gross_activity_U,entropy_S,temperature_T,work_W,heat_Q,grad_T,free_energy_F
0,2020-W01,3725665448.93,0.9237,0.0,0.0,7139.67,0.0,3725665448.93
1,2020-W02,3725665448.93,1.558,4141631.58,0.0,-3979042.34,0.0,3719212746.6385
2,2020-W03,3725665448.93,0.0,3999373.6973,0.0,-207567.36,0.0,3725665448.93
3,2020-W04,3725665448.93,0.4015,67524585.4167,0.0,-61159034.87,0.0,3698553958.1553
4,2020-W05,3725665448.93,0.3637,88486363.8795,-14299314.12,7463789.36,0.0,3693483691.1735
5,2020-W06,3725665448.93,0.2747,80671725.6231,0.0,4350127.41,0.0,3703503946.8899
6,2020-W07,3725665448.93,0.1922,15089679.6939,0.0,-2003125.19,0.0,3722765231.4887
7,2020-W08,3725665448.93,0.4037,4514931.5337,0.0,-949909.62,0.0,3723842859.805
8,2020-W09,3725665448.93,0.2211,4921722.3268,0.0,3867916.6,0.0,3724577299.9822
9,2020-W10,3725665448.93,1.3309,4401237.1916,0.0,-2826690.12,0.0,3719807685.0289
10,2020-W11,3725665448.93,0.1023,5043089.6716,0.0,-1947610.36,0.0,3725149640.3502
11,2020-W12,3725665448.93,0.0698,6515758.8577,0.0,7228153.25,0.0,3725210660.013
12,2020-W13,3725665448.93,0.3501,6375790.1655,0.0,-3768948.44,0.0,3723433375.1549
13,2020-W14,3725665448.93,1.2045,18853917.4581,0.0,18015848.31,0.0,3702955614.9815
14,2020-W15,3725665448.93,0.3964,19069839.5636,0.0,324523.07,0.0,3718106493.4765
15,2020-W16,3725665448.93,0.3787,17469428.64,0.0,-3872187.56,0.0,3719050087.4261
16,2020-W17,3725665448.93,1.0852,7813489.4481,0.0,-4932199.91,0.0,3717186066.6965
17,2020-W18,3725665448.93,0.113,7107770.8194,0.0,3164010.15,0.0,3724862605.5113
18,2020-W19,3725665448.93,0.3203,4829426.6735,0.0,959586.35,0.0,3724118473.0412
19,2020-W20,3725665448.93,0.1688,5659821.2537,0.0,2105303.38,0.0,3724710330.4387
20,2020-W21,3725665448.93,1.2035,19863181.1639,0.0,5849011.52,0.0,3701760864.7554
21,2020-W22,3725665448.93,0.5845,40433050.5318,-37014668.8,22351114.45,0.0,3702033698.6604
22,2020-W23,3725665448.93,1.2376,52711143.9306,0.0,7321281.98,0.0,3660428499.606
23,2020-W24,3725665448.93,0.0757,45925618.4046,0.0,3436653.98,0.0,3722187073.3569
24,2020-W25,3725665448.93,0.1936,26306076.2487,0.0,-3985767.63,0.0,3720571447.1275
25,2020-W26,3725665448.93,0.1045,12995770.0954,-12702634.36,1543670.19,0.0,3724306845.5226
26,2020-W27,3725665448.93,0.0,14557916.6717,0.0,3081409.7,0.0,3725665448.93
27,2020-W28,3725665448.93,0.1504,12706829.9113,0.0,2391499.61,0.0,3723754337.1712
28,2020-W29,3725665448.93,0.0081,4596225.2483,0.0,-1634776.71,0.0,3725628093.2354
29,2020-W30,3725665448.93,0.0,3912723.2797,0.0,-1587372.79,0.0,3725665448.93
30,2020-W31,3725665448.93,0.1982,4183036.223,0.0,1719634.38,0.0,3724836440.7696
31,2020-W32,3725665448.93,0.2081,6069368.602,0.0,4084978.6,0.0,3724402401.813
32,2020-W33,3725665448.93,0.0076,6141738.1004,0.0,-4031761.66,0.0,3725618932.858
33,2020-W34,3725665448.93,1.0007,4769204.0826,0.0,2905102.01,0.0,3720893014.9083
34,2020-W35,3725665448.93,0.0498,9172442.7252,0.0,8561949.56,0.0,3725208392.0533
35,2020-W36,3725665448.93,0.042,9526239.5297,0.0,-2948929.21,0.0,3725265678.6384
36,2020-W37,3725665448.93,0.019,24936319.4673,0.0,-4734252.9,0.0,3725190419.9848
37,2020-W38,3725665448.93,0.2139,26727803.2332,0.0,2881875.55,0.0,3719948720.5351
38,2020-W39,3725665448.93,0.1397,25725659.5097,0.0,-10372465.88,0.0,3722071382.4146
39,2020-W40,3725665448.93,1.0179,14893020.0842,0.0,-5464259.18,0.0,3710506046.0979
40,2020-W41,3725665448.93,0.0253,14189069.9299,0.0,4803886.66,0.0,3725306629.7871
41,2020-W42,3725665448.93,0.0475,5785609.633,0.0,-1397092.1,0.0,3725390679.5919
42,2020-W43,3725665448.93,1.913,37880106.8607,38525123.92,-41905812.58,0.0,3653201709.0557
43,2020-W44,3725665448.93,0.1116,41934271.2247,-6748675.5,4347074.44,0.0,3720985177.5746
44,2020-W45,3725665448.93,1.0255,49857822.6759,27928547.5,-12460386.15,0.0,3674535417.4525
45,2020-W46,3725665448.93,0.1357,28969285.7226,-26638580.25,25884775.16,0.0,3721735630.8521
46,2020-W47,3725665448.93,0.0569,29615778.0945,0.0,-2162533.36,0.0,3723980244.026
47,2020-W48,3725665448.93,0.0517,24868112.985,0.0,2829715.51,0.0,3724380937.2666
48,2020-W49,3725665448.93,0.0,12869496.2802,0.0,12900239.49,0.0,3725665448.93
49,2020-W50,3725665448.93,0.5949,17966613.0058,0.0,979310.01,0.0,3714976313.0205
50,2020-W51,3725665448.93,0.0392,25607367.0738,0.0,-4409715.25,0.0,3724660509.7007
51,2020-W52,3725665448.93,0.1765,23933024.1763,0.0,-4737730.32,0.0,3721441135.9412
