t_idx,time_label,node_idx,node_label,optimal_input_u,state_error_x
0,2020-W01,0,00_USR_001,0.0,10000000.0
0,2020-W01,1,01_USR_002,0.0,0.0
0,2020-W01,2,02_USR_003,0.0,7139.67
0,2020-W01,3,03_USR_004,-0.0,280984.44
0,2020-W01,4,04_USR_005,-0.0,296204.25
0,2020-W01,5,05_USR_006,0.0,0.0
0,2020-W01,6,06_USR_007,0.0,280984.44
0,2020-W01,7,07_USR_008,0.0,151809.68
0,2020-W01,8,08_USR_009,0.0,455153.6
0,2020-W01,9,09_USR_010,0.0,0.0
1,2020-W02,0,00_USR_001,0.0,10000000.0
1,2020-W02,1,01_USR_002,0.0,0.0
1,2020-W02,2,02_USR_003,0.0,3979042.34
1,2020-W02,3,03_USR_004,2823473.4889,2012959.78
1,2020-W02,4,04_USR_005,-6556.4227,442261.11
1,2020-W02,5,05_USR_006,0.0,162589.24
1,2020-W02,6,06_USR_007,0.0,1220514.13
1,2020-W02,7,07_USR_008,0.0,465896.56
1,2020-W02,8,08_USR_009,0.0,0.0
1,2020-W02,9,09_USR_010,0.0,0.0
2,2020-W03,0,00_USR_001,0.0,10000000.0
2,2020-W03,1,01_USR_002,0.0,0.0
2,2020-W03,2,02_USR_003,0.0,207567.36
2,2020-W03,3,03_USR_004,-356372.1,184441.95
2,2020-W03,4,04_USR_005,0.0,0.0
2,2020-W03,5,05_USR_006,0.0,392009.31
2,2020-W03,6,06_USR_007,0.0,0.0
2,2020-W03,7,07_USR_008,0.0,0.0
2,2020-W03,8,08_USR_009,0.0,0.0
2,2020-W03,9,09_USR_010,0.0,0.0
3,2020-W04,0,00_USR_001,0.0,10000000.0
3,2020-W04,1,01_USR_002,0.0,75368779.32
3,2020-W04,2,02_USR_003,0.0,14209744.45
3,2020-W04,3,03_USR_004,-14023618.6713,63054444.78
3,2020-W04,4,04_USR_005,-12998160.2354,476571.17
3,2020-W04,5,05_USR_006,0.0,322292.33
3,2020-W04,6,06_USR_007,0.0,21445.9
3,2020-W04,7,07_USR_008,0.0,1547.62
3,2020-W04,8,08_USR_009,0.0,0.0
3,2020-W04,9,09_USR_010,0.0,1076648.13
4,2020-W05,0,00_USR_001,0.0,24299314.12
4,2020-W05,1,01_USR_002,0.0,0.0
4,2020-W05,2,02_USR_003,0.0,7463789.36
4,2020-W05,3,03_USR_004,-7393473.2436,8038349.67
4,2020-W05,4,04_USR_005,-14782.639,477414.08
4,2020-W05,5,05_USR_006,0.0,973454.41
4,2020-W05,6,06_USR_007,0.0,350739.48
4,2020-W05,7,07_USR_008,0.0,540282.96
4,2020-W05,8,08_USR_009,0.0,184237.86
4,2020-W05,9,09_USR_010,0.0,0.0
5,2020-W06,0,00_USR_001,0.0,10000000.0
5,2020-W06,1,01_USR_002,0.0,0.0
5,2020-W06,2,02_USR_003,0.0,4350127.41
5,2020-W06,3,03_USR_004,-4156248.018,4382770.29
5,2020-W06,4,04_USR_005,-0.0,0.0
5,2020-W06,5,05_USR_006,0.0,661341.52
5,2020-W06,6,06_USR_007,0.0,266878.3
5,2020-W06,7,07_USR_008,0.0,282261.21
5,2020-W06,8,08_USR_009,0.0,156020.91
5,2020-W06,9,09_USR_010,0.0,300865.8
6,2020-W07,0,00_USR_001,0.0,10000000.0
6,2020-W07,1,01_USR_002,0.0,0.0
6,2020-W07,2,02_USR_003,0.0,2003125.19
6,2020-W07,3,03_USR_004,1914541.6833,2455088.33
6,2020-W07,4,04_USR_005,-0.0,0.0
6,2020-W07,5,05_USR_006,0.0,339532.79
6,2020-W07,6,06_USR_007,0.0,186766.59
6,2020-W07,7,07_USR_008,0.0,0.0
6,2020-W07,8,08_USR_009,0.0,76092.66
6,2020-W07,9,09_USR_010,0.0,528636.68
7,2020-W08,0,00_USR_001,0.0,10000000.0
7,2020-W08,1,01_USR_002,0.0,0.0
7,2020-W08,2,02_USR_003,0.0,949909.62
7,2020-W08,3,03_USR_004,760593.8437,495379.45
7,2020-W08,4,04_USR_005,-0.0,0.0
7,2020-W08,5,05_USR_006,0.0,0.0
7,2020-W08,6,06_USR_007,0.0,174966.66
7,2020-W08,7,07_USR_008,0.0,139356.82
7,2020-W08,8,08_USR_009,0.0,1532625.63
7,2020-W08,9,09_USR_010,0.0,51726.72
8,2020-W09,0,00_USR_001,0.0,10000000.0
8,2020-W09,1,01_USR_002,0.0,0.0
8,2020-W09,2,02_USR_003,0.0,3867916.6
8,2020-W09,3,03_USR_004,-3646651.3497,3125088.72
8,2020-W09,4,04_USR_005,-3513562.6411,1079187.78
8,2020-W09,5,05_USR_006,0.0,217820.7
8,2020-W09,6,06_USR_007,0.0,0.0
8,2020-W09,7,07_USR_008,0.0,118539.2
8,2020-W09,8,08_USR_009,0.0,0.0
8,2020-W09,9,09_USR_010,0.0,0.0
9,2020-W10,0,00_USR_001,0.0,10000000.0
9,2020-W10,1,01_USR_002,0.0,0.0
9,2020-W10,2,02_USR_003,0.0,2826690.12
9,2020-W10,3,03_USR_004,2399485.7664,3356188.76
9,2020-W10,4,04_USR_005,-12713.7915,1029908.82
9,2020-W10,5,05_USR_006,0.0,180720.78
9,2020-W10,6,06_USR_007,0.0,94749.84
9,2020-W10,7,07_USR_008,0.0,0.0
9,2020-W10,8,08_USR_009,0.0,1283936.84
9,2020-W10,9,09_USR_010,0.0,0.0
10,2020-W11,0,00_USR_001,0.0,10000000.0
10,2020-W11,1,01_USR_002,0.0,0.0
10,2020-W11,2,02_USR_003,0.0,1947610.36
10,2020-W11,3,03_USR_004,1859835.8239,2333409.74
10,2020-W11,4,04_USR_005,1770554.8727,566714.14
10,2020-W11,5,05_USR_006,0.0,0.0
10,2020-W11,6,06_USR_007,0.0,0.0
10,2020-W11,7,07_USR_008,0.0,0.0
10,2020-W11,8,08_USR_009,0.0,180914.76
10,2020-W11,9,09_USR_010,0.0,0.0
11,2020-W12,0,00_USR_001,0.0,10000000.0
11,2020-W12,1,01_USR_002,0.0,0.0
11,2020-W12,2,02_USR_003,0.0,7228153.25
11,2020-W12,3,03_USR_004,-6909484.1897,6773402.24
