t_idx,src_idx,tgt_idx,value
0,0,1,534.62
0,0,2,548.6800000000001
0,0,3,508.44
0,0,4,533.19
0,1,0,545.28
0,1,2,538.34
0,1,3,538.03
0,1,4,536.28
0,2,0,562.38
0,2,1,528.07
0,2,3,533.37
0,2,4,521.81
0,3,0,546.87
0,3,1,529.78
0,3,2,551.0
0,3,4,549.79
0,4,0,514.64
0,4,1,522.7
0,4,2,534.59
0,4,3,548.67
1,0,1,610.11
1,0,2,613.75
1,0,3,634.9399999999999
1,0,4,606.44
1,1,0,641.72
1,1,2,625.48
1,1,3,627.36
1,1,4,622.11
1,2,0,615.69
1,2,1,633.48
1,2,3,633.5699999999999
1,2,4,637.0
1,3,0,624.1
1,3,1,610.79
1,3,2,601.75
1,3,4,635.25
1,4,0,628.26
1,4,1,645.4200000000001
1,4,2,613.46
1,4,3,611.12
2,0,1,684.21
2,0,2,673.6
2,0,3,679.94
2,0,4,694.6700000000001
2,1,0,687.35
2,1,2,680.67
2,1,3,687.77
2,1,4,693.54
2,2,0,711.3100000000001
2,2,1,690.55
2,2,3,677.62
2,2,4,695.65
2,3,0,667.02
2,3,1,698.95
2,3,2,673.29
2,3,4,659.45
2,4,0,682.82
2,4,1,661.86
2,4,2,677.91
2,4,3,688.05
3,0,1,690.11
3,0,2,676.1
3,0,3,715.09
3,0,4,702.3299999999999
3,1,0,681.22
3,1,2,710.71
3,1,3,695.9
3,1,4,710.0699999999999
3,2,0,730.5699999999999
3,2,1,702.02
3,2,3,701.87
3,2,4,697.6
3,3,0,702.59
3,3,1,709.98
3,3,2,704.03
3,3,4,684.1700000000001
3,4,0,724.87
3,4,1,732.97
3,4,2,713.97
3,4,3,697.29
4,0,1,672.95
4,0,2,702.24
4,0,3,680.08
4,0,4,673.11
4,1,0,664.3
4,1,2,674.25
4,1,3,676.6700000000001
4,1,4,665.1600000000001
4,2,0,670.38
4,2,1,668.48
4,2,3,703.16
4,2,4,673.2
4,3,0,684.85
4,3,1,671.5799999999999
4,3,2,675.7
4,3,4,695.89
4,4,0,677.16
4,4,1,679.74
4,4,2,700.08
4,4,3,684.38
5,0,1,638.59
5,0,2,640.74
5,0,3,638.9
5,0,4,649.12
5,1,0,648.97
5,1,2,633.77
5,1,3,664.06
5,1,4,644.5500000000001
5,2,0,649.08
5,2,1,636.0899999999999
5,2,3,622.28
5,2,4,637.5899999999999
5,3,0,634.96
5,3,1,639.91
5,3,2,621.92
5,3,4,626.22
5,4,0,615.61
5,4,1,638.05
5,4,2,622.32
5,4,3,631.13
6,0,1,594.84
6,0,2,593.4300000000001
6,0,3,578.19
6,0,4,595.29
6,1,0,581.8
6,1,2,605.86
6,1,3,581.95
6,1,4,595.3
6,2,0,586.88
6,2,1,587.11
6,2,3,560.13
6,2,4,573.28
6,3,0,593.3
6,3,1,565.19
6,3,2,584.2
6,3,4,574.65
6,4,0,587.08
6,4,1,596.15
6,4,2,572.21
6,4,3,580.11
7,0,1,571.96
7,0,2,543.46
7,0,3,545.52
7,0,4,579.19
7,1,0,551.14
7,1,2,564.92
7,1,3,544.02
7,1,4,556.81
7,2,0,558.85
7,2,1,568.27
7,2,3,539.96
7,2,4,575.94
7,3,0,554.57
7,3,1,536.57
7,3,2,548.54
7,3,4,535.43
7,4,0,549.94
7,4,1,559.17
7,4,2,528.02
7,4,3,560.28
8,0,1,513.97
8,0,2,551.25
8,0,3,525.45
8,0,4,545.38
8,1,0,540.04
8,1,2,509.9
8,1,3,538.75
8,1,4,551.54
8,2,0,537.02
8,2,1,537.91
8,2,3,573.4300000000001
8,2,4,527.36
8,3,0,521.48
8,3,1,552.71
8,3,2,543.87
8,3,4,526.39
8,4,0,551.65
8,4,1,553.97
8,4,2,532.86
8,4,3,526.14
9,0,1,558.55
9,0,2,538.11
9,0,3,552.71
9,0,4,536.69
9,1,0,558.4
9,1,2,552.18
9,1,3,548.45
9,1,4,552.65
9,2,0,562.26
9,2,1,564.76
9,2,3,571.38
9,2,4,559.08
9,3,0,566.55
9,3,1,557.32
9,3,2,531.18
9,3,4,561.7
9,4,0,549.88
9,4,1,540.38
9,4,2,558.37
9,4,3,553.23
10,0,1,550.11
10,0,2,558.19
10,0,3,576.83
10,0,4,566.52
10,1,0,536.83
10,1,2,587.21
10,1,3,576.6
10,1,4,574.15
10,2,0,571.06
10,2,1,574.47
10,2,3,579.76
10,2,4,557.47
10,3,0,575.18
10,3,1,564.5699999999999
10,3,2,568.98
10,3,4,567.6
10,4,0,558.39
10,4,1,585.88
10,4,2,575.64
10,4,3,566.95
11,0,1,619.97
11,0,2,594.56
11,0,3,621.65
11,0,4,578.71
11,1,0,562.14
11,1,2,585.93
11,1,3,614.02
11,1,4,584.56
11,2,0,608.78
11,2,1,591.95
11,2,3,604.47
11,2,4,593.14
11,3,0,592.91
11,3,1,575.91
11,3,2,585.19
11,3,4,616.81
11,4,0,574.29
11,4,1,592.28
11,4,2,575.83
11,4,3,579.0
12,0,1,598.09
12,0,2,592.32
12,0,3,606.52
12,0,4,606.6
12,1,0,607.99
12,1,2,610.68
12,1,3,594.9399999999999
12,1,4,604.97
12,2,0,580.87
12,2,1,593.1899999999999
12,2,3,593.19
12,2,4,579.8
12,3,0,591.21
12,3,1,594.19
12,3,2,605.86
12,3,4,585.2
12,4,0,607.86
12,4,1,581.8
12,4,2,587.52
12,4,3,596.07
13,0,1,590.01
13,0,2,579.66
13,0,3,564.18
13,0,4,547.6
13,1,0,555.84
13,1,2,571.52
13,1,3,547.19
13,1,4,567.76
13,2,0,580.23
13,2,1,579.44
13,2,3,568.33
13,2,4,586.88
13,3,0,581.76
13,3,1,557.72
13,3,2,550.6
13,3,4,560.1
13,4,0,577.26
13,4,1,556.75
13,4,2,560.52
13,4,3,543.1800000000001
14,0,1,511.82
14,0,2,491.64
14,0,3,529.17
14,0,4,500.7
14,1,0,520.95
