Trans_Date,Src,Tgt,Amount
2020-01,一条堀川,一条新町,2684
2020-01,一条堀川,二条堀川,2568
2020-01,一条室町,一条新町,2809
2020-01,一条室町,一条烏丸,2930
2020-01,一条室町,二条室町,2992
2020-01,一条新町,一条堀川,2666
2020-01,一条新町,一条室町,2773
2020-01,一条新町,二条新町,2744
2020-01,一条烏丸,一条室町,2983
2020-01,一条烏丸,一条車屋町,3128
2020-01,一条烏丸,二条烏丸,3044
2020-01,一条車屋町,一条烏丸,3097
2020-01,一条車屋町,二条車屋町,2896
2020-01,三条堀川,三条新町,2929
2020-01,三条堀川,二条堀川,2750
2020-01,三条堀川,四条堀川,2884
2020-01,三条室町,三条新町,3177
2020-01,三条室町,三条烏丸,3222
2020-01,三条室町,二条室町,3103
2020-01,三条室町,四条室町,3194
2020-01,三条新町,三条堀川,2946
2020-01,三条新町,三条室町,3110
2020-01,三条新町,二条新町,2893
2020-01,三条新町,四条新町,3108
2020-01,三条烏丸,三条室町,3255
2020-01,三条烏丸,三条車屋町,3452
2020-01,三条烏丸,二条烏丸,3273
2020-01,三条烏丸,四条烏丸,3424
2020-01,三条車屋町,三条烏丸,3416
2020-01,三条車屋町,二条車屋町,3067
2020-01,三条車屋町,四条車屋町,3201
2020-01,二条堀川,一条堀川,2669
2020-01,二条堀川,三条堀川,2855
2020-01,二条堀川,二条新町,2742
2020-01,二条室町,一条室町,2988
2020-01,二条室町,三条室町,3129
2020-01,二条室町,二条新町,2845
2020-01,二条室町,二条烏丸,3080
2020-01,二条新町,一条新町,2872
2020-01,二条新町,三条新町,3054
2020-01,二条新町,二条堀川,2749
2020-01,二条新町,二条室町,2950
2020-01,二条烏丸,一条烏丸,3135
2020-01,二条烏丸,三条烏丸,3266
2020-01,二条烏丸,二条室町,3177
2020-01,二条烏丸,二条車屋町,3194
2020-01,二条車屋町,一条車屋町,2949
2020-01,二条車屋町,三条車屋町,3079
2020-01,二条車屋町,二条烏丸,3238
2020-01,五条堀川,五条新町,2952
2020-01,五条堀川,四条堀川,3164
2020-01,五条室町,五条新町,3121
2020-01,五条室町,五条烏丸,3264
2020-01,五条室町,四条室町,3398
2020-01,五条新町,五条堀川,2875
2020-01,五条新町,五条室町,3093
2020-01,五条新町,四条新町,3239
2020-01,五条烏丸,五条室町,3260
2020-01,五条烏丸,五条車屋町,3439
2020-01,五条烏丸,四条烏丸,3494
2020-01,五条車屋町,五条烏丸,3394
2020-01,五条車屋町,四条車屋町,3373
2020-01,四条堀川,三条堀川,2990
2020-01,四条堀川,五条堀川,3048
2020-01,四条堀川,四条新町,3106
2020-01,四条室町,三条室町,3196
2020-01,四条室町,五条室町,3339
2020-01,四条室町,四条新町,3251
2020-01,四条室町,四条烏丸,3353
2020-01,四条新町,三条新町,3088
2020-01,四条新町,五条新町,3253
2020-01,四条新町,四条堀川,3047
2020-01,四条新町,四条室町,3238
2020-01,四条烏丸,三条烏丸,3407
2020-01,四条烏丸,五条烏丸,3645
2020-01,四条烏丸,四条室町,3414
2020-01,四条烏丸,四条車屋町,3536
2020-01,四条車屋町,三条車屋町,3159
2020-01,四条車屋町,五条車屋町,3301
2020-01,四条車屋町,四条烏丸,3483
2020-02,一条堀川,一条新町,2585
2020-02,一条堀川,二条堀川,2503
2020-02,一条室町,一条新町,2580
2020-02,一条室町,一条烏丸,2652
2020-02,一条室町,二条室町,2695
2020-02,一条新町,一条堀川,2421
2020-02,一条新町,一条室町,2628
2020-02,一条新町,二条新町,2678
2020-02,一条烏丸,一条室町,2795
2020-02,一条烏丸,一条車屋町,2937
2020-02,一条烏丸,二条烏丸,2890
2020-02,一条車屋町,一条烏丸,2873
2020-02,一条車屋町,二条車屋町,2722
2020-02,三条堀川,三条新町,2814
2020-02,三条堀川,二条堀川,2566
2020-02,三条堀川,四条堀川,2700
2020-02,三条室町,三条新町,2918
2020-02,三条室町,三条烏丸,3077
2020-02,三条室町,二条室町,2962
2020-02,三条室町,四条室町,3036
2020-02,三条新町,三条堀川,2763
2020-02,三条新町,三条室町,2910
2020-02,三条新町,二条新町,2825
2020-02,三条新町,四条新町,2963
2020-02,三条烏丸,三条室町,3072
2020-02,三条烏丸,三条車屋町,3166
2020-02,三条烏丸,二条烏丸,3051
2020-02,三条烏丸,四条烏丸,3204
2020-02,三条車屋町,三条烏丸,3142
2020-02,三条車屋町,二条車屋町,2889
2020-02,三条車屋町,四条車屋町,3089
2020-02,二条堀川,一条堀川,2520
2020-02,二条堀川,三条堀川,2643
2020-02,二条堀川,二条新町,2592
2020-02,二条室町,一条室町,2831
2020-02,二条室町,三条室町,2941
2020-02,二条室町,二条新町,2806
2020-02,二条室町,二条烏丸,2833
2020-02,二条新町,一条新町,2614
2020-02,二条新町,三条新町,2758
2020-02,二条新町,二条堀川,2637
2020-02,二条新町,二条室町,2639
2020-02,二条烏丸,一条烏丸,2855
2020-02,二条烏丸,三条烏丸,3044
2020-02,二条烏丸,二条室町,2901
2020-02,二条烏丸,二条車屋町,3099
2020-02,二条車屋町,一条車屋町,2662
2020-02,二条車屋町,三条車屋町,2880
2020-02,二条車屋町,二条烏丸,3037
2020-02,五条堀川,五条新町,2707
2020-02,五条堀川,四条堀川,2878
2020-02,五条室町,五条新町,2805
2020-02,五条室町,五条烏丸,3033
2020-02,五条室町,四条室町,3216
2020-02,五条新町,五条堀川,2652
2020-02,五条新町,五条室町,2883
2020-02,五条新町,四条新町,3057
2020-02,五条烏丸,五条室町,3092
2020-02,五条烏丸,五条車屋町,3193
2020-02,五条烏丸,四条烏丸,3295
2020-02,五条車屋町,五条烏丸,3216
2020-02,五条車屋町,四条車屋町,3227
2020-02,四条堀川,三条堀川,2803
2020-02,四条堀川,五条堀川,2896
2020-02,四条堀川,四条新町,2911
2020-02,四条室町,三条室町,2993
2020-02,四条室町,五条室町,3215
2020-02,四条室町,四条新町,3072
2020-02,四条室町,四条烏丸,3283
2020-02,四条新町,三条新町,2905
2020-02,四条新町,五条新町,3006
2020-02,四条新町,四条堀川,2781
2020-02,四条新町,四条室町,3126
2020-02,四条烏丸,三条烏丸,3159
2020-02,四条烏丸,五条烏丸,3369
2020-02,四条烏丸,四条室町,3215
2020-02,四条烏丸,四条車屋町,3299
2020-02,四条車屋町,三条車屋町,3044
2020-02,四条車屋町,五条車屋町,3171
2020-02,四条車屋町,四条烏丸,3368
2020-03,一条堀川,一条新町,2634
2020-03,一条堀川,二条堀川,2663
2020-03,一条室町,一条新町,2856
2020-03,一条室町,一条烏丸,2913
2020-03,一条室町,二条室町,2981
2020-03,一条新町,一条堀川,2622
2020-03,一条新町,一条室町,2815
2020-03,一条新町,二条新町,2794
2020-03,一条烏丸,一条室町,2818
2020-03,一条烏丸,一条車屋町,2997
2020-03,一条烏丸,二条烏丸,3143
2020-03,一条車屋町,一条烏丸,3063
2020-03,一条車屋町,二条車屋町,2887
2020-03,三条堀川,三条新町,2910
2020-03,三条堀川,二条堀川,2746
2020-03,三条堀川,四条堀川,3022
2020-03,三条室町,三条新町,3130
2020-03,三条室町,三条烏丸,3305
2020-03,三条室町,二条室町,3020
2020-03,三条室町,四条室町,3229
2020-03,三条新町,三条堀川,2977
2020-03,三条新町,三条室町,3179
2020-03,三条新町,二条新町,2983
2020-03,三条新町,四条新町,3086
2020-03,三条烏丸,三条室町,3180
2020-03,三条烏丸,三条車屋町,3347
2020-03,三条烏丸,二条烏丸,3309
2020-03,三条烏丸,四条烏丸,3473
2020-03,三条車屋町,三条烏丸,3437
2020-03,三条車屋町,二条車屋町,3001
2020-03,三条車屋町,四条車屋町,3205
2020-03,二条堀川,一条堀川,2629
2020-03,二条堀川,三条堀川,2817
2020-03,二条堀川,二条新町,2704
2020-03,二条室町,一条室町,3013
2020-03,二条室町,三条室町,3131
2020-03,二条室町,二条新町,2847
2020-03,二条室町,二条烏丸,3198
2020-03,二条新町,一条新町,2836
2020-03,二条新町,三条新町,3005
2020-03,二条新町,二条堀川,2803
2020-03,二条新町,二条室町,2985
2020-03,二条烏丸,一条烏丸,3134
2020-03,二条烏丸,三条烏丸,3221
2020-03,二条烏丸,二条室町,3191
2020-03,二条烏丸,二条車屋町,3295
2020-03,二条車屋町,一条車屋町,2910
2020-03,二条車屋町,三条車屋町,3035
2020-03,二条車屋町,二条烏丸,3273
2020-03,五条堀川,五条新町,2879
2020-03,五条堀川,四条堀川,3016
2020-03,五条室町,五条新町,3146
2020-03,五条室町,五条烏丸,3293
2020-03,五条室町,四条室町,3395
2020-03,五条新町,五条堀川,2952
2020-03,五条新町,五条室町,3223
2020-03,五条新町,四条新町,3323
2020-03,五条烏丸,五条室町,3258
2020-03,五条烏丸,五条車屋町,3452
2020-03,五条烏丸,四条烏丸,3613
2020-03,五条車屋町,五条烏丸,3391
2020-03,五条車屋町,四条車屋町,3350
2020-03,四条堀川,三条堀川,2906
2020-03,四条堀川,五条堀川,3038
2020-03,四条堀川,四条新町,3124
2020-03,四条室町,三条室町,3246
2020-03,四条室町,五条室町,3342
2020-03,四条室町,四条新町,3258
2020-03,四条室町,四条烏丸,3465
2020-03,四条新町,三条新町,3170
2020-03,四条新町,五条新町,3196
2020-03,四条新町,四条堀川,3219
2020-03,四条新町,四条室町,3163
2020-03,四条烏丸,三条烏丸,3312
2020-03,四条烏丸,五条烏丸,3556
2020-03,四条烏丸,四条室町,3448
2020-03,四条烏丸,四条車屋町,3584
2020-03,四条車屋町,三条車屋町,3209
2020-03,四条車屋町,五条車屋町,3436
2020-03,四条車屋町,四条烏丸,3617
2020-04,一条堀川,一条新町,2541
2020-04,一条堀川,二条堀川,2601
2020-04,一条室町,一条新町,2752
2020-04,一条室町,一条烏丸,2856
2020-04,一条室町,二条室町,2788
2020-04,一条新町,一条堀川,2586
2020-04,一条新町,一条室町,2731
2020-04,一条新町,二条新町,2746
2020-04,一条烏丸,一条室町,2781
2020-04,一条烏丸,一条車屋町,3017
2020-04,一条烏丸,二条烏丸,3031
2020-04,一条車屋町,一条烏丸,3012
2020-04,一条車屋町,二条車屋町,2899
2020-04,三条堀川,三条新町,2841
2020-04,三条堀川,二条堀川,2735
2020-04,三条堀川,四条堀川,2867
2020-04,三条室町,三条新町,3003
2020-04,三条室町,三条烏丸,3182
2020-04,三条室町,二条室町,2983
2020-04,三条室町,四条室町,3168
2020-04,三条新町,三条堀川,2918
2020-04,三条新町,三条室町,3023
2020-04,三条新町,二条新町,2841
2020-04,三条新町,四条新町,3032
2020-04,三条烏丸,三条室町,3149
2020-04,三条烏丸,三条車屋町,3417
2020-04,三条烏丸,二条烏丸,3170
2020-04,三条烏丸,四条烏丸,3352
2020-04,三条車屋町,三条烏丸,3293
2020-04,三条車屋町,二条車屋町,2977
2020-04,三条車屋町,四条車屋町,3086
2020-04,二条堀川,一条堀川,2593
2020-04,二条堀川,三条堀川,2673
2020-04,二条堀川,二条新町,2705
2020-04,二条室町,一条室町,2711
2020-04,二条室町,三条室町,2967
2020-04,二条室町,二条新町,2801
2020-04,二条室町,二条烏丸,3056
2020-04,二条新町,一条新町,2714
2020-04,二条新町,三条新町,2777
2020-04,二条新町,二条堀川,2719
2020-04,二条新町,二条室町,2855
2020-04,二条烏丸,一条烏丸,3069
2020-04,二条烏丸,三条烏丸,3125
2020-04,二条烏丸,二条室町,2971
2020-04,二条烏丸,二条車屋町,3105
2020-04,二条車屋町,一条車屋町,2857
2020-04,二条車屋町,三条車屋町,2966
2020-04,二条車屋町,二条烏丸,3142
2020-04,五条堀川,五条新町,2783
