t_idx,time_label,gross_activity_U,entropy_S,temperature_T,work_W,heat_Q,grad_T,free_energy_F
0,2020-W01,93251.36,0.0,0.0,-11688.16,7416.92,0.0,93251.36
1,2020-W02,151087.18,0.0,30026.45,-18504.48,11521.97,0.0,151087.18
2,2020-W03,226056.18,0.0,55877.0934,-23979.2,14218.67,0.0,226056.18
3,2020-W04,296669.6,1.1364,103283.5204,-24510.13,40609.05,0.0,179296.615
4,2020-W05,367247.46,0.0,132461.5388,-25700.15,16634.18,0.0,367247.46
5,2020-W06,444355.18,0.0,158807.4229,-27839.6,16761.56,0.0,444355.18
6,2020-W07,524877.44,0.0,183473.8525,-29035.09,17411.85,0.0,524877.44
7,2020-W08,589333.94,0.5368,205478.0719,-26896.32,17200.46,0.0,479034.7592
8,2020-W09,695555.42,1.0246,233121.0262,-28035.54,40729.35,0.0,456705.33
9,2020-W10,747858.86,0.7817,254468.2934,-22433.93,15866.43,0.0,548940.7559
10,2020-W11,801417.64,0.8067,272941.4818,-27310.23,17926.23,0.0,581232.3398
11,2020-W12,856984.86,0.5842,289714.7799,-25087.29,15414.46,0.0,687743.6215
12,2020-W13,919387.74,1.7457,306332.4035,-16918.91,32644.7,0.0,384608.3503
13,2020-W14,939522.58,0.7119,293338.6026,-17623.89,12351.31,0.0,730685.6747
14,2020-W15,922169.48,0.5961,270624.2195,-12283.91,8844.42,0.0,760851.2923
15,2020-W16,952526.58,0.0,244656.775,-9129.67,5722.2,0.0,952526.58
16,2020-W17,991626.5,0.9945,228185.5421,-9244.52,30869.37,0.0,764689.8352
17,2020-W18,990870.82,0.0241,211973.1743,-10592.71,5727.66,0.0,985758.0457
18,2020-W19,1033500.14,0.0,208269.4262,-10589.43,6917.85,0.0,1033500.14
19,2020-W20,1035972.94,0.4224,205207.6892,-12012.73,7324.7,0.0,949286.3341
20,2020-W21,1080600.64,0.0,205090.4214,-10502.53,6774.82,0.0,1080600.64
21,2020-W22,1097592.7,1.6356,207127.8374,-8586.72,29440.28,0.0,758805.8974
22,2020-W23,1144874.46,0.0,208054.4599,-9771.75,5604.56,0.0,1144874.46
23,2020-W24,1146348.14,0.1864,204734.583,-10976.12,7470.34,0.0,1108176.4154
24,2020-W25,1126260.04,0.3115,197465.7156,-14081.1,9621.7,0.0,1064739.8264
25,2020-W26,1183430.7,1.1572,190857.1607,-14087.12,33694.16,0.0,962569.0148
26,2020-W27,1252173.62,0.0,183209.7713,-21422.85,13106.54,0.0,1252173.62
27,2020-W28,1276688.4,0.4726,178319.356,-22566.53,15018.28,0.0,1192407.9794
28,2020-W29,1350671.4,0.0,175708.9513,-25312.48,15703.96,0.0,1350671.4
29,2020-W30,1419048.72,1.5303,188357.1261,-29470.83,44730.0,0.0,1130805.1152
30,2020-W31,1481565.84,0.5516,203845.343,-26061.35,16425.33,0.0,1369119.2
31,2020-W32,1553530.72,0.0,221843.2434,-26767.71,16190.37,0.0,1553530.72
32,2020-W33,1606994.66,0.6335,237952.2689,-30487.38,19459.34,0.0,1456259.5245
33,2020-W34,1652910.7,0.0,246968.6445,-29286.0,16398.69,0.0,1652910.7
34,2020-W35,1735922.46,1.7529,260936.5552,-25857.41,39125.71,0.0,1278529.9703
35,2020-W36,1785188.74,0.4728,267314.5908,-28375.69,17325.67,0.0,1658800.0983
36,2020-W37,1820245.56,0.1811,267658.4087,-25426.76,15263.43,0.0,1771762.4437
37,2020-W38,1836190.8,0.0,259111.2819,-18494.66,9969.67,0.0,1836190.8
38,2020-W39,1911605.08,1.3805,255258.2758,-21794.69,36098.61,0.0,1559228.7899
39,2020-W40,1921808.38,0.218,252907.7671,-15114.76,10110.85,0.0,1866684.539
40,2020-W41,1930911.28,0.0,239424.3057,-17446.03,11773.89,0.0,1930911.28
41,2020-W42,1915982.64,0.6468,218483.7208,-12689.88,8729.83,0.0,1774668.3727
42,2020-W43,1974650.04,1.1435,209474.6042,-11595.55,33008.5,0.0,1735116.9806
43,2020-W44,1993554.28,0.0,208168.0211,-6876.54,6257.98,0.0,1993554.28
44,2020-W45,2031689.88,0.1131,218456.6301,-8395.0,5371.46,0.0,2006991.47
45,2020-W46,2055095.44,0.6117,223056.9369,-11317.82,8370.54,0.0,1918642.9862
46,2020-W47,2056500.76,0.3726,222040.5476,-12271.51,8881.64,0.0,1973767.7318
47,2020-W48,2050657.88,1.5703,220447.3615,-11347.89,31334.27,0.0,1704498.2107
48,2020-W49,2037497.04,0.491,221918.3268,-12581.93,9564.44,0.0,1928534.5135
49,2020-W50,2073041.42,0.459,220405.4197,-13770.37,8428.23,0.0,1971868.8373
50,2020-W51,2107371.0,0.0,215829.1087,-18887.83,12113.14,0.0,2107371.0
51,2020-W52,2178732.24,0.6013,212377.994,-14116.88,26576.68,0.0,2051027.4007
