t_idx,time_label,node_idx,node_label,account_category,z_score_X,z_score_v,local_kl_drift,micro_anomaly_flag
0,2020-01,0,00_ACC_Accounts_Payable,Liability,0.0,0.0,0.0,0
0,2020-01,1,01_ACC_Accounts_Receivable,Asset,0.0,0.0,0.0,0
0,2020-01,2,02_ACC_COGS,Expense,0.0,0.0,0.0,0
0,2020-01,3,03_ACC_Cash,Asset,0.0,0.0,0.0,0
0,2020-01,4,04_ACC_Inventory,Asset,0.0,0.0,0.0,0
0,2020-01,5,05_ACC_Payroll_Exp,Expense,0.0,0.0,0.0,0
0,2020-01,6,06_ACC_Rent_Exp,Expense,0.0,0.0,0.0,0
0,2020-01,7,07_ACC_Sales_Revenue,Revenue,0.0,0.0,0.0,0
0,2020-01,8,08_ACC_Travel_Exp,Expense,0.0,0.0,0.0,0
0,2020-01,9,09_UNKNOWN_LEAK,Unknown,0.0,0.0,0.0,0
0,2020-01,10,10_ACC_Equity_Capital,Equity,0.0,0.0,0.0,0
1,2020-02,0,00_ACC_Accounts_Payable,Liability,0.0,0.0,0.0,0
1,2020-02,1,01_ACC_Accounts_Receivable,Asset,0.0,0.0,20.6829,1
1,2020-02,2,02_ACC_COGS,Expense,0.0,0.0,0.0,0
1,2020-02,3,03_ACC_Cash,Asset,0.0,0.0,5.0088,1
1,2020-02,4,04_ACC_Inventory,Asset,0.0,0.0,0.0,0
1,2020-02,5,05_ACC_Payroll_Exp,Expense,0.0,0.0,0.0,0
1,2020-02,6,06_ACC_Rent_Exp,Expense,0.0,0.0,0.0,0
1,2020-02,7,07_ACC_Sales_Revenue,Revenue,0.0,0.0,0.0,0
1,2020-02,8,08_ACC_Travel_Exp,Expense,0.0,0.0,0.0,0
1,2020-02,9,09_UNKNOWN_LEAK,Unknown,0.0,0.0,0.0,0
1,2020-02,10,10_ACC_Equity_Capital,Equity,0.0,0.0,0.0,0
2,2020-03,0,00_ACC_Accounts_Payable,Liability,1.0,3.3351,0.0,1
2,2020-03,1,01_ACC_Accounts_Receivable,Asset,1.0,31.9329,0.6936,1
2,2020-03,2,02_ACC_COGS,Expense,1.0,0.6828,0.0,0
2,2020-03,3,03_ACC_Cash,Asset,5.1337,4.4702,0.6042,1
2,2020-03,4,04_ACC_Inventory,Asset,0.0249,0.0124,0.0,0
2,2020-03,5,05_ACC_Payroll_Exp,Expense,1.0001,10.5083,0.0,1
2,2020-03,6,06_ACC_Rent_Exp,Expense,1.0001,0.3384,0.0,0
2,2020-03,7,07_ACC_Sales_Revenue,Revenue,1.0,0.5571,0.0,0
2,2020-03,8,08_ACC_Travel_Exp,Expense,1.0002,1.4042,0.0,0
2,2020-03,9,09_UNKNOWN_LEAK,Unknown,0.9756,3.0822,0.0,1
2,2020-03,10,10_ACC_Equity_Capital,Equity,0.0,0.0,0.0,0
3,2020-04,0,00_ACC_Accounts_Payable,Liability,0.7071,0.156,0.0,0
3,2020-04,1,01_ACC_Accounts_Receivable,Asset,0.7071,3.8019,0.411,1
3,2020-04,2,02_ACC_COGS,Expense,0.7071,6.2659,0.0,1
3,2020-04,3,03_ACC_Cash,Asset,3.9274,3.7176,0.0981,1
3,2020-04,4,04_ACC_Inventory,Asset,4.3658,4.1417,0.0,1
3,2020-04,5,05_ACC_Payroll_Exp,Expense,0.7071,0.8205,0.0,0
3,2020-04,6,06_ACC_Rent_Exp,Expense,0.7072,1.1825,0.0,0
3,2020-04,7,07_ACC_Sales_Revenue,Revenue,0.7071,6.1802,0.0,1
3,2020-04,8,08_ACC_Travel_Exp,Expense,0.7073,2.7614,0.0,0
3,2020-04,9,09_UNKNOWN_LEAK,Unknown,0.7201,1.2164,0.0,0
3,2020-04,10,10_ACC_Equity_Capital,Equity,0.0,0.0,0.0,0
4,2020-05,0,00_ACC_Accounts_Payable,Liability,2.1047,3.0398,0.0,1
4,2020-05,1,01_ACC_Accounts_Receivable,Asset,1.1587,1.1308,0.0037,0
4,2020-05,2,02_ACC_COGS,Expense,1.1249,1.6166,0.0,0
4,2020-05,3,03_ACC_Cash,Asset,0.5319,0.5333,0.1032,0
4,2020-05,4,04_ACC_Inventory,Asset,0.9702,1.0366,0.0,0
4,2020-05,5,05_ACC_Payroll_Exp,Expense,1.1553,0.4855,0.0,0
4,2020-05,6,06_ACC_Rent_Exp,Expense,1.5499,3.5556,0.0,1
4,2020-05,7,07_ACC_Sales_Revenue,Revenue,1.1142,1.5593,0.0,0
4,2020-05,8,08_ACC_Travel_Exp,Expense,1.3717,0.0434,0.0,0
4,2020-05,9,09_UNKNOWN_LEAK,Unknown,0.7201,1.2164,0.0,0
4,2020-05,10,10_ACC_Equity_Capital,Equity,0.0,0.0,0.0,0
5,2020-06,0,00_ACC_Accounts_Payable,Liability,0.4493,0.3408,0.0,0
5,2020-06,1,01_ACC_Accounts_Receivable,Asset,0.4432,0.5754,0.0015,0
5,2020-06,2,02_ACC_COGS,Expense,0.8002,0.5134,0.0,0
5,2020-06,3,03_ACC_Cash,Asset,1.9664,2.0459,0.0088,0
5,2020-06,4,04_ACC_Inventory,Asset,0.4254,0.5363,0.0,0
5,2020-06,5,05_ACC_Payroll_Exp,Expense,2.2631,0.4569,0.0,0
5,2020-06,6,06_ACC_Rent_Exp,Expense,1.209,0.1052,0.0,0
5,2020-06,7,07_ACC_Sales_Revenue,Revenue,0.7603,0.4244,0.0,0
5,2020-06,8,08_ACC_Travel_Exp,Expense,1.9686,2.1682,0.0,0
5,2020-06,9,09_UNKNOWN_LEAK,Unknown,0.7071,0.7071,0.0,0
5,2020-06,10,10_ACC_Equity_Capital,Equity,0.0,0.0,0.0,0
6,2020-07,0,00_ACC_Accounts_Payable,Liability,0.6789,0.7282,0.0,0
6,2020-07,1,01_ACC_Accounts_Receivable,Asset,8.2579,4.7249,0.0,1
6,2020-07,2,02_ACC_COGS,Expense,5.4988,17.638,0.0,1
6,2020-07,3,03_ACC_Cash,Asset,1.5132,1.475,0.0086,0
6,2020-07,4,04_ACC_Inventory,Asset,5.3548,7.057,0.0,1
6,2020-07,5,05_ACC_Payroll_Exp,Expense,1.2134,6.9159,0.0,1
6,2020-07,6,06_ACC_Rent_Exp,Expense,0.5787,5.9442,0.0,1
6,2020-07,7,07_ACC_Sales_Revenue,Revenue,6.5021,15.7769,0.0,1
6,2020-07,8,08_ACC_Travel_Exp,Expense,1.4861,2.0816,0.0,0
6,2020-07,9,09_UNKNOWN_LEAK,Unknown,0.0,0.0,0.0,0
6,2020-07,10,10_ACC_Equity_Capital,Equity,0.0,0.0,0.0,0
7,2020-08,0,00_ACC_Accounts_Payable,Liability,1.628,1.7614,0.0,0
7,2020-08,1,01_ACC_Accounts_Receivable,Asset,0.582,1.1122,0.0,0
7,2020-08,2,02_ACC_COGS,Expense,0.9892,1.8692,0.0,0
7,2020-08,3,03_ACC_Cash,Asset,2.0976,2.1019,0.0863,0
7,2020-08,4,04_ACC_Inventory,Asset,3.393,3.5466,0.0,1
7,2020-08,5,05_ACC_Payroll_Exp,Expense,2.5312,0.085,0.0,0
7,2020-08,6,06_ACC_Rent_Exp,Expense,10.4443,0.7088,0.0,1
7,2020-08,7,07_ACC_Sales_Revenue,Revenue,0.9363,1.8307,0.0,0
7,2020-08,8,08_ACC_Travel_Exp,Expense,0.0894,3.1578,0.0,1
7,2020-08,9,09_UNKNOWN_LEAK,Unknown,0.0,0.0,0.0,0
7,2020-08,10,10_ACC_Equity_Capital,Equity,0.0,0.0,0.0,0
8,2020-09,0,00_ACC_Accounts_Payable,Liability,2.2438,2.5564,0.0,0
8,2020-09,1,01_ACC_Accounts_Receivable,Asset,1.1908,1.4974,0.0,0
8,2020-09,2,02_ACC_COGS,Expense,1.3136,0.1139,0.0,0
8,2020-09,3,03_ACC_Cash,Asset,0.6146,0.678,0.0434,0
8,2020-09,4,04_ACC_Inventory,Asset,0.4212,0.4344,0.0,0
8,2020-09,5,05_ACC_Payroll_Exp,Expense,1.5358,1.753,0.0,0
8,2020-09,6,06_ACC_Rent_Exp,Expense,2.8669,2.9991,0.0,0
8,2020-09,7,07_ACC_Sales_Revenue,Revenue,1.3418,0.0602,0.0,0
8,2020-09,8,08_ACC_Travel_Exp,Expense,1.0336,0.739,0.0,0
8,2020-09,9,09_UNKNOWN_LEAK,Unknown,0.0,0.0,0.0,0
8,2020-09,10,10_ACC_Equity_Capital,Equity,0.0,0.0,0.0,0
9,2020-10,0,00_ACC_Accounts_Payable,Liability,0.6289,0.4954,0.0,0
9,2020-10,1,01_ACC_Accounts_Receivable,Asset,2.0006,2.7606,0.0,0
9,2020-10,2,02_ACC_COGS,Expense,2.693,3.9903,0.0,1
9,2020-10,3,03_ACC_Cash,Asset,2.4539,2.3275,0.0044,0
9,2020-10,4,04_ACC_Inventory,Asset,1.5143,1.515,0.0,0
9,2020-10,5,05_ACC_Payroll_Exp,Expense,2.2975,1.7557,0.0,0
9,2020-10,6,06_ACC_Rent_Exp,Expense,0.0045,1.0698,0.0,0
9,2020-10,7,07_ACC_Sales_Revenue,Revenue,2.8336,4.5367,0.0,1
9,2020-10,8,08_ACC_Travel_Exp,Expense,2.1038,0.5811,0.0,0
9,2020-10,9,09_UNKNOWN_LEAK,Unknown,0.0,0.0,0.0,0
9,2020-10,10,10_ACC_Equity_Capital,Equity,0.0,0.0,0.0,0
10,2020-11,0,00_ACC_Accounts_Payable,Liability,1.2431,1.1351,0.0,0
10,2020-11,1,01_ACC_Accounts_Receivable,Asset,1.4817,1.1367,0.133,0
10,2020-11,2,02_ACC_COGS,Expense,1.4527,1.6483,0.0,0
10,2020-11,3,03_ACC_Cash,Asset,0.2926,0.2649,0.0183,0
10,2020-11,4,04_ACC_Inventory,Asset,1.1988,1.2401,0.0,0
10,2020-11,5,05_ACC_Payroll_Exp,Expense,2.3189,1.554,0.0,0
10,2020-11,6,06_ACC_Rent_Exp,Expense,0.052,0.8523,0.0,0
10,2020-11,7,07_ACC_Sales_Revenue,Revenue,1.4536,1.6304,0.0,0
10,2020-11,8,08_ACC_Travel_Exp,Expense,1.4521,1.2546,0.0,0
10,2020-11,9,09_UNKNOWN_LEAK,Unknown,0.0,0.0,0.0,0
10,2020-11,10,10_ACC_Equity_Capital,Equity,0.0,0.0,0.0,0
11,2020-12,0,00_ACC_Accounts_Payable,Liability,2.54,2.3566,0.0,0
11,2020-12,1,01_ACC_Accounts_Receivable,Asset,2.9405,2.632,0.003,0
11,2020-12,2,02_ACC_COGS,Expense,0.6111,0.3204,0.0,0
11,2020-12,3,03_ACC_Cash,Asset,2.4814,2.6413,0.0203,0
11,2020-12,4,04_ACC_Inventory,Asset,0.2553,0.454,0.0,0
