t_idx,time_label,node_idx,node_label,account_category,ik_suggested_delta,ik_strain_energy
0,2020-01,0,00_ACC_Accounts_Payable,Liability,0.0,29024204.9725
0,2020-01,1,01_ACC_Accounts_Receivable,Asset,4934.4014,29024204.9725
0,2020-01,2,02_ACC_COGS,Expense,0.0,29024204.9725
0,2020-01,3,03_ACC_Cash,Asset,0.0,29024204.9725
0,2020-01,4,04_ACC_Inventory,Asset,0.0,29024204.9725
0,2020-01,5,05_ACC_Payroll_Exp,Expense,0.0,29024204.9725
0,2020-01,6,06_ACC_Rent_Exp,Expense,0.0,29024204.9725
0,2020-01,7,07_ACC_Sales_Revenue,Revenue,5805.1781,29024204.9725
0,2020-01,8,08_ACC_Travel_Exp,Expense,0.0,29024204.9725
0,2020-01,9,09_UNKNOWN_LEAK,Unknown,0.0,29024204.9725
0,2020-01,10,10_ACC_Equity_Capital,Equity,0.0,29024204.9725
1,2020-02,0,00_ACC_Accounts_Payable,Liability,1294.3729,10538128.3429
1,2020-02,1,01_ACC_Accounts_Receivable,Asset,1791.5196,10538128.3429
1,2020-02,2,02_ACC_COGS,Expense,935.1844,10538128.3429
1,2020-02,3,03_ACC_Cash,Asset,1522.7917,10538128.3429
1,2020-02,4,04_ACC_Inventory,Asset,1100.217,10538128.3429
1,2020-02,5,05_ACC_Payroll_Exp,Expense,1294.3729,10538128.3429
1,2020-02,6,06_ACC_Rent_Exp,Expense,1294.3729,10538128.3429
1,2020-02,7,07_ACC_Sales_Revenue,Revenue,2107.6701,10538128.3429
1,2020-02,8,08_ACC_Travel_Exp,Expense,1294.3729,10538128.3429
1,2020-02,9,09_UNKNOWN_LEAK,Unknown,1522.7917,10538128.3429
1,2020-02,10,10_ACC_Equity_Capital,Equity,0.0,10538128.3429
2,2020-03,0,00_ACC_Accounts_Payable,Liability,-212882.5205,2559.9029
2,2020-03,1,01_ACC_Accounts_Receivable,Asset,3250299.8995,2559.9029
2,2020-03,2,02_ACC_COGS,Expense,989002.0582,2559.9029
2,2020-03,3,03_ACC_Cash,Asset,-489003.3238,2559.9029
2,2020-03,4,04_ACC_Inventory,Asset,-1834791.0706,2559.9029
2,2020-03,5,05_ACC_Payroll_Exp,Expense,138364.4805,2559.9029
2,2020-03,6,06_ACC_Rent_Exp,Expense,-88513.7626,2559.9029
2,2020-03,7,07_ACC_Sales_Revenue,Revenue,-1824743.8195,2559.9029
2,2020-03,8,08_ACC_Travel_Exp,Expense,72614.6379,2559.9029
2,2020-03,9,09_UNKNOWN_LEAK,Unknown,-346.5791,2559.9029
2,2020-03,10,10_ACC_Equity_Capital,Equity,0.0,2559.9029
3,2020-04,0,00_ACC_Accounts_Payable,Liability,-44506.5158,2.8838
3,2020-04,1,01_ACC_Accounts_Receivable,Asset,29844.6779,2.8838
3,2020-04,2,02_ACC_COGS,Expense,-2160.6012,2.8838
3,2020-04,3,03_ACC_Cash,Asset,4194.688,2.8838
3,2020-04,4,04_ACC_Inventory,Asset,359.3139,2.8838
3,2020-04,5,05_ACC_Payroll_Exp,Expense,7513.417,2.8838
3,2020-04,6,06_ACC_Rent_Exp,Expense,-1781.7032,2.8838
3,2020-04,7,07_ACC_Sales_Revenue,Revenue,4980.8224,2.8838
3,2020-04,8,08_ACC_Travel_Exp,Expense,1960.8673,2.8838
3,2020-04,9,09_UNKNOWN_LEAK,Unknown,-404.9663,2.8838
3,2020-04,10,10_ACC_Equity_Capital,Equity,0.0,2.8838
4,2020-05,0,00_ACC_Accounts_Payable,Liability,-33058.4938,2.7246
4,2020-05,1,01_ACC_Accounts_Receivable,Asset,25229.701,2.7246
4,2020-05,2,02_ACC_COGS,Expense,-5598.8912,2.7246
4,2020-05,3,03_ACC_Cash,Asset,-8212.0139,2.7246
4,2020-05,4,04_ACC_Inventory,Asset,5149.9125,2.7246
4,2020-05,5,05_ACC_Payroll_Exp,Expense,6241.8022,2.7246
4,2020-05,6,06_ACC_Rent_Exp,Expense,-1284.3712,2.7246
4,2020-05,7,07_ACC_Sales_Revenue,Revenue,10956.8046,2.7246
4,2020-05,8,08_ACC_Travel_Exp,Expense,952.0268,2.7246
4,2020-05,9,09_UNKNOWN_LEAK,Unknown,-376.4771,2.7246
4,2020-05,10,10_ACC_Equity_Capital,Equity,0.0,2.7246
5,2020-06,0,00_ACC_Accounts_Payable,Liability,-2747.7268,25.6724
5,2020-06,1,01_ACC_Accounts_Receivable,Asset,2351.3785,25.6724
5,2020-06,2,02_ACC_COGS,Expense,-7085.632,25.6724
5,2020-06,3,03_ACC_Cash,Asset,1979.3412,25.6724
5,2020-06,4,04_ACC_Inventory,Asset,-20930.2396,25.6724
5,2020-06,5,05_ACC_Payroll_Exp,Expense,12276.3956,25.6724
5,2020-06,6,06_ACC_Rent_Exp,Expense,-5018.623,25.6724
5,2020-06,7,07_ACC_Sales_Revenue,Revenue,14805.9038,25.6724
5,2020-06,8,08_ACC_Travel_Exp,Expense,4991.274,25.6724
5,2020-06,9,09_UNKNOWN_LEAK,Unknown,-622.0716,25.6724
5,2020-06,10,10_ACC_Equity_Capital,Equity,0.0,25.6724
6,2020-07,0,00_ACC_Accounts_Payable,Liability,4638.5727,113.6214
6,2020-07,1,01_ACC_Accounts_Receivable,Asset,12908.4964,113.6214
6,2020-07,2,02_ACC_COGS,Expense,-13131.4536,113.6214
6,2020-07,3,03_ACC_Cash,Asset,13425.6669,113.6214
6,2020-07,4,04_ACC_Inventory,Asset,-4157.4406,113.6214
6,2020-07,5,05_ACC_Payroll_Exp,Expense,-22302.5021,113.6214
6,2020-07,6,06_ACC_Rent_Exp,Expense,-109.6702,113.6214
6,2020-07,7,07_ACC_Sales_Revenue,Revenue,9405.0801,113.6214
6,2020-07,8,08_ACC_Travel_Exp,Expense,-1897.7103,113.6214
6,2020-07,9,09_UNKNOWN_LEAK,Unknown,1220.9607,113.6214
6,2020-07,10,10_ACC_Equity_Capital,Equity,0.0,113.6214
7,2020-08,0,00_ACC_Accounts_Payable,Liability,13143.9662,3037.546
7,2020-08,1,01_ACC_Accounts_Receivable,Asset,21470.0029,3037.546
7,2020-08,2,02_ACC_COGS,Expense,-34225.2918,3037.546
7,2020-08,3,03_ACC_Cash,Asset,19958.4409,3037.546
7,2020-08,4,04_ACC_Inventory,Asset,8948.7793,3037.546
7,2020-08,5,05_ACC_Payroll_Exp,Expense,-19181.3899,3037.546
7,2020-08,6,06_ACC_Rent_Exp,Expense,-6729.8676,3037.546
7,2020-08,7,07_ACC_Sales_Revenue,Revenue,317.7115,3037.546
7,2020-08,8,08_ACC_Travel_Exp,Expense,-7542.3767,3037.546
7,2020-08,9,09_UNKNOWN_LEAK,Unknown,3840.0253,3037.546
7,2020-08,10,10_ACC_Equity_Capital,Equity,0.0,3037.546
8,2020-09,0,00_ACC_Accounts_Payable,Liability,-4225.4068,499192.5714
8,2020-09,1,01_ACC_Accounts_Receivable,Asset,-1868.0859,499192.5714
8,2020-09,2,02_ACC_COGS,Expense,103730.5853,499192.5714
8,2020-09,3,03_ACC_Cash,Asset,-12853.0136,499192.5714
8,2020-09,4,04_ACC_Inventory,Asset,19874.4155,499192.5714
8,2020-09,5,05_ACC_Payroll_Exp,Expense,-83297.2411,499192.5714
8,2020-09,6,06_ACC_Rent_Exp,Expense,-158365.6354,499192.5714
8,2020-09,7,07_ACC_Sales_Revenue,Revenue,43991.6946,499192.5714
8,2020-09,8,08_ACC_Travel_Exp,Expense,116406.4437,499192.5714
8,2020-09,9,09_UNKNOWN_LEAK,Unknown,-23393.7563,499192.5714
8,2020-09,10,10_ACC_Equity_Capital,Equity,0.0,499192.5714
9,2020-10,0,00_ACC_Accounts_Payable,Liability,5236.2149,221506.1121
9,2020-10,1,01_ACC_Accounts_Receivable,Asset,5698.6533,221506.1121
9,2020-10,2,02_ACC_COGS,Expense,48503.667,221506.1121
9,2020-10,3,03_ACC_Cash,Asset,6410.1641,221506.1121
9,2020-10,4,04_ACC_Inventory,Asset,6426.8001,221506.1121
9,2020-10,5,05_ACC_Payroll_Exp,Expense,-5187.066,221506.1121
9,2020-10,6,06_ACC_Rent_Exp,Expense,-51206.5033,221506.1121
9,2020-10,7,07_ACC_Sales_Revenue,Revenue,28638.3074,221506.1121
9,2020-10,8,08_ACC_Travel_Exp,Expense,-35127.4945,221506.1121
9,2020-10,9,09_UNKNOWN_LEAK,Unknown,-9392.7429,221506.1121
9,2020-10,10,10_ACC_Equity_Capital,Equity,0.0,221506.1121
10,2020-11,0,00_ACC_Accounts_Payable,Liability,-204.8479,611962.357
10,2020-11,1,01_ACC_Accounts_Receivable,Asset,800.3946,611962.357
10,2020-11,2,02_ACC_COGS,Expense,41285.9894,611962.357
10,2020-11,3,03_ACC_Cash,Asset,2393.2288,611962.357
10,2020-11,4,04_ACC_Inventory,Asset,668.1665,611962.357
10,2020-11,5,05_ACC_Payroll_Exp,Expense,-6298.6711,611962.357
10,2020-11,6,06_ACC_Rent_Exp,Expense,-74200.7202,611962.357
10,2020-11,7,07_ACC_Sales_Revenue,Revenue,22856.4023,611962.357
10,2020-11,8,08_ACC_Travel_Exp,Expense,-59545.2118,611962.357
10,2020-11,9,09_UNKNOWN_LEAK,Unknown,72245.2695,611962.357
10,2020-11,10,10_ACC_Equity_Capital,Equity,0.0,611962.357
11,2020-12,0,00_ACC_Accounts_Payable,Liability,1291.878,4623.3302
11,2020-12,1,01_ACC_Accounts_Receivable,Asset,1258.657,4623.3302
11,2020-12,2,02_ACC_COGS,Expense,-1566.9155,4623.3302
11,2020-12,3,03_ACC_Cash,Asset,1058.2234,4623.3302
11,2020-12,4,04_ACC_Inventory,Asset,1329.3444,4623.3302
11,2020-12,5,05_ACC_Payroll_Exp,Expense,544.674,4623.3302
11,2020-12,6,06_ACC_Rent_Exp,Expense,6034.3717,4623.3302
11,2020-12,7,07_ACC_Sales_Revenue,Revenue,-303.1955,4623.3302
11,2020-12,8,08_ACC_Travel_Exp,Expense,5921.2079,4623.3302
11,2020-12,9,09_UNKNOWN_LEAK,Unknown,-15568.2454,4623.3302
11,2020-12,10,10_ACC_Equity_Capital,Equity,0.0,4623.3302
