Trans_Date,Src,Tgt,Amount
2020-W01,一条堀川,二条堀川,238
2020-W01,四条新町,四条堀川,625
2020-W01,四条堀川,四条新町,620
2020-W01,五条堀川,四条堀川,622
2020-W01,四条堀川,五条堀川,622
2020-W01,四条車屋町,三条車屋町,709
2020-W01,三条車屋町,四条車屋町,722
2020-W01,三条車屋町,三条烏丸,821
2020-W01,四条新町,五条新町,679
2020-W01,三条烏丸,三条車屋町,817
2020-W01,三条烏丸,四条烏丸,864
2020-W01,三条烏丸,三条室町,694
2020-W01,三条室町,三条烏丸,707
2020-W01,四条室町,三条室町,693
2020-W01,三条室町,四条室町,698
2020-W01,三条室町,三条新町,580
2020-W01,三条新町,三条室町,575
2020-W01,四条烏丸,三条烏丸,866
2020-W01,四条新町,四条室町,698
2020-W01,四条室町,四条新町,714
2020-W01,四条室町,五条室町,816
2020-W01,五条車屋町,五条烏丸,822
2020-W01,五条烏丸,五条車屋町,819
2020-W01,五条烏丸,五条室町,727
2020-W01,五条室町,五条烏丸,723
2020-W01,五条室町,五条新町,603
2020-W01,五条新町,五条室町,587
2020-W01,五条新町,五条堀川,423
2020-W01,五条堀川,五条新町,452
2020-W01,五条車屋町,四条車屋町,841
2020-W01,四条車屋町,五条車屋町,832
2020-W01,四条車屋町,四条烏丸,954
2020-W01,四条烏丸,四条車屋町,938
2020-W01,五条烏丸,四条烏丸,937
2020-W01,四条烏丸,五条烏丸,958
2020-W01,四条烏丸,四条室町,801
2020-W01,四条室町,四条烏丸,812
2020-W01,五条室町,四条室町,814
2020-W01,四条新町,三条新町,569
2020-W01,三条新町,四条新町,560
2020-W01,五条新町,四条新町,694
2020-W01,三条堀川,三条新町,479
2020-W01,二条車屋町,一条車屋町,433
2020-W01,一条車屋町,二条車屋町,430
2020-W01,一条車屋町,一条烏丸,575
2020-W01,一条烏丸,一条車屋町,569
2020-W01,二条烏丸,一条烏丸,551
2020-W01,一条烏丸,二条烏丸,566
2020-W01,一条室町,一条烏丸,428
2020-W01,二条室町,一条室町,511
2020-W01,一条室町,二条室町,485
2020-W01,一条室町,一条新町,341
2020-W01,一条新町,一条室町,353
2020-W01,二条新町,一条新町,325
2020-W01,一条新町,二条新町,323
2020-W01,一条新町,一条堀川,198
2020-W01,一条堀川,一条新町,204
2020-W01,二条堀川,一条堀川,218
2020-W01,三条新町,三条堀川,464
2020-W01,二条堀川,三条堀川,343
2020-W01,三条堀川,二条堀川,341
2020-W01,一条烏丸,一条室町,437
2020-W01,四条堀川,三条堀川,484
2020-W01,二条堀川,二条新町,352
2020-W01,三条堀川,四条堀川,484
2020-W01,三条車屋町,二条車屋町,592
2020-W01,二条車屋町,三条車屋町,592
2020-W01,二条車屋町,二条烏丸,734
2020-W01,二条烏丸,二条車屋町,725
2020-W01,二条烏丸,三条烏丸,685
2020-W01,二条烏丸,二条室町,550
2020-W01,三条烏丸,二条烏丸,669
2020-W01,三条室町,二条室町,619
2020-W01,二条室町,三条室町,610
2020-W01,二条室町,二条新町,477
2020-W01,二条新町,二条室町,471
2020-W01,三条新町,二条新町,491
2020-W01,二条新町,三条新町,462
2020-W01,二条新町,二条堀川,358
2020-W01,二条室町,二条烏丸,550
2020-W02,四条新町,五条新町,1037
2020-W02,四条新町,四条堀川,889
2020-W02,四条堀川,四条新町,894
2020-W02,五条堀川,四条堀川,935
2020-W02,四条堀川,五条堀川,907
2020-W02,四条車屋町,三条車屋町,1034
2020-W02,三条車屋町,四条車屋町,1065
2020-W02,三条車屋町,三条烏丸,1258
2020-W02,三条室町,三条烏丸,1058
2020-W02,四条烏丸,三条烏丸,1246
2020-W02,三条烏丸,四条烏丸,1225
2020-W02,三条烏丸,三条室町,1056
2020-W02,四条室町,三条室町,1069
2020-W02,三条室町,四条室町,1071
2020-W02,三条室町,三条新町,903
2020-W02,三条新町,三条室町,917
2020-W02,三条烏丸,三条車屋町,1239
2020-W02,四条新町,四条室町,1056
2020-W02,四条新町,三条新町,922
2020-W02,四条室町,五条室町,1206
2020-W02,五条車屋町,五条烏丸,1198
2020-W02,五条烏丸,五条車屋町,1201
2020-W02,五条烏丸,五条室町,1056
2020-W02,五条室町,五条烏丸,1055
2020-W02,五条室町,五条新町,840
2020-W02,五条新町,五条室町,858
2020-W02,五条新町,五条堀川,743
2020-W02,五条堀川,五条新町,747
2020-W02,五条車屋町,四条車屋町,1218
2020-W02,四条車屋町,五条車屋町,1210
2020-W02,四条車屋町,四条烏丸,1405
2020-W02,四条烏丸,四条車屋町,1407
2020-W02,五条烏丸,四条烏丸,1383
2020-W02,四条烏丸,五条烏丸,1365
2020-W02,四条烏丸,四条室町,1200
2020-W02,四条室町,四条烏丸,1196
2020-W02,五条室町,四条室町,1172
2020-W02,四条室町,四条新町,1052
2020-W02,三条新町,四条新町,907
2020-W02,五条新町,四条新町,1067
2020-W02,三条堀川,三条新町,728
2020-W02,一条車屋町,二条車屋町,760
2020-W02,一条車屋町,一条烏丸,917
2020-W02,一条烏丸,一条車屋町,926
2020-W02,二条烏丸,一条烏丸,892
2020-W02,一条烏丸,二条烏丸,908
2020-W02,一条烏丸,一条室町,757
2020-W02,一条室町,一条烏丸,755
2020-W02,二条室町,一条室町,766
2020-W02,一条室町,二条室町,758
2020-W02,一条室町,一条新町,600
2020-W02,一条新町,一条室町,608
2020-W02,二条新町,一条新町,544
2020-W02,一条新町,二条新町,541
2020-W02,一条新町,一条堀川,437
2020-W02,一条堀川,一条新町,431
2020-W02,二条堀川,一条堀川,429
2020-W02,一条堀川,二条堀川,403
2020-W02,二条車屋町,一条車屋町,749
2020-W02,二条堀川,三条堀川,588
