Trans_Date,Src,Tgt,Amount
0020-01,一条堀川,二条堀川,77
2020-01,一条堀川,一条新町,2613
2020-01,一条堀川,二条堀川,2529
2020-01,一条室町,一条新町,2754
2020-01,一条室町,一条烏丸,2886
2020-01,一条室町,二条室町,3008
2020-01,一条新町,一条堀川,2568
2020-01,一条新町,一条室町,2782
2020-01,一条新町,二条新町,2835
2020-01,一条烏丸,一条室町,2971
2020-01,一条烏丸,一条車屋町,3051
2020-01,一条烏丸,二条烏丸,3140
2020-01,一条車屋町,一条烏丸,3162
2020-01,一条車屋町,二条車屋町,2973
2020-01,三条堀川,三条新町,2914
2020-01,三条堀川,二条堀川,2766
2020-01,三条堀川,四条堀川,2983
2020-01,三条室町,三条新町,2997
2020-01,三条室町,三条烏丸,3236
2020-01,三条室町,二条室町,3084
2020-01,三条室町,四条室町,3231
2020-01,三条新町,三条堀川,2994
2020-01,三条新町,三条室町,3045
2020-01,三条新町,二条新町,2865
2020-01,三条新町,四条新町,3134
2020-01,三条烏丸,三条室町,3189
2020-01,三条烏丸,三条車屋町,3428
2020-01,三条烏丸,二条烏丸,3236
2020-01,三条烏丸,四条烏丸,3466
2020-01,三条車屋町,三条烏丸,3434
2020-01,三条車屋町,二条車屋町,3051
2020-01,三条車屋町,四条車屋町,3234
2020-01,二条堀川,一条堀川,2705
2020-01,二条堀川,三条堀川,2852
2020-01,二条堀川,二条新町,2754
2020-01,二条室町,一条室町,3009
2020-01,二条室町,三条室町,3012
2020-01,二条室町,二条新町,2929
2020-01,二条室町,二条烏丸,3085
2020-01,二条新町,一条新町,2848
2020-01,二条新町,三条新町,2945
2020-01,二条新町,二条堀川,2852
2020-01,二条新町,二条室町,2948
2020-01,二条烏丸,一条烏丸,3162
2020-01,二条烏丸,三条烏丸,3209
2020-01,二条烏丸,二条室町,3019
2020-01,二条烏丸,二条車屋町,3250
2020-01,二条車屋町,一条車屋町,2985
2020-01,二条車屋町,三条車屋町,3159
2020-01,二条車屋町,二条烏丸,3282
2020-01,五条堀川,五条新町,2844
2020-01,五条堀川,四条堀川,3215
2020-01,五条室町,五条新町,3073
2020-01,五条室町,五条烏丸,3280
2020-01,五条室町,四条室町,3430
2020-01,五条新町,五条堀川,2899
2020-01,五条新町,五条室町,3191
2020-01,五条新町,四条新町,3208
2020-01,五条烏丸,五条室町,3184
2020-01,五条烏丸,五条車屋町,3423
2020-01,五条烏丸,四条烏丸,3529
2020-01,五条車屋町,五条烏丸,3505
2020-01,五条車屋町,四条車屋町,3424
2020-01,四条堀川,三条堀川,2978
2020-01,四条堀川,五条堀川,3026
2020-01,四条堀川,四条新町,3126
2020-01,四条室町,三条室町,3178
2020-01,四条室町,五条室町,3467
2020-01,四条室町,四条新町,3255
2020-01,四条室町,四条烏丸,3438
2020-01,四条新町,三条新町,3169
2020-01,四条新町,五条新町,3315
2020-01,四条新町,四条堀川,3185
2020-01,四条新町,四条室町,3186
2020-01,四条烏丸,三条烏丸,3511
2020-01,四条烏丸,五条烏丸,3583
2020-01,四条烏丸,四条室町,3320
2020-01,四条烏丸,四条車屋町,3570
2020-01,四条車屋町,三条車屋町,3247
2020-01,四条車屋町,五条車屋町,3420
2020-01,四条車屋町,四条烏丸,3632
2020-02,一条堀川,一条新町,2435
2020-02,一条堀川,二条堀川,2456
2020-02,一条室町,一条新町,2535
2020-02,一条室町,一条烏丸,2747
2020-02,一条室町,二条室町,2772
2020-02,一条新町,一条堀川,2536
2020-02,一条新町,一条室町,2583
2020-02,一条新町,二条新町,2573
2020-02,一条烏丸,一条室町,2790
2020-02,一条烏丸,一条車屋町,2956
2020-02,一条烏丸,二条烏丸,2927
2020-02,一条車屋町,一条烏丸,2844
2020-02,一条車屋町,二条車屋町,2804
2020-02,三条堀川,三条新町,2722
2020-02,三条堀川,二条堀川,2618
2020-02,三条堀川,四条堀川,2814
2020-02,三条室町,三条新町,2895
2020-02,三条室町,三条烏丸,3065
2020-02,三条室町,二条室町,2948
2020-02,三条室町,四条室町,3085
2020-02,三条新町,三条堀川,2794
2020-02,三条新町,三条室町,2957
2020-02,三条新町,二条新町,2760
2020-02,三条新町,四条新町,2920
2020-02,三条烏丸,三条室町,3030
2020-02,三条烏丸,三条車屋町,3138
2020-02,三条烏丸,二条烏丸,3025
2020-02,三条烏丸,四条烏丸,3183
2020-02,三条車屋町,三条烏丸,3190
2020-02,三条車屋町,二条車屋町,2914
2020-02,三条車屋町,四条車屋町,3013
2020-02,二条堀川,一条堀川,2429
2020-02,二条堀川,三条堀川,2589
2020-02,二条堀川,二条新町,2548
2020-02,二条室町,一条室町,2683
2020-02,二条室町,三条室町,2884
2020-02,二条室町,二条新町,2715
2020-02,二条室町,二条烏丸,2928
2020-02,二条新町,一条新町,2496
2020-02,二条新町,三条新町,2668
2020-02,二条新町,二条堀川,2550
2020-02,二条新町,二条室町,2754
2020-02,二条烏丸,一条烏丸,2851
2020-02,二条烏丸,三条烏丸,3100
2020-02,二条烏丸,二条室町,2890
2020-02,二条烏丸,二条車屋町,3049
2020-02,二条車屋町,一条車屋町,2756
2020-02,二条車屋町,三条車屋町,2927
2020-02,二条車屋町,二条烏丸,2963
2020-02,五条堀川,五条新町,2778
2020-02,五条堀川,四条堀川,2943
2020-02,五条室町,五条新町,2891
2020-02,五条室町,五条烏丸,3073
2020-02,五条室町,四条室町,3178
2020-02,五条新町,五条堀川,2749
2020-02,五条新町,五条室町,2870
2020-02,五条新町,四条新町,3090
2020-02,五条烏丸,五条室町,3101
2020-02,五条烏丸,五条車屋町,3195
2020-02,五条烏丸,四条烏丸,3384
2020-02,五条車屋町,五条烏丸,3221
2020-02,五条車屋町,四条車屋町,3179
2020-02,四条堀川,三条堀川,2779
2020-02,四条堀川,五条堀川,2950
2020-02,四条堀川,四条新町,2875
2020-02,四条室町,三条室町,3034
2020-02,四条室町,五条室町,3202
2020-02,四条室町,四条新町,3035
2020-02,四条室町,四条烏丸,3192
2020-02,四条新町,三条新町,2955
2020-02,四条新町,五条新町,3062
2020-02,四条新町,四条堀川,2881
2020-02,四条新町,四条室町,3120
2020-02,四条烏丸,三条烏丸,3200
2020-02,四条烏丸,五条烏丸,3309
2020-02,四条烏丸,四条室町,3262
2020-02,四条烏丸,四条車屋町,3368
2020-02,四条車屋町,三条車屋町,3041
2020-02,四条車屋町,五条車屋町,3174
2020-02,四条車屋町,四条烏丸,3318
2020-03,一条堀川,一条新町,2553
2020-03,一条堀川,二条堀川,2584
2020-03,一条室町,一条新町,2810
2020-03,一条室町,一条烏丸,2957
2020-03,一条室町,二条室町,3003
2020-03,一条新町,一条堀川,2712
2020-03,一条新町,一条室町,2818
2020-03,一条新町,二条新町,2826
2020-03,一条烏丸,一条室町,2927
2020-03,一条烏丸,一条車屋町,3075
2020-03,一条烏丸,二条烏丸,3236
2020-03,一条車屋町,一条烏丸,3123
2020-03,一条車屋町,二条車屋町,2980
2020-03,三条堀川,三条新町,2973
2020-03,三条堀川,二条堀川,2898
2020-03,三条堀川,四条堀川,2923
2020-03,三条室町,三条新町,3158
2020-03,三条室町,三条烏丸,3286
2020-03,三条室町,二条室町,3180
2020-03,三条室町,四条室町,3359
2020-03,三条新町,三条堀川,2939
2020-03,三条新町,三条室町,3178
2020-03,三条新町,二条新町,2918
2020-03,三条新町,四条新町,3138
2020-03,三条烏丸,三条室町,3242
2020-03,三条烏丸,三条車屋町,3432
2020-03,三条烏丸,二条烏丸,3296
2020-03,三条烏丸,四条烏丸,3439
2020-03,三条車屋町,三条烏丸,3324
2020-03,三条車屋町,二条車屋町,3112
2020-03,三条車屋町,四条車屋町,3286
2020-03,二条堀川,一条堀川,2648
2020-03,二条堀川,三条堀川,2784
2020-03,二条堀川,二条新町,2719
2020-03,二条室町,一条室町,2913
2020-03,二条室町,三条室町,3094
2020-03,二条室町,二条新町,3042
2020-03,二条室町,二条烏丸,3146
2020-03,二条新町,一条新町,2696
2020-03,二条新町,三条新町,2950
2020-03,二条新町,二条堀川,2742
2020-03,二条新町,二条室町,2929
2020-03,二条烏丸,一条烏丸,3122
2020-03,二条烏丸,三条烏丸,3282
2020-03,二条烏丸,二条室町,3109
2020-03,二条烏丸,二条車屋町,3225
2020-03,二条車屋町,一条車屋町,2994
2020-03,二条車屋町,三条車屋町,3091
2020-03,二条車屋町,二条烏丸,3280
2020-03,五条堀川,五条新町,2967
2020-03,五条堀川,四条堀川,3169
2020-03,五条室町,五条新町,3129
2020-03,五条室町,五条烏丸,3239
2020-03,五条室町,四条室町,3379
