t_idx,src_idx,tgt_idx,value
0,0,1,756.96
1,2,3,447.99
2,0,1,1036.59
3,2,3,490.79
4,0,1,1471.19
5,2,3,887.14
6,4,2,11648.77
7,5,6,285.81
8,0,1,1504.62
9,2,3,613.83
10,0,1,1087.44
11,2,3,663.77
12,0,1,663.03
13,2,3,382.42
14,0,1,664.64
15,2,3,350.12
16,0,1,664.03
17,2,3,456.3
18,0,1,881.3
19,2,3,452.97
20,0,1,401.27
21,2,3,248.35
22,0,1,638.87
23,2,3,432.32
24,0,1,907.15
25,2,3,597.37
26,0,1,556.35
27,2,3,234.15
28,0,1,454.72
29,2,3,221.37
30,0,1,730.92
31,2,3,391.79
32,0,1,821.9
33,2,3,420.04
34,0,1,452.47
35,2,3,276.25
36,0,1,643.46
37,2,3,374.97
38,5,6,570.84
39,0,1,504.83
40,2,3,342.08
41,0,1,929.73
42,2,3,562.84
43,0,1,629.14
44,2,3,262.21
45,5,6,343.26
46,0,1,628.87
47,2,3,429.44
48,0,1,1678.28
49,2,3,778.37
50,0,1,795.69
51,2,3,536.58
52,4,2,10413.43
53,0,1,490.92
54,2,3,282.46
55,0,1,869.71
56,2,3,442.33
57,0,1,365.31
58,2,3,156.09
59,0,1,470.28
60,2,3,209.68
61,0,1,1074.92
62,2,3,553.03
63,0,1,856.76
64,2,3,592.3
65,0,1,763.84
66,2,3,461.42
67,0,1,709.22
68,2,3,397.94
69,5,6,373.4
70,0,1,599.85
71,2,3,240.52
72,0,1,665.38
73,2,3,318.73
74,0,1,1221.04
75,2,3,674.39
76,5,6,777.57
77,0,1,395.2
78,2,3,176.2
79,0,1,910.73
80,2,3,624.81
81,0,1,685.8
82,2,3,274.44
83,0,1,610.23
84,2,3,264.57
85,0,1,1208.35
86,2,3,504.34
87,0,1,1161.1
88,2,3,491.87
89,0,1,571.88
90,2,3,240.63
91,0,1,706.93
92,2,3,309.44
93,0,1,1181.84
94,2,3,782.06
95,0,1,660.46
96,2,3,448.24
97,0,1,742.74
98,2,3,341.92
99,0,1,513.93
100,2,3,309.13
101,0,1,1107.24
102,2,3,517.53
103,0,1,1376.24
104,2,3,779.19
105,0,1,777.29
106,2,3,327.47
107,4,2,13505.3
108,0,1,618.05
109,2,3,291.35
