t_idx,time_label,node_idx,node_label,fk_total_ripple,fk_max_impact,fk_max_impact_node,ik_strain_energy,ik_max_adjust,ik_max_adjust_node
0,2020-02,0,AAPL_Close,18.5,8.5,1,49.99,0.0,0
0,2020-02,1,Sector_IT,10.0,0.0,0,9.3717,1.5932,0
0,2020-02,2,AMZN_Close,18.5,8.5,3,49.99,0.0,0
0,2020-02,3,Sector_Disc,10.0,0.0,0,10.8396,1.8428,2
0,2020-02,4,APA_Close,18.5,8.5,5,49.99,0.0,0
0,2020-02,5,Sector_Energy,10.0,0.0,0,15.7843,2.6834,4
0,2020-02,6,AVGO_Close,18.5,8.5,1,49.99,0.0,0
0,2020-02,7,BIIB_Close,18.5,8.5,8,49.99,0.0,0
0,2020-02,8,Sector_Health,10.0,0.0,0,15.7843,2.6834,7
0,2020-02,9,BXP_Close,18.5,8.5,10,49.99,0.0,0
0,2020-02,10,Sector_RE,10.0,0.0,0,15.7843,2.6834,9
0,2020-02,11,CAG_Close,18.5,8.5,12,49.99,0.0,0
0,2020-02,12,Sector_Staples,10.0,0.0,0,15.7843,2.6834,11
0,2020-02,13,CAT_Close,18.5,8.5,14,49.99,0.0,0
0,2020-02,14,Sector_Ind,10.0,0.0,0,15.7843,2.6834,13
0,2020-02,15,CPB_Close,18.5,8.5,12,49.99,0.0,0
0,2020-02,16,DIS_Close,18.5,8.5,17,49.99,0.0,0
0,2020-02,17,Sector_Comm,10.0,0.0,0,10.8396,1.8428,16
0,2020-02,18,DOV_Close,18.5,8.5,14,49.99,0.0,0
0,2020-02,19,GOOG_Close,18.5,8.5,17,49.99,0.0,0
0,2020-02,20,HAL_Close,18.5,8.5,5,49.99,0.0,0
0,2020-02,21,HD_Close,18.5,8.5,3,49.99,0.0,0
0,2020-02,22,HPQ_Close,18.5,8.5,1,49.99,0.0,0
0,2020-02,23,JNJ_Close,18.5,8.5,8,49.99,0.0,0
0,2020-02,24,JPM_Close,18.5,8.5,25,49.99,0.0,0
0,2020-02,25,Sector_Fin,10.0,0.0,0,15.7843,2.6834,24
0,2020-02,26,KSS_Close,18.5,8.5,3,49.99,0.0,0
0,2020-02,27,LIN_Close,18.5,8.5,28,49.99,0.0,0
0,2020-02,28,Sector_Mat,10.0,0.0,0,15.7843,2.6834,27
0,2020-02,29,LYV_Close,18.5,8.5,17,49.99,0.0,0
0,2020-02,30,META_Close,18.5,8.5,17,49.99,0.0,0
0,2020-02,31,MSFT_Close,18.5,8.5,1,49.99,0.0,0
0,2020-02,32,M_Close,18.5,8.5,3,49.99,0.0,0
0,2020-02,33,NAVI_Close,18.5,8.5,25,49.99,0.0,0
0,2020-02,34,NEE_Close,18.5,8.5,35,49.99,0.0,0
0,2020-02,35,Sector_Util,10.0,0.0,0,15.7843,2.6834,34
0,2020-02,36,NI_Close,18.5,8.5,35,49.99,0.0,0
0,2020-02,37,NVDA_Close,18.5,8.5,1,49.99,0.0,0
0,2020-02,38,NWSA_Close,18.5,8.5,17,49.99,0.0,0
0,2020-02,39,OI_Close,18.5,8.5,28,49.99,0.0,0
0,2020-02,40,PG_Close,18.5,8.5,12,49.99,0.0,0
0,2020-02,41,PLD_Close,18.5,8.5,10,49.99,0.0,0
0,2020-02,42,PNR_Close,18.5,8.5,14,49.99,0.0,0
0,2020-02,43,PNW_Close,18.5,8.5,35,49.99,0.0,0
0,2020-02,44,PRGO_Close,18.5,8.5,8,49.99,0.0,0
0,2020-02,45,SEE_Close,18.5,8.5,28,49.99,0.0,0
0,2020-02,46,STX_Close,18.5,8.5,1,49.99,0.0,0
0,2020-02,47,SYF_Close,18.5,8.5,25,49.99,0.0,0
0,2020-02,48,TSLA_Close,18.5,8.5,3,49.99,0.0,0
0,2020-02,49,VNO_Close,18.5,8.5,10,49.99,0.0,0
0,2020-02,50,XOM_Close,18.5,8.5,5,49.99,0.0,0
1,2020-03,0,AAPL_Close,18.5,8.5,1,49.99,0.0,0
1,2020-03,1,Sector_IT,10.0,0.0,0,9.3717,1.5932,0
1,2020-03,2,AMZN_Close,18.5,8.5,3,49.99,0.0,0
1,2020-03,3,Sector_Disc,10.0,0.0,0,10.8396,1.8428,2
1,2020-03,4,APA_Close,18.5,8.5,5,49.99,0.0,0
1,2020-03,5,Sector_Energy,10.0,0.0,0,15.7843,2.6834,4
1,2020-03,6,AVGO_Close,18.5,8.5,1,49.99,0.0,0
1,2020-03,7,BIIB_Close,18.5,8.5,8,49.99,0.0,0
1,2020-03,8,Sector_Health,10.0,0.0,0,15.7843,2.6834,7
1,2020-03,9,BXP_Close,18.5,8.5,10,49.99,0.0,0
1,2020-03,10,Sector_RE,10.0,0.0,0,15.7843,2.6834,9
1,2020-03,11,CAG_Close,18.5,8.5,12,49.99,0.0,0
1,2020-03,12,Sector_Staples,10.0,0.0,0,15.7843,2.6834,11
1,2020-03,13,CAT_Close,18.5,8.5,14,49.99,0.0,0
1,2020-03,14,Sector_Ind,10.0,0.0,0,15.7843,2.6834,13
1,2020-03,15,CPB_Close,18.5,8.5,12,49.99,0.0,0
1,2020-03,16,DIS_Close,18.5,8.5,17,49.99,0.0,0
1,2020-03,17,Sector_Comm,10.0,0.0,0,10.8396,1.8428,16
1,2020-03,18,DOV_Close,18.5,8.5,14,49.99,0.0,0
1,2020-03,19,GOOG_Close,18.5,8.5,17,49.99,0.0,0
1,2020-03,20,HAL_Close,18.5,8.5,5,49.99,0.0,0
1,2020-03,21,HD_Close,18.5,8.5,3,49.99,0.0,0
1,2020-03,22,HPQ_Close,18.5,8.5,1,49.99,0.0,0
1,2020-03,23,JNJ_Close,18.5,8.5,8,49.99,0.0,0
1,2020-03,24,JPM_Close,18.5,8.5,25,49.99,0.0,0
