t_idx,time_label,node_idx,node_label,fk_echo_impact
0,2020-02,0,00_AAPL_Close,8.5498
0,2020-02,1,01_AMZN_Close,6.2485
0,2020-02,2,02_APA_Close,2.1558
0,2020-02,3,03_AVGO_Close,2.7936
0,2020-02,4,04_BIIB_Close,-39.54
0,2020-02,5,05_BXP_Close,10.5487
0,2020-02,6,06_CAG_Close,4.6649
0,2020-02,7,07_CAT_Close,6.2934
0,2020-02,8,08_CPB_Close,2.6095
0,2020-02,9,09_DIS_Close,20.1847
0,2020-02,10,10_DOV_Close,9.7795
0,2020-02,11,11_GOOG_Close,4.7064
0,2020-02,12,12_HAL_Close,4.3249
0,2020-02,13,13_HD_Close,8.8152
0,2020-02,14,14_HPQ_Close,0.4243
0,2020-02,15,15_JNJ_Close,11.3694
0,2020-02,16,16_JPM_Close,13.7277
0,2020-02,17,17_KSS_Close,2.543
0,2020-02,18,18_LIN_Close,11.0847
0,2020-02,19,19_LYV_Close,7.39
0,2020-02,20,20_META_Close,9.3665
0,2020-02,21,21_MSFT_Close,7.3677
0,2020-02,22,22_M_Close,2.1711
0,2020-02,23,23_NAVI_Close,2.3538
0,2020-02,24,24_NEE_Close,3.0229
0,2020-02,25,25_NI_Close,1.6917
0,2020-02,26,26_NVDA_Close,-0.8412
0,2020-02,27,27_NWSA_Close,1.4425
0,2020-02,28,28_OI_Close,1.7679
0,2020-02,29,29_PG_Close,9.7239
0,2020-02,30,30_PLD_Close,7.2264
0,2020-02,31,31_PNR_Close,3.2497
0,2020-02,32,32_PNW_Close,6.2589
0,2020-02,33,33_PRGO_Close,5.0626
0,2020-02,34,34_SEE_Close,4.6187
0,2020-02,35,35_STX_Close,7.2724
0,2020-02,36,36_SYF_Close,2.6603
0,2020-02,37,37_Sector_Comm,-6.4635
0,2020-02,38,38_Sector_Disc,-2.7925
0,2020-02,39,39_Sector_Energy,-2.0933
0,2020-02,40,40_Sector_Fin,-2.8113
0,2020-02,41,41_Sector_Health,3.4662
0,2020-02,42,42_Sector_IT,-3.835
0,2020-02,43,43_Sector_Ind,-2.8984
0,2020-02,44,44_Sector_Mat,-2.6207
0,2020-02,45,45_Sector_RE,-4.1119
0,2020-02,46,46_Sector_Staples,-2.5497
0,2020-02,47,47_Sector_Util,-1.646
0,2020-02,48,48_TSLA_Close,-1.1613
0,2020-02,49,49_VNO_Close,9.6375
0,2020-02,50,50_XOM_Close,7.4746
1,2020-03,0,00_AAPL_Close,4.6036
1,2020-03,1,01_AMZN_Close,-3.2985
1,2020-03,2,02_APA_Close,17.7423
1,2020-03,3,03_AVGO_Close,2.7034
1,2020-03,4,04_BIIB_Close,-7.99
1,2020-03,5,05_BXP_Close,26.1605
1,2020-03,6,06_CAG_Close,-1.9842
1,2020-03,7,07_CAT_Close,7.2582
1,2020-03,8,08_CPB_Close,-0.8299
1,2020-03,9,09_DIS_Close,20.5657
1,2020-03,10,10_DOV_Close,17.3531
