t_idx,time_label,node_idx,node_label,z_score_X,z_score_v,local_kl_drift,micro_anomaly_flag
0,2020-02,0,00_AAPL_Close,0.0,0.0,0.0,0
0,2020-02,1,01_AMZN_Close,0.0,0.0,0.0,0
0,2020-02,2,02_APA_Close,0.0,0.0,0.0,0
0,2020-02,3,03_AVGO_Close,0.0,0.0,0.0,0
0,2020-02,4,04_BIIB_Close,0.0,0.0,0.0,0
0,2020-02,5,05_BXP_Close,0.0,0.0,0.0,0
0,2020-02,6,06_CAG_Close,0.0,0.0,0.0,0
0,2020-02,7,07_CAT_Close,0.0,0.0,0.0,0
0,2020-02,8,08_CPB_Close,0.0,0.0,0.0,0
0,2020-02,9,09_DIS_Close,0.0,0.0,0.0,0
0,2020-02,10,10_DOV_Close,0.0,0.0,0.0,0
0,2020-02,11,11_GOOG_Close,0.0,0.0,0.0,0
0,2020-02,12,12_HAL_Close,0.0,0.0,0.0,0
0,2020-02,13,13_HD_Close,0.0,0.0,0.0,0
0,2020-02,14,14_HPQ_Close,0.0,0.0,0.0,0
0,2020-02,15,15_JNJ_Close,0.0,0.0,0.0,0
0,2020-02,16,16_JPM_Close,0.0,0.0,0.0,0
0,2020-02,17,17_KSS_Close,0.0,0.0,0.0,0
0,2020-02,18,18_LIN_Close,0.0,0.0,0.0,0
0,2020-02,19,19_LYV_Close,0.0,0.0,0.0,0
0,2020-02,20,20_META_Close,0.0,0.0,0.0,0
0,2020-02,21,21_MSFT_Close,0.0,0.0,0.0,0
0,2020-02,22,22_M_Close,0.0,0.0,0.0,0
0,2020-02,23,23_NAVI_Close,0.0,0.0,0.0,0
0,2020-02,24,24_NEE_Close,0.0,0.0,0.0,0
0,2020-02,25,25_NI_Close,0.0,0.0,0.0,0
0,2020-02,26,26_NVDA_Close,0.0,0.0,0.0,0
0,2020-02,27,27_NWSA_Close,0.0,0.0,0.0,0
0,2020-02,28,28_OI_Close,0.0,0.0,0.0,0
0,2020-02,29,29_PG_Close,0.0,0.0,0.0,0
0,2020-02,30,30_PLD_Close,0.0,0.0,0.0,0
0,2020-02,31,31_PNR_Close,0.0,0.0,0.0,0
0,2020-02,32,32_PNW_Close,0.0,0.0,0.0,0
0,2020-02,33,33_PRGO_Close,0.0,0.0,0.0,0
0,2020-02,34,34_SEE_Close,0.0,0.0,0.0,0
0,2020-02,35,35_STX_Close,0.0,0.0,0.0,0
0,2020-02,36,36_SYF_Close,0.0,0.0,0.0,0
0,2020-02,37,37_Sector_Comm,0.0,0.0,0.0,0
0,2020-02,38,38_Sector_Disc,0.0,0.0,0.0,0
0,2020-02,39,39_Sector_Energy,0.0,0.0,0.0,0
0,2020-02,40,40_Sector_Fin,0.0,0.0,0.0,0
0,2020-02,41,41_Sector_Health,0.0,0.0,0.0,0
0,2020-02,42,42_Sector_IT,0.0,0.0,0.0,0
0,2020-02,43,43_Sector_Ind,0.0,0.0,0.0,0
0,2020-02,44,44_Sector_Mat,0.0,0.0,0.0,0
0,2020-02,45,45_Sector_RE,0.0,0.0,0.0,0
0,2020-02,46,46_Sector_Staples,0.0,0.0,0.0,0
0,2020-02,47,47_Sector_Util,0.0,0.0,0.0,0
