t_idx,time_label,node_idx,node_label,curvature,density
0,2020-02,0,00_AAPL_Close,0.0,8.5498
0,2020-02,1,01_AMZN_Close,0.0,6.2485
0,2020-02,2,02_APA_Close,0.0,2.1558
0,2020-02,3,03_AVGO_Close,0.0,2.7936
0,2020-02,4,04_BIIB_Close,0.0,39.54
0,2020-02,5,05_BXP_Close,0.0,10.5487
0,2020-02,6,06_CAG_Close,0.0,4.6649
0,2020-02,7,07_CAT_Close,0.0,6.2934
0,2020-02,8,08_CPB_Close,0.0,2.6095
0,2020-02,9,09_DIS_Close,0.0,20.1847
0,2020-02,10,10_DOV_Close,0.0,9.7795
0,2020-02,11,11_GOOG_Close,0.0,4.7064
0,2020-02,12,12_HAL_Close,0.0,4.3249
0,2020-02,13,13_HD_Close,0.0,8.8152
0,2020-02,14,14_HPQ_Close,0.0,0.4243
0,2020-02,15,15_JNJ_Close,0.0,11.3694
0,2020-02,16,16_JPM_Close,0.0,13.7277
0,2020-02,17,17_KSS_Close,0.0,2.543
0,2020-02,18,18_LIN_Close,0.0,11.0847
0,2020-02,19,19_LYV_Close,0.0,7.39
0,2020-02,20,20_META_Close,0.0,9.3665
0,2020-02,21,21_MSFT_Close,0.0,7.3677
0,2020-02,22,22_M_Close,0.0,2.1711
0,2020-02,23,23_NAVI_Close,0.0,2.3538
0,2020-02,24,24_NEE_Close,0.0,3.0229
0,2020-02,25,25_NI_Close,0.0,1.6917
0,2020-02,26,26_NVDA_Close,0.0,0.8412
0,2020-02,27,27_NWSA_Close,0.0,1.4425
0,2020-02,28,28_OI_Close,0.0,1.7679
0,2020-02,29,29_PG_Close,0.0,9.7239
0,2020-02,30,30_PLD_Close,0.0,7.2264
0,2020-02,31,31_PNR_Close,0.0,3.2497
0,2020-02,32,32_PNW_Close,0.0,6.2589
0,2020-02,33,33_PRGO_Close,0.0,5.0626
0,2020-02,34,34_SEE_Close,0.0,4.6187
0,2020-02,35,35_STX_Close,0.0,7.2724
0,2020-02,36,36_SYF_Close,0.0,2.6603
0,2020-02,37,37_Sector_Comm,0.0,43.09
0,2020-02,38,38_Sector_Disc,0.0,20.9391
0,2020-02,39,39_Sector_Energy,0.0,13.9552
0,2020-02,40,40_Sector_Fin,0.0,18.7418
0,2020-02,41,41_Sector_Health,0.0,55.972
0,2020-02,42,42_Sector_IT,0.0,27.249
0,2020-02,43,43_Sector_Ind,0.0,19.3226
0,2020-02,44,44_Sector_Mat,0.0,17.4712
0,2020-02,45,45_Sector_RE,0.0,27.4126
0,2020-02,46,46_Sector_Staples,0.0,16.9982
0,2020-02,47,47_Sector_Util,0.0,10.9736
0,2020-02,48,48_TSLA_Close,0.0,1.1613
0,2020-02,49,49_VNO_Close,0.0,9.6375
0,2020-02,50,50_XOM_Close,0.0,7.4746
1,2020-03,0,00_AAPL_Close,0.0,4.6036
1,2020-03,1,01_AMZN_Close,0.0,3.2985
1,2020-03,2,02_APA_Close,0.0,17.7423
1,2020-03,3,03_AVGO_Close,0.0,2.7034
1,2020-03,4,04_BIIB_Close,0.0,7.99
1,2020-03,5,05_BXP_Close,0.0,26.1605
1,2020-03,6,06_CAG_Close,0.0,1.9842
1,2020-03,7,07_CAT_Close,0.0,7.2582
1,2020-03,8,08_CPB_Close,0.0,0.8299
1,2020-03,9,09_DIS_Close,0.0,20.5657
1,2020-03,10,10_DOV_Close,0.0,17.3531
1,2020-03,11,11_GOOG_Close,0.0,8.7541
1,2020-03,12,12_HAL_Close,0.0,8.9509
1,2020-03,13,13_HD_Close,0.0,25.673
1,2020-03,14,14_HPQ_Close,0.0,2.6154
1,2020-03,15,15_JNJ_Close,0.0,2.8325
1,2020-03,16,16_JPM_Close,0.0,22.032
1,2020-03,17,17_KSS_Close,0.0,16.9671
1,2020-03,18,18_LIN_Close,0.0,15.7267
1,2020-03,19,19_LYV_Close,0.0,15.31
1,2020-03,20,20_META_Close,0.0,25.4701
1,2020-03,21,21_MSFT_Close,0.0,4.0846
1,2020-03,22,22_M_Close,0.0,6.4784
1,2020-03,23,23_NAVI_Close,0.0,2.6446
1,2020-03,24,24_NEE_Close,0.0,2.6126
1,2020-03,25,25_NI_Close,0.0,1.6646
1,2020-03,26,26_NVDA_Close,0.0,0.1611
1,2020-03,27,27_NWSA_Close,0.0,2.82
1,2020-03,28,28_OI_Close,0.0,3.69
1,2020-03,29,29_PG_Close,0.0,2.7575
1,2020-03,30,30_PLD_Close,0.0,2.7227
1,2020-03,31,31_PNR_Close,0.0,8.8403
1,2020-03,32,32_PNW_Close,0.0,10.4569
1,2020-03,33,33_PRGO_Close,0.0,2.1443
1,2020-03,34,34_SEE_Close,0.0,4.8705
1,2020-03,35,35_STX_Close,0.0,1.3197
1,2020-03,36,36_SYF_Close,0.0,11.1765
1,2020-03,37,37_Sector_Comm,0.0,72.9199
1,2020-03,38,38_Sector_Disc,0.0,62.0164
1,2020-03,39,39_Sector_Energy,0.0,36.966
1,2020-03,40,40_Sector_Fin,0.0,35.8532
1,2020-03,41,41_Sector_Health,0.0,12.9668
1,2020-03,42,42_Sector_IT,0.0,15.4878
1,2020-03,43,43_Sector_Ind,0.0,33.4517
1,2020-03,44,44_Sector_Mat,0.0,24.2872
1,2020-03,45,45_Sector_RE,0.0,42.616
1,2020-03,46,46_Sector_Staples,0.0,5.5717
1,2020-03,47,47_Sector_Util,0.0,14.7341
1,2020-03,48,48_TSLA_Close,0.0,9.5993
1,2020-03,49,49_VNO_Close,0.0,13.7328
1,2020-03,50,50_XOM_Close,0.0,10.2729
2,2020-04,0,00_AAPL_Close,10.195148,9.5378
2,2020-04,1,01_AMZN_Close,13.3685,26.214
2,2020-04,2,02_APA_Close,40.975535,7.6467
2,2020-04,3,03_AVGO_Close,5.627211,3.0139
2,2020-04,4,04_BIIB_Close,4.01001,19.55
2,2020-04,5,05_BXP_Close,45.434204,3.6618
2,2020-04,6,06_CAG_Close,5.408333,3.225
2,2020-04,7,07_CAT_Close,9.469719,1.2467
2,2020-04,8,08_CPB_Close,0.920029,3.3493
2,2020-04,9,09_DIS_Close,32.230995,11.2843
2,2020-04,10,10_DOV_Close,33.889473,8.9627
2,2020-04,11,11_GOOG_Close,22.018692,9.2168
2,2020-04,12,12_HAL_Close,16.866048,3.2892
2,2020-04,13,13_HD_Close,71.177246,28.6464
2,2020-04,14,14_HPQ_Close,3.311836,1.4947
2,2020-04,15,15_JNJ_Close,10.284348,15.9887
2,2020-04,16,16_JPM_Close,36.017479,5.6812
2,2020-04,17,17_KSS_Close,34.226262,2.835
2,2020-04,18,18_LIN_Close,30.467239,10.0985
2,2020-04,19,19_LYV_Close,22.639999,0.59
2,2020-04,20,20_META_Close,79.188568,37.6148
2,2020-04,21,21_MSFT_Close,21.22438,20.423
2,2020-04,22,22_M_Close,11.575458,0.7897
2,2020-04,23,23_NAVI_Close,2.965833,0.0303
2,2020-04,24,24_NEE_Close,0.157856,2.0445
2,2020-04,25,25_NI_Close,1.911795,0.2744
2,2020-04,26,26_NVDA_Close,1.877667,0.7142
2,2020-04,27,27_NWSA_Close,5.077261,0.8798
2,2020-04,28,28_OI_Close,6.742149,1.13
2,2020-04,29,29_PG_Close,3.180962,7.3898
2,2020-04,30,30_PLD_Close,5.725952,7.507
2,2020-04,31,31_PNR_Close,19.059933,4.629
2,2020-04,32,32_PNW_Close,15.570808,0.9159
2,2020-04,33,33_PRGO_Close,3.522884,4.2969
2,2020-04,34,34_SEE_Close,8.592937,3.4706
2,2020-04,35,35_STX_Close,8.971588,0.9401
2,2020-04,36,36_SYF_Close,22.871329,3.1786
2,2020-04,37,37_Sector_Comm,161.155516,59.5857
2,2020-04,38,38_Sector_Disc,167.899457,75.6771
2,2020-04,39,39_Sector_Energy,77.395262,17.4184
2,2020-04,40,40_Sector_Fin,61.854641,8.8901
2,2020-04,41,41_Sector_Health,17.817242,39.8356
2,2020-04,42,42_Sector_IT,33.264655,36.1238
2,2020-04,43,43_Sector_Ind,62.419125,14.8384
2,2020-04,44,44_Sector_Mat,45.802326,14.6991
2,2020-04,45,45_Sector_RE,75.00473,17.1853
