t_idx,time_label,component_idx,singular_value,explained_ratio,effective_rank
0,2020-02,0,41.452449,0.240888,11
0,2020-02,1,23.958188,0.139225,11
0,2020-02,2,16.011796,0.093047,11
0,2020-02,3,14.179854,0.082402,11
0,2020-02,4,13.746363,0.079883,11
1,2020-03,0,37.291529,0.173158,11
1,2020-03,1,33.045191,0.15344,11
1,2020-03,2,29.671135,0.137773,11
1,2020-03,3,24.845874,0.115368,11
1,2020-03,4,22.370495,0.103874,11
2,2020-04,0,42.567791,0.223332,11
2,2020-04,1,40.351969,0.211707,11
2,2020-04,2,25.618465,0.134407,11
2,2020-04,3,22.820601,0.119728,11
2,2020-04,4,10.737884,0.056336,11
3,2020-05,0,25.091525,0.224278,11
3,2020-05,1,22.977454,0.205381,11
3,2020-05,2,17.161102,0.153392,11
3,2020-05,3,10.356875,0.092574,11
3,2020-05,4,10.1324,0.090567,11
4,2020-06,0,40.141946,0.312999,11
4,2020-06,1,22.967186,0.179082,11
4,2020-06,2,22.846422,0.178141,11
4,2020-06,3,10.016922,0.078105,11
4,2020-06,4,7.73953,0.060348,11
5,2020-07,0,33.632789,0.204306,11
5,2020-07,1,30.606958,0.185925,11
5,2020-07,2,27.264748,0.165622,11
5,2020-07,3,14.929976,0.090694,11
5,2020-07,4,12.082992,0.073399,11
6,2020-08,0,74.157962,0.36354,11
6,2020-08,1,43.730383,0.214377,11
6,2020-08,2,30.359473,0.148829,11
6,2020-08,3,14.912035,0.073102,11
6,2020-08,4,11.120317,0.054514,11
7,2020-09,0,33.143163,0.264413,11
7,2020-09,1,28.170583,0.224742,11
7,2020-09,2,19.527873,0.155791,11
7,2020-09,3,9.900387,0.078984,11
7,2020-09,4,7.68099,0.061278,11
8,2020-10,0,33.223884,0.28691,11
8,2020-10,1,17.749121,0.153275,11
8,2020-10,2,16.541488,0.142847,11
8,2020-10,3,10.328096,0.08919,11
8,2020-10,4,9.591308,0.082827,11
9,2020-11,0,61.550255,0.263786,11
9,2020-11,1,34.973045,0.149884,11
9,2020-11,2,33.850087,0.145071,11
9,2020-11,3,20.802852,0.089155,11
9,2020-11,4,18.825837,0.080682,11
10,2020-12,0,47.530551,0.3262,11
10,2020-12,1,33.557255,0.230302,11
10,2020-12,2,16.406086,0.112594,11
10,2020-12,3,12.274894,0.084242,11
10,2020-12,4,8.843763,0.060694,11
11,2021-01,0,38.112118,0.254946,11
11,2021-01,1,30.017964,0.200801,11
11,2021-01,2,21.134104,0.141374,11
11,2021-01,3,17.159894,0.114789,11
11,2021-01,4,9.825183,0.065724,11
12,2021-02,0,42.043443,0.238231,11
12,2021-02,1,32.137297,0.1821,11
12,2021-02,2,30.863192,0.17488,11
12,2021-02,3,16.88917,0.095699,11
12,2021-02,4,12.648365,0.071669,11
13,2021-03,0,43.150726,0.233236,11
13,2021-03,1,37.213433,0.201144,11
13,2021-03,2,34.817679,0.188195,11
13,2021-03,3,20.426364,0.110408,11
13,2021-03,4,11.483379,0.062069,11
14,2021-04,0,34.871102,0.246878,11
14,2021-04,1,28.39416,0.201023,11
14,2021-04,2,22.949155,0.162474,11
14,2021-04,3,12.537385,0.088761,11
14,2021-04,4,11.810186,0.083613,11
15,2021-05,0,31.025104,0.276649,11
15,2021-05,1,15.486653,0.138093,11
15,2021-05,2,12.689574,0.113152,11
15,2021-05,3,11.544304,0.10294,11
15,2021-05,4,9.830173,0.087655,11
16,2021-06,0,78.888486,0.402002,11
16,2021-06,1,24.949101,0.127136,11
16,2021-06,2,21.487494,0.109496,11
16,2021-06,3,21.214895,0.108107,11
16,2021-06,4,19.808161,0.100939,11
17,2021-07,0,20.68075,0.160734,11
17,2021-07,1,18.923906,0.14708,11
17,2021-07,2,17.364969,0.134963,11
17,2021-07,3,16.09087,0.125061,11
17,2021-07,4,15.687529,0.121926,11
18,2021-08,0,26.822942,0.222292,11
18,2021-08,1,18.970962,0.15722,11
18,2021-08,2,18.204717,0.15087,11
18,2021-08,3,13.676471,0.113342,11
18,2021-08,4,8.850219,0.073345,11
19,2021-09,0,57.124427,0.270667,11
19,2021-09,1,43.382607,0.205556,11
19,2021-09,2,25.253675,0.119657,11
19,2021-09,3,22.199959,0.105188,11
19,2021-09,4,19.759578,0.093625,11
20,2021-10,0,119.477979,0.404011,11
20,2021-10,1,49.394927,0.167027,11
20,2021-10,2,24.667979,0.083414,11
20,2021-10,3,23.846714,0.080637,11
20,2021-10,4,17.701321,0.059856,11
21,2021-11,0,32.184894,0.219375,11
21,2021-11,1,28.700038,0.195622,11
21,2021-11,2,24.969279,0.170193,11
21,2021-11,3,21.165599,0.144267,11
21,2021-11,4,10.83163,0.073829,11
22,2021-12,0,33.866961,0.184173,11
22,2021-12,1,28.180406,0.153248,11
22,2021-12,2,20.896696,0.113639,11
22,2021-12,3,20.243521,0.110087,11
22,2021-12,4,19.902707,0.108233,11
23,2022-01,0,61.761891,0.276375,11
23,2022-01,1,29.042807,0.129962,11
23,2022-01,2,26.659552,0.119297,11
23,2022-01,3,26.223694,0.117347,11
23,2022-01,4,15.665131,0.070099,11
24,2022-02,0,102.206621,0.399698,11
24,2022-02,1,51.210717,0.200269,11
24,2022-02,2,24.025951,0.093958,11
24,2022-02,3,18.438244,0.072106,11
24,2022-02,4,16.225753,0.063454,11
25,2022-03,0,71.059907,0.323295,11
25,2022-03,1,32.919492,0.149771,11
25,2022-03,2,25.929684,0.11797,11
25,2022-03,3,17.966432,0.08174,11
25,2022-03,4,16.752671,0.076218,11
26,2022-04,0,79.103138,0.320256,11
26,2022-04,1,43.138629,0.174651,11
26,2022-04,2,36.552175,0.147985,11
26,2022-04,3,24.955492,0.101035,11
26,2022-04,4,14.591667,0.059076,11
27,2022-05,0,40.028623,0.247383,11
27,2022-05,1,29.600278,0.182935,11
27,2022-05,2,12.55328,0.077581,11
27,2022-05,3,12.404823,0.076664,11
27,2022-05,4,12.263205,0.075789,11
28,2022-06,0,40.110277,0.165573,11
28,2022-06,1,38.189319,0.157643,11
28,2022-06,2,36.880617,0.152241,11
28,2022-06,3,34.512854,0.142467,11
28,2022-06,4,24.162458,0.099741,11
29,2022-07,0,81.980314,0.364209,11
29,2022-07,1,35.573589,0.158041,11
29,2022-07,2,22.992011,0.102145,11
29,2022-07,3,17.878125,0.079426,11
29,2022-07,4,14.132995,0.062788,11
30,2022-08,0,24.995277,0.183857,11
30,2022-08,1,22.928642,0.168656,11
30,2022-08,2,22.79702,0.167688,11
30,2022-08,3,19.48908,0.143355,11
30,2022-08,4,15.525855,0.114203,11
31,2022-09,0,71.655158,0.271579,11
31,2022-09,1,37.494825,0.142109,11
31,2022-09,2,36.016455,0.136505,11
31,2022-09,3,21.307699,0.080758,11
31,2022-09,4,20.824267,0.078926,11
32,2022-10,0,52.420976,0.192954,11
32,2022-10,1,44.046017,0.162127,11
32,2022-10,2,43.686766,0.160804,11
32,2022-10,3,26.877177,0.098931,11
32,2022-10,4,25.655556,0.094434,11
33,2022-11,0,43.191557,0.191648,11
33,2022-11,1,37.72858,0.167408,11
33,2022-11,2,27.951351,0.124025,11
33,2022-11,3,25.298741,0.112255,11
33,2022-11,4,23.312452,0.103441,11
34,2022-12,0,73.200491,0.411376,11
34,2022-12,1,28.338146,0.159256,11
34,2022-12,2,23.515974,0.132156,11
34,2022-12,3,17.01088,0.095599,11
34,2022-12,4,9.228884,0.051865,11
35,2023-01,0,54.466986,0.259023,11
35,2023-01,1,38.656932,0.183837,11
35,2023-01,2,22.962033,0.109198,11
35,2023-01,3,22.046317,0.104844,11
35,2023-01,4,18.664037,0.088759,11
36,2023-02,0,42.435516,0.263798,11
36,2023-02,1,30.158191,0.187477,11
36,2023-02,2,22.591551,0.140439,11
36,2023-02,3,17.901898,0.111286,11
36,2023-02,4,12.19934,0.075837,11
37,2023-03,0,42.296139,0.256536,11
37,2023-03,1,39.20411,0.237782,11
37,2023-03,2,13.668685,0.082904,11
