t_idx,time_label,node_idx,node_label,ik_suggested_delta,ik_strain_energy
0,2020-02,0,00_AAPL_Close,0.0,499509.2967
0,2020-02,1,01_AMZN_Close,0.0,499509.2967
0,2020-02,2,02_APA_Close,0.0,499509.2967
0,2020-02,3,03_AVGO_Close,0.0,499509.2967
0,2020-02,4,04_BIIB_Close,0.0,499509.2967
0,2020-02,5,05_BXP_Close,0.0,499509.2967
0,2020-02,6,06_CAG_Close,0.0,499509.2967
0,2020-02,7,07_CAT_Close,0.0,499509.2967
0,2020-02,8,08_CPB_Close,0.0,499509.2967
0,2020-02,9,09_DIS_Close,0.0,499509.2967
0,2020-02,10,10_DOV_Close,0.0,499509.2967
0,2020-02,11,11_GOOG_Close,0.0,499509.2967
0,2020-02,12,12_HAL_Close,0.0,499509.2967
0,2020-02,13,13_HD_Close,0.0,499509.2967
0,2020-02,14,14_HPQ_Close,0.0,499509.2967
0,2020-02,15,15_JNJ_Close,0.0,499509.2967
0,2020-02,16,16_JPM_Close,0.0,499509.2967
0,2020-02,17,17_KSS_Close,0.0,499509.2967
0,2020-02,18,18_LIN_Close,0.0,499509.2967
0,2020-02,19,19_LYV_Close,0.0,499509.2967
0,2020-02,20,20_META_Close,0.0,499509.2967
0,2020-02,21,21_MSFT_Close,0.0,499509.2967
0,2020-02,22,22_M_Close,0.0,499509.2967
0,2020-02,23,23_NAVI_Close,0.0,499509.2967
0,2020-02,24,24_NEE_Close,0.0,499509.2967
0,2020-02,25,25_NI_Close,0.0,499509.2967
0,2020-02,26,26_NVDA_Close,999.1185,499509.2967
0,2020-02,27,27_NWSA_Close,0.0,499509.2967
0,2020-02,28,28_OI_Close,0.0,499509.2967
0,2020-02,29,29_PG_Close,0.0,499509.2967
0,2020-02,30,30_PLD_Close,0.0,499509.2967
0,2020-02,31,31_PNR_Close,0.0,499509.2967
0,2020-02,32,32_PNW_Close,0.0,499509.2967
0,2020-02,33,33_PRGO_Close,0.0,499509.2967
0,2020-02,34,34_SEE_Close,0.0,499509.2967
0,2020-02,35,35_STX_Close,0.0,499509.2967
0,2020-02,36,36_SYF_Close,0.0,499509.2967
0,2020-02,37,37_Sector_Comm,0.0,499509.2967
0,2020-02,38,38_Sector_Disc,0.0,499509.2967
0,2020-02,39,39_Sector_Energy,0.0,499509.2967
0,2020-02,40,40_Sector_Fin,0.0,499509.2967
0,2020-02,41,41_Sector_Health,0.0,499509.2967
0,2020-02,42,42_Sector_IT,-27.9435,499509.2967
0,2020-02,43,43_Sector_Ind,0.0,499509.2967
0,2020-02,44,44_Sector_Mat,0.0,499509.2967
0,2020-02,45,45_Sector_RE,0.0,499509.2967
0,2020-02,46,46_Sector_Staples,0.0,499509.2967
0,2020-02,47,47_Sector_Util,0.0,499509.2967
0,2020-02,48,48_TSLA_Close,0.0,499509.2967
0,2020-02,49,49_VNO_Close,0.0,499509.2967
0,2020-02,50,50_XOM_Close,0.0,499509.2967
1,2020-03,0,00_AAPL_Close,0.0,499843.1673
1,2020-03,1,01_AMZN_Close,0.0,499843.1673
1,2020-03,2,02_APA_Close,0.0,499843.1673
1,2020-03,3,03_AVGO_Close,0.0,499843.1673
1,2020-03,4,04_BIIB_Close,0.0,499843.1673
1,2020-03,5,05_BXP_Close,0.0,499843.1673
1,2020-03,6,06_CAG_Close,0.0,499843.1673
1,2020-03,7,07_CAT_Close,0.0,499843.1673
1,2020-03,8,08_CPB_Close,0.0,499843.1673
1,2020-03,9,09_DIS_Close,0.0,499843.1673
1,2020-03,10,10_DOV_Close,0.0,499843.1673
1,2020-03,11,11_GOOG_Close,0.0,499843.1673
1,2020-03,12,12_HAL_Close,0.0,499843.1673
1,2020-03,13,13_HD_Close,0.0,499843.1673
1,2020-03,14,14_HPQ_Close,0.0,499843.1673
1,2020-03,15,15_JNJ_Close,0.0,499843.1673
1,2020-03,16,16_JPM_Close,0.0,499843.1673
1,2020-03,17,17_KSS_Close,0.0,499843.1673
1,2020-03,18,18_LIN_Close,0.0,499843.1673
1,2020-03,19,19_LYV_Close,0.0,499843.1673
1,2020-03,20,20_META_Close,0.0,499843.1673
1,2020-03,21,21_MSFT_Close,0.0,499843.1673
1,2020-03,22,22_M_Close,0.0,499843.1673
1,2020-03,23,23_NAVI_Close,0.0,499843.1673
1,2020-03,24,24_NEE_Close,0.0,499843.1673
1,2020-03,25,25_NI_Close,0.0,499843.1673
1,2020-03,26,26_NVDA_Close,999.7864,499843.1673
1,2020-03,27,27_NWSA_Close,0.0,499843.1673
1,2020-03,28,28_OI_Close,0.0,499843.1673
1,2020-03,29,29_PG_Close,0.0,499843.1673
1,2020-03,30,30_PLD_Close,0.0,499843.1673
1,2020-03,31,31_PNR_Close,0.0,499843.1673
1,2020-03,32,32_PNW_Close,0.0,499843.1673
1,2020-03,33,33_PRGO_Close,0.0,499843.1673
1,2020-03,34,34_SEE_Close,0.0,499843.1673
1,2020-03,35,35_STX_Close,0.0,499843.1673
1,2020-03,36,36_SYF_Close,0.0,499843.1673
1,2020-03,37,37_Sector_Comm,0.0,499843.1673
1,2020-03,38,38_Sector_Disc,0.0,499843.1673
1,2020-03,39,39_Sector_Energy,0.0,499843.1673
1,2020-03,40,40_Sector_Fin,0.0,499843.1673
1,2020-03,41,41_Sector_Health,0.0,499843.1673
1,2020-03,42,42_Sector_IT,10.6566,499843.1673
