t_idx,time_label,src_idx,src_label,tgt_idx,tgt_label,weight,stress
0,2020-02,4,04_BIIB_Close,41,41_Sector_Health,39.54,0.0
0,2020-02,26,26_NVDA_Close,42,42_Sector_IT,0.8412,0.0
0,2020-02,48,48_TSLA_Close,38,38_Sector_Disc,1.1613,0.0
1,2020-03,1,01_AMZN_Close,38,38_Sector_Disc,3.2985,0.0
1,2020-03,4,04_BIIB_Close,41,41_Sector_Health,7.99,0.0
1,2020-03,6,06_CAG_Close,46,46_Sector_Staples,1.9842,0.0
1,2020-03,8,08_CPB_Close,46,46_Sector_Staples,0.8299,0.0
1,2020-03,35,35_STX_Close,42,42_Sector_IT,1.3197,0.0
2,2020-04,0,00_AAPL_Close,42,42_Sector_IT,9.5378,8.167
2,2020-04,1,01_AMZN_Close,38,38_Sector_Disc,26.214,5.8006
2,2020-04,2,02_APA_Close,39,39_Sector_Energy,7.6467,2.2578
2,2020-04,3,03_AVGO_Close,42,42_Sector_IT,3.0139,127.8214
2,2020-04,5,05_BXP_Close,45,45_Sector_RE,3.6618,2.8205
2,2020-04,6,06_CAG_Close,46,46_Sector_Staples,3.225,1.3732
2,2020-04,7,07_CAT_Close,43,43_Sector_Ind,1.2467,16.63
2,2020-04,8,08_CPB_Close,46,46_Sector_Staples,3.3493,2.465
2,2020-04,9,09_DIS_Close,37,37_Sector_Comm,11.2843,166.1761
2,2020-04,10,10_DOV_Close,43,43_Sector_Ind,8.9627,5.9493
2,2020-04,11,11_GOOG_Close,37,37_Sector_Comm,9.2168,7.8795
2,2020-04,12,12_HAL_Close,39,39_Sector_Energy,3.2892,4.2919
2,2020-04,13,13_HD_Close,38,38_Sector_Disc,28.6464,5.4444
2,2020-04,15,15_JNJ_Close,41,41_Sector_Health,15.9887,5.4094
2,2020-04,16,16_JPM_Close,40,40_Sector_Fin,5.6812,5.6745
2,2020-04,17,17_KSS_Close,38,38_Sector_Disc,2.835,1.7457
2,2020-04,18,18_LIN_Close,44,44_Sector_Mat,10.0985,10.1267
2,2020-04,20,20_META_Close,37,37_Sector_Comm,37.6148,6.8349
2,2020-04,21,21_MSFT_Close,42,42_Sector_IT,20.423,15.9292
2,2020-04,22,22_M_Close,38,38_Sector_Disc,0.7897,2.3748
2,2020-04,23,23_NAVI_Close,40,40_Sector_Fin,0.0303,17.3937
2,2020-04,25,25_NI_Close,47,47_Sector_Util,0.2744,143.7669
2,2020-04,26,26_NVDA_Close,42,42_Sector_IT,0.7142,0.7465
2,2020-04,27,27_NWSA_Close,37,37_Sector_Comm,0.8798,4.3719
2,2020-04,28,28_OI_Close,44,44_Sector_Mat,1.13,4.0152
2,2020-04,29,29_PG_Close,46,46_Sector_Staples,7.3898,3.9132
2,2020-04,30,30_PLD_Close,45,45_Sector_RE,7.507,5.5428
