t_idx,time_label,conservation_residual,kl_divergence_drift,z_score_X,z_score_v,anomaly_flag
0,2020-02,0.0,0.0,0.0,0.0,0
1,2020-03,0.0,0.0,0.0,0.0,0
2,2020-04,0.0,0.0,0.8111,2.0653,0
3,2020-05,0.0,0.0,3.5686,0.7337,1
4,2020-06,0.0,0.0,0.8564,1.8518,0
5,2020-07,0.0,0.0,2.6988,1.1696,0
6,2020-08,0.0,0.0,7.2768,2.2232,1
7,2020-09,0.0,0.0,2.5503,2.3737,0
8,2020-10,0.0,0.0,2.6809,2.4842,0
9,2020-11,0.0,0.0,1.4525,3.5074,1
10,2020-12,0.0,0.0,2.4684,2.5093,0
11,2021-01,0.0,0.0,3.7191,4.8428,1
12,2021-02,0.0,0.0,20.4346,5.9832,1
13,2021-03,0.0,0.0,8.029,4.8177,1
14,2021-04,0.0,0.0,4.8688,2.9042,1
15,2021-05,0.0,0.0,6.0827,3.2744,1
16,2021-06,0.0,0.0,6.8612,5.8998,1
17,2021-07,0.0,0.0,4.2242,4.4071,1
18,2021-08,0.0,0.0,2.6597,1.3155,0
19,2021-09,0.0,0.0,11.8479,7.2812,1
20,2021-10,0.0,0.0,11.5187,9.4539,1
21,2021-11,0.0,0.0,13.925,5.6257,1
22,2021-12,0.0,0.0,4.2704,5.3408,1
23,2022-01,0.0,0.0,7.5692,3.4601,1
24,2022-02,0.0,0.0,1.8258,4.8417,1
25,2022-03,0.0,0.0,7.5763,4.1538,1
26,2022-04,0.0,0.0,5.4944,5.7463,1
27,2022-05,0.0,0.0,3.4737,3.8564,1
28,2022-06,0.0,0.0,12.592,4.7599,1
29,2022-07,0.0,0.0,1.7884,3.2737,1
30,2022-08,0.0,0.0,2.6716,3.6352,1
31,2022-09,0.0,0.0,23.3752,6.5375,1
32,2022-10,0.0,0.0,5.6955,6.4068,1
33,2022-11,0.0,0.0,2.6655,2.974,0
34,2022-12,0.0,0.0,4.6098,1.9597,1
35,2023-01,0.0,0.0,3.8116,5.5347,1
36,2023-02,0.0,0.0,4.886,5.0667,1
37,2023-03,0.0,0.0,4.7282,5.0008,1
38,2023-04,0.0,0.0,2.3125,3.5909,1
39,2023-05,0.0,0.0,3.79,3.0823,1
40,2023-06,0.0,0.0,8.2899,3.919,1
41,2023-07,0.0,0.0,5.0328,2.7869,1
42,2023-08,0.0,0.0,1.9376,3.5397,1
43,2023-09,0.0,0.0,9.2926,3.036,1
44,2023-10,0.0,0.0,3.9921,3.9093,1
45,2023-11,0.0,0.0,17.2585,3.0099,1
46,2023-12,0.0,0.0,3.2367,4.8372,1
47,2024-01,0.0,0.0,2.3178,5.558,1
48,2024-02,0.0,0.0,13.868,6.0626,1
49,2024-03,0.0,0.0,6.258,2.2975,1
50,2024-04,0.0,0.0,3.9884,4.0278,1
51,2024-05,0.0,0.0,3.9277,3.4159,1
52,2024-06,0.0,0.0,4.6614,3.7704,1
53,2024-07,0.0,0.1255,2.8037,5.4992,1
54,2024-08,0.0,0.1255,1.7616,2.6731,0
55,2024-09,0.0,0.1255,4.597,4.2356,1
56,2024-10,0.0,0.1255,8.3636,4.6437,1
57,2024-11,0.0,0.1255,9.6174,6.0714,1
58,2024-12,0.0,0.1255,5.0703,5.7624,1
