t_idx,time_label,conservation_residual,kl_divergence_drift,z_score_X,z_score_v,anomaly_flag
0,2024-01-01 10:00:00,0.0,0.0,0.0,0.0,0
1,2024-01-01 10:00:10,0.0,0.0018,0.0,0.0,0
2,2024-01-01 10:00:20,0.0,0.0011,0.0,0.177,0
3,2024-01-01 10:00:30,0.0,0.0011,0.0,1.0378,0
4,2024-01-01 10:00:40,0.0,0.0011,0.0,1.7893,0
5,2024-01-01 10:00:50,0.0,0.0012,0.0,24.0377,1
6,2024-01-01 10:01:00,0.0,0.0013,0.0,11.7703,1
7,2024-01-01 10:01:10,0.0,0.0009,0.0,2.19,0
8,2024-01-01 10:01:20,0.0,0.0012,0.0,4.4686,1
9,2024-01-01 10:01:30,0.0,0.0009,0.0,1.1947,0
10,2024-01-01 10:01:40,0.0,0.0013,0.0,1.3293,0
11,2024-01-01 10:01:50,0.0,0.0011,0.0001,2.5626,0
12,2024-01-01 10:02:00,0.0,0.0012,0.0001,2.4538,0
13,2024-01-01 10:02:10,0.0,0.002,0.0,2.8189,0
14,2024-01-01 10:02:20,0.0,0.0024,0.0,3.6828,1
15,2024-01-01 10:02:30,0.0,0.0017,0.0,1.3907,0
16,2024-01-01 10:02:40,0.0,0.0029,0.0,2.2769,0
17,2024-01-01 10:02:50,0.0,0.0076,0.0,1.4007,0
18,2024-01-01 10:03:00,0.0,0.0113,0.0001,3.7943,1
19,2024-01-01 10:03:10,0.0,0.0092,0.0,1.4558,0
20,2024-01-01 10:03:20,0.0,0.0019,0.0,1.991,0
21,2024-01-01 10:03:30,0.0,0.0038,0.0,0.7517,0
22,2024-01-01 10:03:40,0.0,0.0019,0.0,2.4217,0
23,2024-01-01 10:03:50,0.0,0.0019,0.0,1.4376,0
24,2024-01-01 10:04:00,0.0,0.0017,0.0,1.9913,0
25,2024-01-01 10:04:10,0.0,0.0015,0.0,2.4149,0
26,2024-01-01 10:04:20,0.0,0.0024,0.0,2.0286,0
27,2024-01-01 10:04:30,0.0,0.0019,0.0001,2.833,0
28,2024-01-01 10:04:40,0.0,0.0018,0.0,1.9781,0
29,2024-01-01 10:04:50,0.0,0.0011,0.0,1.1763,0
30,2024-01-01 10:05:00,0.0,1.3291,0.0,1.3008,0
31,2024-01-01 10:05:10,0.0,1.1419,0.0,1.3143,0
32,2024-01-01 10:05:20,0.0,1.0711,0.0,3.0089,1
33,2024-01-01 10:05:30,0.0,0.9118,0.0,2.0203,0
34,2024-01-01 10:05:40,0.0,0.7714,0.0,0.6992,0
35,2024-01-01 10:05:50,0.0,0.7951,0.0,0.5091,0
36,2024-01-01 10:06:00,0.0,1.0508,0.0,2.5456,0
37,2024-01-01 10:06:10,0.0,1.4383,0.0,1.4654,0
38,2024-01-01 10:06:20,0.0,1.7696,0.0,0.6905,0
39,2024-01-01 10:06:30,0.0,1.7314,0.0,0.7324,0
40,2024-01-01 10:06:40,0.0,1.616,0.0,0.3108,0
41,2024-01-01 10:06:50,0.0,1.4524,0.0,1.7058,0
42,2024-01-01 10:07:00,0.0,1.3565,0.0,1.2651,0
43,2024-01-01 10:07:10,0.0,1.1566,0.0,0.5195,0
44,2024-01-01 10:07:20,0.0,0.9328,0.0,1.1985,0
45,2024-01-01 10:07:30,0.0,0.8096,0.0,0.8047,0
46,2024-01-01 10:07:40,0.0,0.9026,0.0,1.9904,0
47,2024-01-01 10:07:50,0.0,1.1137,0.0,2.6548,0
48,2024-01-01 10:08:00,0.0,1.1905,0.0,1.5409,0
49,2024-01-01 10:08:10,0.0,1.0289,0.0,1.0784,0
50,2024-01-01 10:08:20,0.0,0.7326,0.0,1.9831,0
51,2024-01-01 10:08:30,0.0,0.4975,0.0,1.6788,0
52,2024-01-01 10:08:40,0.0,0.3921,0.0,1.4346,0
53,2024-01-01 10:08:50,0.0,0.2881,0.0,2.1153,0
54,2024-01-01 10:09:00,0.0,0.1749,0.0,0.8552,0
55,2024-01-01 10:09:10,0.0,0.1045,0.0,1.7262,0
56,2024-01-01 10:09:20,0.0,0.1174,0.0,1.9625,0
57,2024-01-01 10:09:30,0.0,0.2098,0.0,3.2771,1
58,2024-01-01 10:09:40,0.0,0.3507,0.0,1.6699,0
59,2024-01-01 10:09:50,0.0,0.4261,0.0,1.1382,0
