t_idx,time_label,component_idx,singular_value,explained_ratio,effective_rank
0,2024-01-01 10:00:00,0,2150.64915,0.499977,5
0,2024-01-01 10:00:00,1,562.388174,0.130742,5
0,2024-01-01 10:00:00,2,537.786283,0.125023,5
0,2024-01-01 10:00:00,3,536.725743,0.124776,5
0,2024-01-01 10:00:00,4,513.949267,0.119481,5
1,2024-01-01 10:00:10,0,2486.699208,0.500007,5
1,2024-01-01 10:00:10,1,639.214305,0.128528,5
1,2024-01-01 10:00:10,2,625.636961,0.125798,5
1,2024-01-01 10:00:10,3,623.19427,0.125307,5
1,2024-01-01 10:00:10,4,598.585045,0.120359,5
2,2024-01-01 10:00:20,0,2726.773226,0.49997,5
2,2024-01-01 10:00:20,1,701.94341,0.128706,5
2,2024-01-01 10:00:20,2,689.015339,0.126335,5
2,2024-01-01 10:00:20,3,672.031603,0.123221,5
2,2024-01-01 10:00:20,4,664.108324,0.121768,5
3,2024-01-01 10:00:30,0,2800.671586,0.49999,5
3,2024-01-01 10:00:30,1,718.263686,0.128228,5
3,2024-01-01 10:00:30,2,705.522445,0.125953,5
3,2024-01-01 10:00:30,3,699.02271,0.124793,5
3,2024-01-01 10:00:30,4,677.9763,0.121036,5
4,2024-01-01 10:00:40,0,2746.807765,0.499981,5
4,2024-01-01 10:00:40,1,710.192908,0.129271,5
4,2024-01-01 10:00:40,2,694.260497,0.126371,5
4,2024-01-01 10:00:40,3,677.151235,0.123257,5
4,2024-01-01 10:00:40,4,665.410418,0.12112,5
5,2024-01-01 10:00:50,0,2527.715415,0.499933,5
5,2024-01-01 10:00:50,1,647.400591,0.128043,5
5,2024-01-01 10:00:50,2,636.002543,0.125789,5
5,2024-01-01 10:00:50,3,630.412201,0.124683,5
5,2024-01-01 10:00:50,4,614.574411,0.121551,5
6,2024-01-01 10:01:00,0,2350.687437,0.500033,5
6,2024-01-01 10:01:00,1,604.257587,0.128536,5
6,2024-01-01 10:01:00,2,598.153214,0.127238,5
6,2024-01-01 10:01:00,3,578.940926,0.123151,5
6,2024-01-01 10:01:00,4,569.027118,0.121042,5
7,2024-01-01 10:01:10,0,2199.197618,0.499965,5
7,2024-01-01 10:01:10,1,565.269076,0.128508,5
7,2024-01-01 10:01:10,2,555.710453,0.126335,5
7,2024-01-01 10:01:10,3,547.312764,0.124426,5
7,2024-01-01 10:01:10,4,531.213453,0.120766,5
8,2024-01-01 10:01:20,0,2149.980504,0.500035,5
8,2024-01-01 10:01:20,1,549.349567,0.127766,5
8,2024-01-01 10:01:20,2,544.612714,0.126664,5
8,2024-01-01 10:01:20,3,535.134935,0.12446,5
8,2024-01-01 10:01:20,4,520.581537,0.121075,5
9,2024-01-01 10:01:30,0,2193.758321,0.499994,5
9,2024-01-01 10:01:30,1,566.345925,0.12908,5
9,2024-01-01 10:01:30,2,555.327392,0.126568,5
9,2024-01-01 10:01:30,3,547.286432,0.124736,5
9,2024-01-01 10:01:30,4,524.854182,0.119623,5
10,2024-01-01 10:01:40,0,2291.952754,0.49992,5
10,2024-01-01 10:01:40,1,593.071023,0.12936,5
10,2024-01-01 10:01:40,2,584.970269,0.127593,5
10,2024-01-01 10:01:40,3,560.529846,0.122262,5
10,2024-01-01 10:01:40,4,554.11855,0.120864,5
11,2024-01-01 10:01:50,0,2381.452643,0.500032,5
11,2024-01-01 10:01:50,1,612.634912,0.128634,5
11,2024-01-01 10:01:50,2,596.613063,0.12527,5
11,2024-01-01 10:01:50,3,589.402851,0.123756,5
11,2024-01-01 10:01:50,4,582.501199,0.122307,5
12,2024-01-01 10:02:00,0,2398.063895,0.500004,5
12,2024-01-01 10:02:00,1,621.493736,0.129583,5
12,2024-01-01 10:02:00,2,608.588054,0.126892,5
12,2024-01-01 10:02:00,3,590.817869,0.123187,5
12,2024-01-01 10:02:00,4,577.130025,0.120333,5
13,2024-01-01 10:02:10,0,2261.039835,0.499936,5
13,2024-01-01 10:02:10,1,593.450636,0.131217,5
13,2024-01-01 10:02:10,2,570.310368,0.126101,5
13,2024-01-01 10:02:10,3,555.063095,0.122729,5
13,2024-01-01 10:02:10,4,542.799139,0.120018,5
14,2024-01-01 10:02:20,0,2017.156083,0.500015,5
14,2024-01-01 10:02:20,1,529.391635,0.131226,5
14,2024-01-01 10:02:20,2,516.489422,0.128028,5
14,2024-01-01 10:02:20,3,491.839503,0.121918,5
