src_idx,src_label,tgt_idx,tgt_label,optimal_lag,max_correlation
0,Motor_Cortex,0,Motor_Cortex,0,1.0
0,Motor_Cortex,1,Parietal_Lobe,58,1.0
0,Motor_Cortex,2,Prefrontal_Cortex,58,1.0
0,Motor_Cortex,3,Temporal_Lobe,28,0.2951
0,Motor_Cortex,4,Visual_Cortex,57,0.8406
1,Parietal_Lobe,0,Motor_Cortex,57,0.8378
1,Parietal_Lobe,1,Parietal_Lobe,0,1.0
1,Parietal_Lobe,2,Prefrontal_Cortex,58,1.0
1,Parietal_Lobe,3,Temporal_Lobe,7,0.2622
1,Parietal_Lobe,4,Visual_Cortex,55,0.6987
2,Prefrontal_Cortex,0,Motor_Cortex,58,1.0
2,Prefrontal_Cortex,1,Parietal_Lobe,57,0.9946
2,Prefrontal_Cortex,2,Prefrontal_Cortex,0,1.0
2,Prefrontal_Cortex,3,Temporal_Lobe,22,0.3377
2,Prefrontal_Cortex,4,Visual_Cortex,58,1.0
3,Temporal_Lobe,0,Motor_Cortex,57,0.8892
3,Temporal_Lobe,1,Parietal_Lobe,58,1.0
3,Temporal_Lobe,2,Prefrontal_Cortex,58,1.0
3,Temporal_Lobe,3,Temporal_Lobe,0,1.0
3,Temporal_Lobe,4,Visual_Cortex,56,0.8142
4,Visual_Cortex,0,Motor_Cortex,58,1.0
4,Visual_Cortex,1,Parietal_Lobe,52,0.569
4,Visual_Cortex,2,Prefrontal_Cortex,57,0.8088
4,Visual_Cortex,3,Temporal_Lobe,9,0.4494
4,Visual_Cortex,4,Visual_Cortex,0,1.0
