t_idx,time_label,component_idx,node_idx,node_label,eigenvalue,explained_variance_ratio,vector_value
0,2024-01-01 10:00:00,0,0,00_Motor_Cortex,0.0,0.0,0.0
0,2024-01-01 10:00:00,0,1,01_Parietal_Lobe,0.0,0.0,0.0
0,2024-01-01 10:00:00,0,2,02_Prefrontal_Cortex,0.0,0.0,0.0
0,2024-01-01 10:00:00,0,3,03_Temporal_Lobe,0.0,0.0,0.0
0,2024-01-01 10:00:00,0,4,04_Visual_Cortex,0.0,0.0,0.0
0,2024-01-01 10:00:00,1,0,00_Motor_Cortex,0.0,0.0,0.0
0,2024-01-01 10:00:00,1,1,01_Parietal_Lobe,0.0,0.0,0.0
0,2024-01-01 10:00:00,1,2,02_Prefrontal_Cortex,0.0,0.0,0.0
0,2024-01-01 10:00:00,1,3,03_Temporal_Lobe,0.0,0.0,0.0
0,2024-01-01 10:00:00,1,4,04_Visual_Cortex,0.0,0.0,0.0
0,2024-01-01 10:00:00,2,0,00_Motor_Cortex,0.0,0.0,0.0
0,2024-01-01 10:00:00,2,1,01_Parietal_Lobe,0.0,0.0,0.0
0,2024-01-01 10:00:00,2,2,02_Prefrontal_Cortex,0.0,0.0,0.0
0,2024-01-01 10:00:00,2,3,03_Temporal_Lobe,0.0,0.0,0.0
0,2024-01-01 10:00:00,2,4,04_Visual_Cortex,0.0,0.0,0.0
1,2024-01-01 10:00:10,0,0,00_Motor_Cortex,0.0,0.0,0.0
1,2024-01-01 10:00:10,0,1,01_Parietal_Lobe,0.0,0.0,0.0
1,2024-01-01 10:00:10,0,2,02_Prefrontal_Cortex,0.0,0.0,0.0
1,2024-01-01 10:00:10,0,3,03_Temporal_Lobe,0.0,0.0,0.0
1,2024-01-01 10:00:10,0,4,04_Visual_Cortex,0.0,0.0,0.0
1,2024-01-01 10:00:10,1,0,00_Motor_Cortex,0.0,0.0,0.0
1,2024-01-01 10:00:10,1,1,01_Parietal_Lobe,0.0,0.0,0.0
1,2024-01-01 10:00:10,1,2,02_Prefrontal_Cortex,0.0,0.0,0.0
1,2024-01-01 10:00:10,1,3,03_Temporal_Lobe,0.0,0.0,0.0
1,2024-01-01 10:00:10,1,4,04_Visual_Cortex,0.0,0.0,0.0
1,2024-01-01 10:00:10,2,0,00_Motor_Cortex,0.0,0.0,0.0
1,2024-01-01 10:00:10,2,1,01_Parietal_Lobe,0.0,0.0,0.0
1,2024-01-01 10:00:10,2,2,02_Prefrontal_Cortex,0.0,0.0,0.0
1,2024-01-01 10:00:10,2,3,03_Temporal_Lobe,0.0,0.0,0.0
1,2024-01-01 10:00:10,2,4,04_Visual_Cortex,0.0,0.0,0.0
2,2024-01-01 10:00:20,0,0,00_Motor_Cortex,21454.6102,1.0,0.291148
2,2024-01-01 10:00:20,0,1,01_Parietal_Lobe,21454.6102,1.0,-0.081827
2,2024-01-01 10:00:20,0,2,02_Prefrontal_Cortex,21454.6102,1.0,-0.424629
2,2024-01-01 10:00:20,0,3,03_Temporal_Lobe,21454.6102,1.0,0.701391
