t_idx,time_label,node_idx,node_label,account_category,z_score_X,z_score_v,local_kl_drift,micro_anomaly_flag
0,2024-01-01 10:00:00,0,00_Motor_Cortex,Unknown,0.0,0.0,0.0,0
0,2024-01-01 10:00:00,1,01_Parietal_Lobe,Unknown,0.0,0.0,0.0,0
0,2024-01-01 10:00:00,2,02_Prefrontal_Cortex,Unknown,0.0,0.0,0.0,0
0,2024-01-01 10:00:00,3,03_Temporal_Lobe,Unknown,0.0,0.0,0.0,0
0,2024-01-01 10:00:00,4,04_Visual_Cortex,Unknown,0.0,0.0,0.0,0
1,2024-01-01 10:00:10,0,00_Motor_Cortex,Unknown,0.0,0.0,0.0001,0
1,2024-01-01 10:00:10,1,01_Parietal_Lobe,Unknown,0.0,0.0,0.0001,0
1,2024-01-01 10:00:10,2,02_Prefrontal_Cortex,Unknown,0.0,0.0,0.0001,0
1,2024-01-01 10:00:10,3,03_Temporal_Lobe,Unknown,0.0,0.0,0.0003,0
1,2024-01-01 10:00:10,4,04_Visual_Cortex,Unknown,0.0,0.0,0.0,0
2,2024-01-01 10:00:20,0,00_Motor_Cortex,Unknown,0.942,0.942,0.0001,0
2,2024-01-01 10:00:20,1,01_Parietal_Lobe,Unknown,1.7655,1.765,0.0001,0
2,2024-01-01 10:00:20,2,02_Prefrontal_Cortex,Unknown,0.9871,0.9872,0.0001,0
2,2024-01-01 10:00:20,3,03_Temporal_Lobe,Unknown,0.8947,0.8947,0.0,0
2,2024-01-01 10:00:20,4,04_Visual_Cortex,Unknown,7.9689,7.9624,0.0,1
3,2024-01-01 10:00:30,0,00_Motor_Cortex,Unknown,0.4905,0.4915,0.0001,0
3,2024-01-01 10:00:30,1,01_Parietal_Lobe,Unknown,1.5625,1.56,0.0001,0
3,2024-01-01 10:00:30,2,02_Prefrontal_Cortex,Unknown,1.9883,1.9883,0.0001,0
3,2024-01-01 10:00:30,3,03_Temporal_Lobe,Unknown,0.6202,0.6196,0.0001,0
3,2024-01-01 10:00:30,4,04_Visual_Cortex,Unknown,1.3847,1.3844,0.0001,0
4,2024-01-01 10:00:40,0,00_Motor_Cortex,Unknown,1.9202,1.9214,0.0,0
