t_idx,time_label,node_idx,node_label,optimal_input_u,state_error_x
0,2024-01-01T10:00:00,0,Motor_Cortex,0.0,44.24
0,2024-01-01T10:00:00,1,Parietal_Lobe,0.0,42.76
0,2024-01-01T10:00:00,2,Prefrontal_Cortex,0.0,973.02
0,2024-01-01T10:00:00,3,Temporal_Lobe,391.8116,48.93
0,2024-01-01T10:00:00,4,Visual_Cortex,0.0,20.47
1,2024-01-01T10:00:10,0,Motor_Cortex,0.0,44.53
1,2024-01-01T10:00:10,1,Parietal_Lobe,0.0,16.87
1,2024-01-01T10:00:10,2,Prefrontal_Cortex,0.0,1065.3
1,2024-01-01T10:00:10,3,Temporal_Lobe,394.7688,35.1
1,2024-01-01T10:00:10,4,Visual_Cortex,0.0,2.54
2,2024-01-01T10:00:20,0,Motor_Cortex,0.0,16.08
2,2024-01-01T10:00:20,1,Parietal_Lobe,0.0,13.76
2,2024-01-01T10:00:20,2,Prefrontal_Cortex,0.0,1069.66
2,2024-01-01T10:00:20,3,Temporal_Lobe,401.5046,34.67
2,2024-01-01T10:00:20,4,Visual_Cortex,0.0,32.67
3,2024-01-01T10:00:30,0,Motor_Cortex,0.0,55.62
3,2024-01-01T10:00:30,1,Parietal_Lobe,0.0,37.18
3,2024-01-01T10:00:30,2,Prefrontal_Cortex,0.0,1027.25
3,2024-01-01T10:00:30,3,Temporal_Lobe,398.4292,9.38
3,2024-01-01T10:00:30,4,Visual_Cortex,0.0,74.93
4,2024-01-01T10:00:40,0,Motor_Cortex,0.0,31.69
4,2024-01-01T10:00:40,1,Parietal_Lobe,0.0,12.37
4,2024-01-01T10:00:40,2,Prefrontal_Cortex,0.0,962.95
4,2024-01-01T10:00:40,3,Temporal_Lobe,399.1109,16.27
4,2024-01-01T10:00:40,4,Visual_Cortex,0.0,34.0
5,2024-01-01T10:00:50,0,Motor_Cortex,0.0,18.73
5,2024-01-01T10:00:50,1,Parietal_Lobe,0.0,38.71
5,2024-01-01T10:00:50,2,Prefrontal_Cortex,0.0,1026.29
5,2024-01-01T10:00:50,3,Temporal_Lobe,397.8047,33.36
5,2024-01-01T10:00:50,4,Visual_Cortex,0.0,50.37
6,2024-01-01T10:01:00,0,Motor_Cortex,0.0,12.69
6,2024-01-01T10:01:00,1,Parietal_Lobe,0.0,21.62
