t_idx,src_idx,tgt_idx,value
E_000001,ACC_Sales_Revenue,ACC_Accounts_Receivable,756.96
E_000002,ACC_Inventory,ACC_COGS,447.99
E_000003,ACC_Sales_Revenue,ACC_Accounts_Receivable,1036.59
E_000004,ACC_Inventory,ACC_COGS,490.79
E_000005,ACC_Sales_Revenue,ACC_Accounts_Receivable,1471.19
E_000006,ACC_Inventory,ACC_COGS,887.14
E_000007,ACC_Accounts_Payable,ACC_Inventory,11648.77
E_000008,ACC_Cash,ACC_Travel_Exp,285.81
E_000009,ACC_Sales_Revenue,ACC_Accounts_Receivable,1504.62
E_000010,ACC_Inventory,ACC_COGS,829.96
E_000011,ACC_Sales_Revenue,ACC_Accounts_Receivable,1087.44
E_000012,ACC_Inventory,ACC_COGS,668.56
E_000013,ACC_Sales_Revenue,ACC_Accounts_Receivable,663.03
E_000014,ACC_Inventory,ACC_COGS,309.06
E_000015,ACC_Sales_Revenue,ACC_Accounts_Receivable,664.64
E_000016,ACC_Inventory,ACC_COGS,417.16
E_000017,ACC_Sales_Revenue,ACC_Accounts_Receivable,664.03
E_000018,ACC_Inventory,ACC_COGS,333.39
E_000019,ACC_Sales_Revenue,ACC_Accounts_Receivable,881.3
E_000020,ACC_Inventory,ACC_COGS,554.38
E_000021,ACC_Cash,ACC_Travel_Exp,1021.57
E_000022,ACC_Sales_Revenue,ACC_Accounts_Receivable,401.27
E_000023,ACC_Inventory,ACC_COGS,233.19
E_000024,ACC_Sales_Revenue,ACC_Accounts_Receivable,638.87
E_000025,ACC_Inventory,ACC_COGS,343.6
E_000026,ACC_Cash,ACC_Travel_Exp,675.89
E_000027,ACC_Sales_Revenue,ACC_Accounts_Receivable,907.15
E_000028,ACC_Inventory,ACC_COGS,588.58
E_000029,ACC_Sales_Revenue,ACC_Accounts_Receivable,556.35
E_000030,ACC_Inventory,ACC_COGS,282.9
E_000031,ACC_Sales_Revenue,ACC_Accounts_Receivable,454.72
E_000032,ACC_Inventory,ACC_COGS,188.14
E_000033,ACC_Sales_Revenue,ACC_Accounts_Receivable,730.92
E_000034,ACC_Inventory,ACC_COGS,479.92
E_000035,ACC_Sales_Revenue,ACC_Accounts_Receivable,821.9
E_000036,ACC_Inventory,ACC_COGS,397.3
E_000037,ACC_Sales_Revenue,ACC_Accounts_Receivable,452.47
E_000038,ACC_Inventory,ACC_COGS,203.07
E_000039,ACC_Sales_Revenue,ACC_Accounts_Receivable,643.46
E_000040,ACC_Inventory,ACC_COGS,308.92
E_000041,ACC_Cash,ACC_Travel_Exp,772.92
E_000042,ACC_Sales_Revenue,ACC_Accounts_Receivable,504.83
E_000043,ACC_Inventory,ACC_COGS,282.83
E_000044,ACC_Sales_Revenue,ACC_Accounts_Receivable,929.73
E_000045,ACC_Inventory,ACC_COGS,477.73
E_000046,ACC_Sales_Revenue,ACC_Accounts_Receivable,629.14
E_000047,ACC_Inventory,ACC_COGS,356.78
E_000048,ACC_Sales_Revenue,ACC_Accounts_Receivable,628.87
E_000049,ACC_Inventory,ACC_COGS,262.1
E_000050,ACC_Sales_Revenue,ACC_Accounts_Receivable,1678.28
E_000051,ACC_Inventory,ACC_COGS,830.14
E_000052,ACC_Sales_Revenue,ACC_Accounts_Receivable,795.69
E_000053,ACC_Inventory,ACC_COGS,536.25
E_000054,ACC_Accounts_Payable,ACC_Inventory,10413.43
E_000055,ACC_Sales_Revenue,ACC_Accounts_Receivable,490.92
E_000056,ACC_Inventory,ACC_COGS,326.66
E_000057,ACC_Sales_Revenue,ACC_Accounts_Receivable,869.71
E_000058,ACC_Inventory,ACC_COGS,416.99
E_000059,ACC_Sales_Revenue,ACC_Accounts_Receivable,365.31
E_000060,ACC_Inventory,ACC_COGS,205.19
E_000061,ACC_Sales_Revenue,ACC_Accounts_Receivable,470.28
E_000062,ACC_Inventory,ACC_COGS,314.78
E_000063,ACC_Sales_Revenue,ACC_Accounts_Receivable,1074.92
E_000064,ACC_Inventory,ACC_COGS,474.58
E_000065,ACC_Sales_Revenue,ACC_Accounts_Receivable,856.76
E_000066,ACC_Inventory,ACC_COGS,354.81
E_000067,ACC_Sales_Revenue,ACC_Accounts_Receivable,763.84
E_000068,ACC_Inventory,ACC_COGS,342.2
E_000069,ACC_Sales_Revenue,ACC_Accounts_Receivable,709.22
E_000070,ACC_Inventory,ACC_COGS,297.2
E_000071,ACC_Sales_Revenue,ACC_Accounts_Receivable,599.85
E_000072,ACC_Inventory,ACC_COGS,285.18
E_000073,ACC_Sales_Revenue,ACC_Accounts_Receivable,665.38
E_000074,ACC_Inventory,ACC_COGS,268.44
E_000075,ACC_Sales_Revenue,ACC_Accounts_Receivable,1221.04
E_000076,ACC_Inventory,ACC_COGS,812.52
E_000077,ACC_Sales_Revenue,ACC_Accounts_Receivable,395.2
E_000078,ACC_Inventory,ACC_COGS,171.31
E_000079,ACC_Sales_Revenue,ACC_Accounts_Receivable,910.73
E_000080,ACC_Inventory,ACC_COGS,365.18
E_000081,ACC_Sales_Revenue,ACC_Accounts_Receivable,685.8
E_000082,ACC_Inventory,ACC_COGS,328.51
E_000083,ACC_Sales_Revenue,ACC_Accounts_Receivable,610.23
E_000084,ACC_Inventory,ACC_COGS,337.03
E_000085,ACC_Cash,ACC_Travel_Exp,777.57
E_000086,ACC_Sales_Revenue,ACC_Accounts_Receivable,1208.35
E_000087,ACC_Inventory,ACC_COGS,704.09
E_000088,ACC_Sales_Revenue,ACC_Accounts_Receivable,1161.1
E_000089,ACC_Inventory,ACC_COGS,520.71
E_000090,ACC_Sales_Revenue,ACC_Accounts_Receivable,571.88
E_000091,ACC_Inventory,ACC_COGS,386.33
E_000092,ACC_Sales_Revenue,ACC_Accounts_Receivable,706.93
E_000093,ACC_Inventory,ACC_COGS,286.9
E_000094,ACC_Sales_Revenue,ACC_Accounts_Receivable,1181.84
E_000095,ACC_Inventory,ACC_COGS,758.78
E_000096,ACC_Sales_Revenue,ACC_Accounts_Receivable,660.46
E_000097,ACC_Inventory,ACC_COGS,438.15
E_000098,ACC_Sales_Revenue,ACC_Accounts_Receivable,742.74
E_000099,ACC_Inventory,ACC_COGS,460.18
E_000100,ACC_Sales_Revenue,ACC_Accounts_Receivable,513.93
E_000101,ACC_Inventory,ACC_COGS,322.84
E_000102,ACC_Sales_Revenue,ACC_Accounts_Receivable,1107.24
E_000103,ACC_Inventory,ACC_COGS,757.41
E_000104,ACC_Sales_Revenue,ACC_Accounts_Receivable,1376.24
E_000105,ACC_Inventory,ACC_COGS,910.7
