t_idx,time_label,gross_activity_U,entropy_S,temperature_T,work_W,heat_Q,grad_T,free_energy_F
0,2000-10,155.2401,0.1929,0.0,0.7911,74.2601,0.0,155.2401
1,2000-11,66.5325,-0.0389,107.4146,3.2927,-107.3401,0.0,70.7098
2,2000-12,175.6402,-0.129,108.7194,-10.5482,119.7802,0.0,189.6616
3,2001-01,265.52,0.8737,121.9666,9.7593,40.6999,0.0,158.9633
4,2001-02,90.8095,0.1946,140.6939,-3.9596,-172.1,0.0,63.4307
5,2001-03,8.4001,0.1302,132.1154,0.2084,46.5601,0.0,-8.7961
6,2001-04,348.4801,0.0956,155.7139,1.5916,168.74,0.0,333.5875
7,2001-05,186.4801,-0.0058,147.7324,2.457,-82.97,0.0,187.3315
8,2001-06,102.7402,0.6296,139.5034,-5.0345,-37.4999,0.0,14.9084
9,2001-07,143.36,0.4918,132.5941,1.439,18.1899,0.0,78.1514
10,2001-08,16.66,-0.0045,130.4412,1.4671,-64.3,0.0,17.2475
11,2001-09,26.4637,0.9636,130.5707,-4.3458,-15.19,0.0,-99.3592
12,2001-10,203.2603,0.1361,128.5275,0.617,111.6801,0.0,185.7715
13,2001-11,326.0789,0.1739,141.0128,0.9821,60.7298,0.0,301.5554
14,2001-12,188.8601,-0.0396,131.2778,2.8286,-71.0399,0.0,194.0589
15,2002-01,133.3903,0.3192,130.348,-0.0807,-26.71,0.0,91.7875
16,2002-02,127.2601,-0.2967,125.2447,1.981,-5.59,0.0,164.4151
17,2002-03,260.7995,0.3714,113.1518,3.4036,64.13,0.0,218.7772
18,2002-04,31.0567,0.2458,111.1012,-3.7399,-110.93,0.0,3.7465
19,2002-05,145.82,-0.0883,96.0268,-3.5984,60.3899,0.0,154.301
20,2002-06,18.4701,-0.0416,100.635,3.5291,-67.44,0.0,22.661
21,2002-07,13.3801,1.8117,105.2197,-1.9673,-0.88,0.0,-177.2503
22,2002-08,182.0801,0.1705,106.3392,1.818,82.55,0.0,163.9499
23,2002-09,39.6813,0.149,110.8365,-1.9919,-105.14,0.0,23.1694
24,2002-10,307.1,0.0192,113.1349,-1.4387,171.27,0.0,304.9335
25,2002-11,270.7495,-0.155,116.9938,2.0741,-19.73,0.0,288.887
26,2002-12,56.7001,0.1006,107.2162,-0.8482,-107.14,0.0,45.9146
27,2003-01,134.8707,0.9417,106.5712,8.4788,32.07,0.0,34.5077
28,2003-02,146.9401,-0.8929,106.7325,-4.221,9.87,0.0,242.2365
29,2003-03,179.04,-1.5556,108.2589,-9.6845,21.48,0.0,347.4468
30,2003-04,303.0201,0.0846,113.218,-0.6676,61.81,0.0,293.4439
31,2003-05,270.5692,-1.2068,114.2255,9.4205,-22.0699,0.0,408.4168
32,2003-06,191.68,0.4452,114.6439,-3.0246,-35.6601,0.0,140.6461
33,2003-07,204.2925,1.6251,107.6259,2.6581,4.6,0.0,29.395
34,2003-08,207.7201,-0.31,97.4223,-0.6476,1.89,0.0,237.9235
35,2003-09,141.2182,0.6314,98.1165,-3.44,-29.6401,0.0,79.2703
36,2003-10,278.8471,0.2301,77.8203,1.3205,66.68,0.0,260.9413
37,2003-11,187.0945,-0.0126,71.6187,2.0276,-47.35,0.0,187.999
38,2003-12,281.1313,0.2327,72.3751,0.749,46.3301,0.0,264.2929
39,2004-01,209.079,0.2782,58.7702,-1.2929,-34.4101,0.0,192.7267
40,2004-02,197.1406,0.9102,53.2557,-0.563,-5.5,0.0,148.6648
41,2004-03,138.1901,0.0938,54.3361,1.8162,-32.2399,0.0,133.0957
42,2004-04,135.5803,0.5679,57.4704,-0.0687,-0.5799,0.0,102.9411
43,2004-05,202.5845,0.4591,49.9015,1.7749,32.4899,0.0,179.6727
44,2004-06,205.3799,-33.5353,46.4217,-7.3331,6.7799,0.0,1762.1465
45,2004-07,105.1987,-0.2115,54.5686,10.4402,-59.3799,0.0,116.7413
46,2004-08,174.3001,-0.3506,54.5915,-7.5741,41.64,0.0,193.4396
47,2004-09,201.943,1.3402,54.6731,6.5582,7.9199,0.0,128.6676
48,2004-10,206.0855,-0.5824,53.0209,-2.6637,5.38,0.0,236.9646
49,2004-11,252.3901,-0.2904,50.3763,-5.147,27.8,0.0,267.0203
50,2004-12,242.0035,1.3772,52.8727,-3.5311,-5.4199,0.0,169.1887
51,2005-01,117.5,-0.1545,50.9244,9.8004,-68.8501,0.0,125.3666
52,2005-02,221.9708,0.1962,51.5256,0.0734,53.18,0.0,211.8598
53,2005-03,131.0601,0.2009,53.5341,-0.4745,-45.64,0.0,120.3024
54,2005-04,117.5001,0.6778,55.4326,-9.6019,-0.53,0.0,79.9284
55,2005-05,238.5601,0.4188,56.3861,4.8304,58.29,0.0,214.9476
56,2005-06,182.546,-0.4413,56.4394,7.4436,-34.8201,0.0,207.4542
57,2005-07,264.5273,0.166,60.1521,-1.9543,43.1201,0.0,254.5414
58,2005-08,159.1199,-0.077,55.437,4.6969,-56.8002,0.0,163.389
59,2005-09,185.8923,-1.6384,56.0116,-11.8095,22.5302,0.0,277.6613
60,2005-10,123.5472,0.7817,59.7441,-2.8325,-30.3802,0.0,76.8462
61,2005-11,251.7512,0.3113,62.714,2.572,64.27,0.0,232.2291
62,2005-12,174.5856,-0.0901,59.4515,6.3371,-43.7599,0.0,179.9404
63,2006-01,233.2399,0.0396,58.5098,-2.9356,32.8799,0.0,230.9224
64,2006-02,171.9202,0.2126,54.6288,-0.6193,-30.9098,0.0,160.3053
65,2006-03,209.024,1.0675,54.1152,5.5086,13.4299,0.0,151.2539
66,2006-04,213.8741,1.9673,51.6164,1.4725,1.63,0.0,112.3312
67,2006-05,88.041,0.6385,55.1889,-7.1304,-56.36,0.0,52.8014
68,2006-06,175.1201,0.4398,53.1756,2.7127,40.73,0.0,151.731
69,2006-07,184.0742,0.2558,52.8412,-1.6521,6.4501,0.0,170.5569
70,2006-08,219.3151,-0.3494,49.1758,-4.753,20.5998,0.0,236.497
71,2006-09,228.6401,-8.7915,49.6412,-5.529,4.6701,0.0,665.062
72,2006-10,253.52,1.1713,52.3824,7.6814,10.1599,0.0,192.1628
73,2006-11,215.4802,0.0615,47.2556,0.8647,-19.1999,0.0,212.5721
74,2006-12,202.0076,0.8417,44.4591,-0.1875,-5.22,0.0,164.5874
75,2007-01,205.72,-122.2439,43.8423,-2.6557,2.5699,0.0,5565.1762
76,2007-02,114.9852,-0.2059,48.8651,8.4716,-51.66,0.0,125.0451
77,2007-03,206.5842,0.1531,48.874,0.0827,45.4601,0.0,199.1036
78,2007-04,293.5033,0.0212,56.3939,-4.1472,47.67,0.0,292.3078
79,2007-05,262.6591,0.853,58.8493,-2.0265,-13.46,0.0,212.4598
80,2007-06,129.479,-0.1229,54.4589,8.2195,-75.22,0.0,136.1699
81,2007-07,73.5002,1.039,65.401,-7.4708,-20.9099,0.0,5.5462
82,2007-08,213.42,0.3051,65.4502,3.1004,66.5999,0.0,193.4498
83,2007-09,290.7981,0.782,69.681,5.5486,34.24,0.0,236.3068
84,2007-10,240.5401,0.0445,70.0365,4.2767,-30.23,0.0,237.4217
85,2007-11,30.2201,0.6919,84.1126,-17.3965,-90.87,0.0,-27.9752
86,2007-12,159.04,0.7906,84.4048,12.0641,55.76,0.0,92.3071
87,2008-01,21.147,0.6335,100.1166,-11.4777,-77.3299,0.0,-42.2805
88,2008-02,94.724,0.9069,101.9049,14.502,41.7899,0.0,2.3084
89,2008-03,153.48,-0.4442,101.0628,-10.7922,40.29,0.0,198.3746
90,2008-04,319.2801,0.6407,108.9888,11.9871,70.5201,0.0,249.4515
91,2008-05,228.8122,-0.0407,104.0227,2.4795,-47.6,0.0,233.0488
92,2008-06,77.5629,0.4498,116.8446,-12.1978,-135.37,0.0,25.0086
93,2008-07,141.5621,-0.0527,117.1171,-4.3171,107.76,0.0,147.7377
94,2008-08,196.48,-0.7425,117.3552,-8.8419,28.1699,0.0,283.6187
95,2008-09,105.9273,0.4405,133.6962,-8.7782,-132.2199,0.0,47.0386
96,2008-10,299.5329,0.8151,166.1137,-15.0075,-80.74,0.0,164.1366
97,2008-11,33.881,0.589,161.5066,15.7307,125.0,0.0,-61.2441
98,2008-12,180.0001,0.41,163.9709,3.4136,79.72,0.0,112.7748
99,2009-01,11.5731,-0.2337,162.8466,11.0756,-84.38,0.0,49.6259
100,2009-02,19.2491,-1.043,162.7887,5.0667,-13.42,0.0,189.0356
101,2009-03,295.82,-0.0223,174.1946,-2.2212,153.4699,0.0,299.7063
102,2009-04,340.2211,1.4523,187.2871,11.2748,12.06,0.0,68.2186
103,2009-05,294.3081,-0.2334,184.9907,5.503,-28.51,0.0,337.4921
104,2009-06,179.8961,0.7561,182.3801,-9.6217,-46.45,0.0,42.0035
105,2009-07,306.6154,0.0325,184.7607,-4.8666,67.88,0.0,300.6168
106,2009-08,238.4277,-0.0381,187.7998,1.7391,-34.92,0.0,245.5913
107,2009-09,244.7532,0.0098,189.9824,-0.7497,3.4199,0.0,242.8828
108,2009-10,141.1161,-0.1021,178.1678,5.7614,-57.35,0.0,159.3129
109,2009-11,288.2202,-0.1033,127.1698,-6.2869,80.0301,0.0,301.3524
110,2009-12,214.259,0.0089,112.5143,2.285,-39.8701,0.0,213.2612
111,2010-01,83.7325,0.6362,116.1869,-8.9074,-60.8,0.0,9.8124
112,2010-02,244.6241,0.6739,101.6163,12.588,71.95,0.0,176.1489
113,2010-03,308.7498,0.095,77.5216,-1.9764,34.4201,0.0,301.3866
114,2010-04,209.0599,0.3699,75.9839,-2.4466,-47.7802,0.0,180.9522
115,2010-05,53.4277,0.5783,102.4887,-14.3974,-114.8398,0.0,-5.8434
116,2010-06,54.9799,0.8938,106.5384,13.0974,38.6798,0.0,-40.2469
117,2010-07,318.5611,0.2042,111.6438,2.8985,129.7901,0.0,295.7586
118,2010-08,65.12,0.2226,112.2852,-3.9099,-123.06,0.0,40.1224
119,2010-09,355.8571,0.1043,121.3234,1.5878,144.04,0.0,343.2062
120,2010-10,256.4112,0.1415,121.8374,-0.0016,-49.9099,0.0,239.1707
121,2010-11,170.8212,-0.0392,120.7675,1.694,-44.27,0.0,175.5505
122,2010-12,341.0334,0.4892,124.6717,6.5797,78.8999,0.0,280.0462
123,2011-01,227.9001,0.8105,124.9392,-8.7671,-48.31,0.0,126.634
124,2011-02,261.46,0.8895,120.467,3.8976,12.72,0.0,154.3041
125,2011-03,187.7591,-0.1624,120.8988,6.1818,-42.39,0.0,207.3989
126,2011-04,260.0941,-0.0698,118.4988,-3.65,39.27,0.0,268.3627
127,2011-05,132.44,0.6218,120.0046,-7.3325,-56.3901,0.0,57.8174
128,2011-06,116.2122,0.9606,104.0471,-18.8256,-5.9499,0.0,16.2692
129,2011-07,113.5769,0.0707,97.617,19.8245,-4.0,0.0,106.6773
130,2011-08,18.6237,0.7349,106.5708,-8.0621,-44.93,0.0,-59.6934
131,2011-09,29.6547,1.1462,117.0363,-4.0327,-14.08,0.0,-104.4871
132,2011-10,442.5743,0.5741,128.2356,26.0175,209.15,0.0,368.9581
133,2011-11,170.7199,0.3889,126.9177,-8.083,-128.2201,0.0,121.3648
134,2011-12,187.6431,-1.5512,126.876,-8.5036,17.0801,0.0,384.4498
135,2012-01,279.0154,0.3493,122.019,2.3126,44.07,0.0,236.3989
136,2012-02,293.3571,0.1223,125.2046,8.294,-1.34,0.0,278.0388
137,2012-03,250.8199,1.3331,125.0065,-13.3997,-10.5801,0.0,84.1702
138,2012-04,148.8778,-0.0898,124.8052,4.8779,-53.2499,0.0,160.0896
139,2012-05,43.6563,0.8361,135.3305,-18.4064,-77.0201,0.0,-69.4897
140,2012-06,270.1742,0.5152,138.4706,15.6444,139.4102,0.0,198.8322
141,2012-07,203.7799,-0.0591,135.7688,1.9871,-34.6702,0.0,211.8055
142,2012-08,248.0161,1.3153,136.0633,12.3522,10.0001,0.0,69.0552
143,2012-09,233.8713,-1.173,126.1542,-15.4287,6.6301,0.0,381.8551
