t_idx,time_label,node_idx,node_label,curvature,density
0,2000-10,0,US_Economy,0.0,77.949
0,2000-10,1,Copper,0.0,0.0305
0,2000-10,2,Oil,0.0,2.24
0,2000-10,3,SP500,0.0,74.0601
0,2000-10,4,US10Y,0.0,0.03
0,2000-10,5,US_Inflation,0.0,0.6
0,2000-10,6,US_Production,0.0,0.7884
0,2000-10,7,US_Unemployment,0.0,0.2
1,2000-11,0,US_Economy,0.0,110.7818
1,2000-11,1,Copper,0.0,0.0745
1,2000-11,2,Oil,0.0,2.94
1,2000-11,3,SP500,0.0,107.3401
1,2000-11,4,US10Y,0.0,0.04
1,2000-11,5,US_Inflation,0.0,0.0
1,2000-11,6,US_Production,0.0,0.3872
1,2000-11,7,US_Unemployment,0.0,0.0
2,2000-12,0,US_Economy,392.377888,130.6883
2,2000-12,1,Copper,0.1985,0.08
2,2000-12,2,Oil,13.579998,9.94
2,2000-12,3,SP500,408.520386,119.7802
2,2000-12,4,US10Y,0.57,0.46
2,2000-12,5,US_Inflation,0.5,0.1
2,2000-12,6,US_Production,1.891,0.3282
2,2000-12,7,US_Unemployment,0.2,0.0
3,2001-01,0,US_Economy,272.052091,50.7406
3,2001-01,1,Copper,0.238,0.0035
3,2001-01,2,Oil,31.719997,8.9
3,2001-01,3,SP500,306.500488,40.3999
3,2001-01,4,US10Y,1.36,0.4
3,2001-01,5,US_Inflation,0.4,0.6
3,2001-01,6,US_Production,0.9064,0.1372
3,2001-01,7,US_Unemployment,0.3,0.3
4,2001-02,0,US_Economy,167.746106,176.0997
4,2001-02,1,Copper,0.0465,0.0405
4,2001-02,2,Oil,30.920004,3.18
4,2001-02,3,SP500,132.819702,171.8
4,2001-02,4,US10Y,1.24,0.02
4,2001-02,5,US_Inflation,1.7,0.6
4,2001-02,6,US_Production,0.2129,0.1591
4,2001-02,7,US_Unemployment,0.9,0.3
5,2001-03,0,US_Economy,449.346989,47.6945
5,2001-03,1,Copper,0.0645,0.013
5,2001-03,2,Oil,15.520006,0.26
5,2001-03,3,SP500,430.460083,46.4601
