t_idx,time_label,node_idx,node_label,fk_echo_impact
0,2000-10,0,00_Copper,-0.0046
0,2000-10,1,01_Oil,0.336
0,2000-10,2,02_SP500,11.109
0,2000-10,3,03_US10Y,-0.0045
0,2000-10,4,04_US_Economy,-75.0512
0,2000-10,5,05_US_Inflation,-0.09
0,2000-10,6,06_US_Production,-0.1183
0,2000-10,7,07_US_Unemployment,0.03
1,2000-11,0,00_Copper,-0.0112
1,2000-11,1,01_Oil,0.441
1,2000-11,2,02_SP500,-16.101
1,2000-11,3,03_US10Y,0.006
1,2000-11,4,04_US_Economy,104.0474
1,2000-11,5,05_US_Inflation,-0.0
1,2000-11,6,06_US_Production,0.0581
1,2000-11,7,07_US_Unemployment,0.0
2,2000-12,0,00_Copper,0.012
2,2000-12,1,01_Oil,-1.491
2,2000-12,2,02_SP500,17.967
2,2000-12,3,03_US10Y,-0.069
2,2000-12,4,04_US_Economy,-109.232
2,2000-12,5,05_US_Inflation,0.015
2,2000-12,6,06_US_Production,-0.0492
2,2000-12,7,07_US_Unemployment,0.0
3,2001-01,0,00_Copper,-0.0005
3,2001-01,1,01_Oil,1.335
3,2001-01,2,02_SP500,6.06
3,2001-01,3,03_US10Y,0.06
3,2001-01,4,04_US_Economy,-50.4592
3,2001-01,5,05_US_Inflation,0.09
3,2001-01,6,06_US_Production,-0.0206
3,2001-01,7,07_US_Unemployment,0.045
4,2001-02,0,00_Copper,-0.0061
4,2001-02,1,01_Oil,-0.477
4,2001-02,2,02_SP500,-25.77
4,2001-02,3,03_US10Y,0.003
4,2001-02,4,04_US_Economy,176.0597
4,2001-02,5,05_US_Inflation,-0.09
4,2001-02,6,06_US_Production,-0.0239
4,2001-02,7,07_US_Unemployment,-0.045
5,2001-03,0,00_Copper,-0.002
5,2001-03,1,01_Oil,0.039
5,2001-03,2,02_SP500,6.969
5,2001-03,3,03_US10Y,-0.0225
5,2001-03,4,04_US_Economy,-46.7685
5,2001-03,5,05_US_Inflation,-0.045
5,2001-03,6,06_US_Production,0.0617
5,2001-03,7,07_US_Unemployment,0.015
6,2001-04,0,00_Copper,0.0077
6,2001-04,1,01_Oil,0.153
6,2001-04,2,02_SP500,25.311
6,2001-04,3,03_US10Y,0.069
6,2001-04,4,04_US_Economy,-170.3316
6,2001-04,5,05_US_Inflation,0.03
6,2001-04,6,06_US_Production,-0.021
6,2001-04,7,07_US_Unemployment,0.0
7,2001-05,0,00_Copper,-0.001
7,2001-05,1,01_Oil,0.2955
7,2001-05,2,02_SP500,-12.4155
7,2001-05,3,03_US10Y,0.0
