t_idx,time_label,node_idx,node_label,state_X,velocity_v,acceleration_a,inertia_M,viscosity_C,external_force_F
0,2000-10,0,00_Copper,-0.0305,-0.0305,0.0,0.0305,0.003,-0.0001
0,2000-10,1,01_Oil,2.24,2.24,0.0,2.24,0.224,0.5018
0,2000-10,2,02_SP500,74.0601,74.0601,0.0,74.0601,7.406,548.4892
0,2000-10,3,03_US10Y,-0.03,-0.03,0.0,0.03,0.003,-0.0001
0,2000-10,4,04_US_Economy,-77.2912,-75.0512,0.0,77.2912,7.7291,-580.0791
0,2000-10,5,05_US_Inflation,-0.6,-0.6,0.0,0.6,0.06,-0.036
0,2000-10,6,06_US_Production,-0.7884,-0.7884,0.0,0.7884,0.0788,-0.0622
0,2000-10,7,07_US_Unemployment,0.2,0.2,0.0,0.2,0.02,0.004
1,2000-11,0,00_Copper,-0.105,-0.0745,-0.044,0.0677,0.0068,-0.0035
1,2000-11,1,01_Oil,5.18,2.94,0.7,3.71,0.371,3.6877
1,2000-11,2,02_SP500,-33.28,-107.3401,-181.4001,53.67,5.367,-10311.8486
1,2000-11,3,03_US10Y,0.01,0.04,0.07,0.02,0.002,0.0015
1,2000-11,4,04_US_Economy,26.7562,104.0474,179.0985,52.0237,5.2024,9858.661
1,2000-11,5,05_US_Inflation,-0.6,-0.0,0.6,0.6,0.06,0.36
1,2000-11,6,06_US_Production,-0.4012,0.3872,1.1756,0.5948,0.0595,0.7223
1,2000-11,7,07_US_Unemployment,0.2,0.0,-0.2,0.2,0.02,-0.04
2,2000-12,0,00_Copper,-0.025,0.08,0.1545,0.0535,0.0053,0.0087
2,2000-12,1,01_Oil,-4.76,-9.94,-12.88,4.06,0.406,-56.3284
2,2000-12,2,02_SP500,86.5001,119.7802,227.1202,64.6134,6.4613,15448.9519
2,2000-12,3,03_US10Y,-0.45,-0.46,-0.5,0.1633,0.0163,-0.0892
2,2000-12,4,04_US_Economy,-82.4757,-109.232,-213.2793,62.1744,6.2174,-13939.6513
2,2000-12,5,05_US_Inflation,-0.5,0.1,0.1,0.5667,0.0567,0.0623
2,2000-12,6,06_US_Production,-0.7294,-0.3282,-0.7154,0.6397,0.064,-0.4786
2,2000-12,7,07_US_Unemployment,0.2,0.0,0.0,0.2,0.02,0.0
