t_idx,time_label,src_idx,src_label,tgt_idx,tgt_label,weight,stress
0,2000-10,4,04_US_Economy,1,01_Oil,2.24,0.0
0,2000-10,4,04_US_Economy,2,02_SP500,74.0601,0.0
0,2000-10,4,04_US_Economy,7,07_US_Unemployment,0.2,0.0
1,2000-11,4,04_US_Economy,1,01_Oil,2.94,0.0
1,2000-11,4,04_US_Economy,3,03_US10Y,0.04,0.0
1,2000-11,4,04_US_Economy,6,06_US_Production,0.3872,0.0
2,2000-12,4,04_US_Economy,0,00_Copper,0.08,6.0227
2,2000-12,4,04_US_Economy,2,02_SP500,119.7802,1.5041
2,2000-12,4,04_US_Economy,5,05_US_Inflation,0.1,1.3333
3,2001-01,4,04_US_Economy,1,01_Oil,8.9,1.7733
3,2001-01,4,04_US_Economy,2,02_SP500,40.3999,0.1179
3,2001-01,4,04_US_Economy,3,03_US10Y,0.4,2.488
3,2001-01,4,04_US_Economy,5,05_US_Inflation,0.6,2.4802
3,2001-01,4,04_US_Economy,7,07_US_Unemployment,0.3,2.4749
4,2001-02,4,04_US_Economy,3,03_US10Y,0.02,0.1064
5,2001-03,4,04_US_Economy,1,01_Oil,0.26,0.0107
5,2001-03,4,04_US_Economy,2,02_SP500,46.4601,0.4975
5,2001-03,4,04_US_Economy,6,06_US_Production,0.4114,1.6328
5,2001-03,4,04_US_Economy,7,07_US_Unemployment,0.1,0.2914
6,2001-04,4,04_US_Economy,0,00_Copper,0.0515,1.3697
6,2001-04,4,04_US_Economy,1,01_Oil,1.02,0.1409
6,2001-04,4,04_US_Economy,2,02_SP500,168.74,1.623
6,2001-04,4,04_US_Economy,3,03_US10Y,0.46,1.918
6,2001-04,4,04_US_Economy,5,05_US_Inflation,0.2,0.7881
6,2001-04,4,04_US_Economy,7,07_US_Unemployment,0.0,0.2641
7,2001-05,4,04_US_Economy,1,01_Oil,1.97,0.307
7,2001-05,4,04_US_Economy,5,05_US_Inflation,0.6,1.6783
8,2001-06,4,04_US_Economy,7,07_US_Unemployment,0.3,1.5686
9,2001-07,4,04_US_Economy,0,00_Copper,0.0475,1.2421
9,2001-07,4,04_US_Economy,1,01_Oil,2.12,0.4227
9,2001-07,4,04_US_Economy,2,02_SP500,18.2899,0.1204
9,2001-07,4,04_US_Economy,3,03_US10Y,0.07,0.2756
10,2001-08,4,04_US_Economy,1,01_Oil,0.95,0.1522
10,2001-08,4,04_US_Economy,5,05_US_Inflation,0.3,0.9004
10,2001-08,4,04_US_Economy,6,06_US_Production,0.4731,1.7826
10,2001-08,4,04_US_Economy,7,07_US_Unemployment,0.2,0.8947
11,2001-09,4,04_US_Economy,3,03_US10Y,0.03,0.1933
11,2001-09,4,04_US_Economy,5,05_US_Inflation,0.7,1.6964
12,2001-10,4,04_US_Economy,0,00_Copper,0.0085,0.3232
12,2001-10,4,04_US_Economy,1,01_Oil,1.52,0.3602
12,2001-10,4,04_US_Economy,2,02_SP500,111.4801,1.1956
12,2001-10,4,04_US_Economy,3,03_US10Y,0.08,0.3792
12,2001-10,4,04_US_Economy,6,06_US_Production,0.2085,0.82
12,2001-10,4,04_US_Economy,7,07_US_Unemployment,0.2,0.9113
13,2001-11,4,04_US_Economy,0,00_Copper,0.124,3.0016
13,2001-11,4,04_US_Economy,1,01_Oil,0.51,0.1534
13,2001-11,4,04_US_Economy,2,02_SP500,60.8298,0.6045
13,2001-11,4,04_US_Economy,3,03_US10Y,0.24,0.9609
13,2001-11,4,04_US_Economy,5,05_US_Inflation,0.4,0.8158
14,2001-12,4,04_US_Economy,1,01_Oil,2.14,0.5678
14,2001-12,4,04_US_Economy,3,03_US10Y,0.36,1.3155
14,2001-12,4,04_US_Economy,6,06_US_Production,0.4976,2.0928
15,2002-01,4,04_US_Economy,0,00_Copper,0.1465,2.3039
15,2002-01,4,04_US_Economy,5,05_US_Inflation,0.4,0.7548
15,2002-01,4,04_US_Economy,6,06_US_Production,0.6228,2.1106
16,2002-02,4,04_US_Economy,1,01_Oil,2.73,1.2368
16,2002-02,4,04_US_Economy,5,05_US_Inflation,0.0,0.1025
17,2002-03,4,04_US_Economy,0,00_Copper,0.063,0.7409
17,2002-03,4,04_US_Economy,1,01_Oil,2.01,0.7418
17,2002-03,4,04_US_Economy,2,02_SP500,64.13,0.7572
17,2002-03,4,04_US_Economy,3,03_US10Y,0.5,1.8872
17,2002-03,4,04_US_Economy,5,05_US_Inflation,0.2,0.382
17,2002-03,4,04_US_Economy,6,06_US_Production,0.6306,1.5775
18,2002-04,4,04_US_Economy,5,05_US_Inflation,0.3,0.4933
