t_idx,time_label,node_idx,node_label,optimal_input_u,state_error_x
0,2000-10,0,00_Copper,0.0,0.0305
0,2000-10,1,01_Oil,0.0,2.24
0,2000-10,2,02_SP500,0.0,74.0601
0,2000-10,3,03_US10Y,-0.0,0.03
0,2000-10,4,04_US_Economy,0.0,75.0512
0,2000-10,5,05_US_Inflation,0.0,2.6
0,2000-10,6,06_US_Production,0.0,0.7884
0,2000-10,7,07_US_Unemployment,0.0,3.8
1,2000-11,0,00_Copper,0.0,0.0745
1,2000-11,1,01_Oil,0.0,2.94
1,2000-11,2,02_SP500,0.0,107.3401
1,2000-11,3,03_US10Y,-0.0,0.04
1,2000-11,4,04_US_Economy,0.0,104.0474
1,2000-11,5,05_US_Inflation,0.0,2.0
1,2000-11,6,06_US_Production,0.0,0.3872
1,2000-11,7,07_US_Unemployment,0.0,4.0
2,2000-12,0,00_Copper,0.0,0.08
2,2000-12,1,01_Oil,0.0,9.94
2,2000-12,2,02_SP500,0.0,119.7802
2,2000-12,3,03_US10Y,-0.0,0.46
2,2000-12,4,04_US_Economy,0.0,109.232
2,2000-12,5,05_US_Inflation,0.0,1.9
2,2000-12,6,06_US_Production,0.0,0.3282
2,2000-12,7,07_US_Unemployment,0.0,4.0
3,2001-01,0,00_Copper,0.0,0.0035
3,2001-01,1,01_Oil,0.0,8.9
3,2001-01,2,02_SP500,0.0,40.3999
3,2001-01,3,03_US10Y,-0.0,0.4
3,2001-01,4,04_US_Economy,0.0,50.4592
3,2001-01,5,05_US_Inflation,0.0,1.4
3,2001-01,6,06_US_Production,0.0,0.1372
3,2001-01,7,07_US_Unemployment,0.0,3.7
4,2001-02,0,00_Copper,0.0,0.0405
4,2001-02,1,01_Oil,0.0,3.18
4,2001-02,2,02_SP500,0.0,171.8
4,2001-02,3,03_US10Y,-0.0,0.02
4,2001-02,4,04_US_Economy,0.0,176.0597
4,2001-02,5,05_US_Inflation,0.0,2.6
4,2001-02,6,06_US_Production,0.0,0.1591
4,2001-02,7,07_US_Unemployment,0.0,4.3
5,2001-03,0,00_Copper,0.0,0.013
5,2001-03,1,01_Oil,0.0,0.26
5,2001-03,2,02_SP500,0.0,46.4601
5,2001-03,3,03_US10Y,-0.0,0.15
5,2001-03,4,04_US_Economy,0.0,46.7685
5,2001-03,5,05_US_Inflation,0.0,2.3
5,2001-03,6,06_US_Production,0.0,0.4114
5,2001-03,7,07_US_Unemployment,0.0,3.9
6,2001-04,0,00_Copper,0.0,0.0515
6,2001-04,1,01_Oil,0.0,1.02
6,2001-04,2,02_SP500,0.0,168.74
6,2001-04,3,03_US10Y,-0.0,0.46
6,2001-04,4,04_US_Economy,0.0,170.3316
6,2001-04,5,05_US_Inflation,0.0,1.8
6,2001-04,6,06_US_Production,0.0,0.1399
6,2001-04,7,07_US_Unemployment,0.0,4.0
7,2001-05,0,00_Copper,0.0,0.0065
7,2001-05,1,01_Oil,0.0,1.97
7,2001-05,2,02_SP500,0.0,82.77
7,2001-05,3,03_US10Y,-0.0,0.0
7,2001-05,4,04_US_Economy,0.0,80.513
7,2001-05,5,05_US_Inflation,0.0,1.4
7,2001-05,6,06_US_Production,0.0,0.1065
7,2001-05,7,07_US_Unemployment,0.0,4.2
8,2001-06,0,00_Copper,0.0,0.041
8,2001-06,1,01_Oil,0.0,4.09
8,2001-06,2,02_SP500,0.0,37.7999
8,2001-06,3,03_US10Y,-0.0,0.36
8,2001-06,4,04_US_Economy,0.0,42.5344
8,2001-06,5,05_US_Inflation,0.0,2.5
8,2001-06,6,06_US_Production,0.0,0.0435
8,2001-06,7,07_US_Unemployment,0.0,3.7
9,2001-07,0,00_Copper,0.0,0.0475
9,2001-07,1,01_Oil,0.0,2.12
9,2001-07,2,02_SP500,0.0,18.2899
9,2001-07,3,03_US10Y,-0.0,0.07
9,2001-07,4,04_US_Economy,0.0,19.6289
9,2001-07,5,05_US_Inflation,0.0,2.7
9,2001-07,6,06_US_Production,0.0,0.0985
9,2001-07,7,07_US_Unemployment,0.0,4.1
10,2001-08,0,00_Copper,0.0,0.026
10,2001-08,1,01_Oil,0.0,0.95
10,2001-08,2,02_SP500,0.0,64.5
10,2001-08,3,03_US10Y,-0.0,0.23
10,2001-08,4,04_US_Economy,0.0,62.8329
10,2001-08,5,05_US_Inflation,0.0,1.7
10,2001-08,6,06_US_Production,0.0,0.4731
10,2001-08,7,07_US_Unemployment,0.0,3.8
11,2001-09,0,00_Copper,0.0,0.0065
11,2001-09,1,01_Oil,0.0,4.72
11,2001-09,2,02_SP500,0.0,14.99
11,2001-09,3,03_US10Y,-0.0,0.03
11,2001-09,4,04_US_Economy,0.0,19.5358
11,2001-09,5,05_US_Inflation,0.0,1.3
11,2001-09,6,06_US_Production,0.0,0.3493
11,2001-09,7,07_US_Unemployment,0.0,4.2
12,2001-10,0,00_Copper,0.0,0.0085
12,2001-10,1,01_Oil,0.0,1.52
12,2001-10,2,02_SP500,0.0,111.4801
12,2001-10,3,03_US10Y,-0.0,0.08
12,2001-10,4,04_US_Economy,0.0,112.2971
12,2001-10,5,05_US_Inflation,0.0,3.2
12,2001-10,6,06_US_Production,0.0,0.2085
12,2001-10,7,07_US_Unemployment,0.0,3.8
13,2001-11,0,00_Copper,0.0,0.124
13,2001-11,1,01_Oil,0.0,0.51
13,2001-11,2,02_SP500,0.0,60.8298
13,2001-11,3,03_US10Y,-0.0,0.24
13,2001-11,4,04_US_Economy,0.0,61.7119
13,2001-11,5,05_US_Inflation,0.0,1.6
13,2001-11,6,06_US_Production,0.0,0.2919
13,2001-11,7,07_US_Unemployment,0.0,4.1
14,2001-12,0,00_Copper,0.0,0.169
14,2001-12,1,01_Oil,0.0,2.14
14,2001-12,2,02_SP500,0.0,71.0399
14,2001-12,3,03_US10Y,-0.0,0.36
14,2001-12,4,04_US_Economy,0.0,68.2113
14,2001-12,5,05_US_Inflation,0.0,2.0
14,2001-12,6,06_US_Production,0.0,0.4976
14,2001-12,7,07_US_Unemployment,0.0,4.0
15,2002-01,0,00_Copper,0.0,0.1465
15,2002-01,1,01_Oil,0.0,0.76
15,2002-01,2,02_SP500,0.0,26.51
15,2002-01,3,03_US10Y,-0.0,0.49
15,2002-01,4,04_US_Economy,0.0,26.7907
15,2002-01,5,05_US_Inflation,0.0,1.6
15,2002-01,6,06_US_Production,0.0,0.6228
15,2002-01,7,07_US_Unemployment,0.0,4.2
16,2002-02,0,00_Copper,0.0,0.094
16,2002-02,1,01_Oil,0.0,2.73
16,2002-02,2,02_SP500,0.0,5.59
16,2002-02,3,03_US10Y,-0.0,0.08
16,2002-02,4,04_US_Economy,0.0,3.609
16,2002-02,5,05_US_Inflation,0.0,2.0
16,2002-02,6,06_US_Production,0.0,0.575
16,2002-02,7,07_US_Unemployment,0.0,4.0
17,2002-03,0,00_Copper,0.0,0.063
17,2002-03,1,01_Oil,0.0,2.01
17,2002-03,2,02_SP500,0.0,64.13
17,2002-03,3,03_US10Y,-0.0,0.5
17,2002-03,4,04_US_Economy,0.0,67.5336
17,2002-03,5,05_US_Inflation,0.0,1.8
17,2002-03,6,06_US_Production,0.0,0.6306
17,2002-03,7,07_US_Unemployment,0.0,4.0
18,2002-04,0,00_Copper,0.0,0.0745
18,2002-04,1,01_Oil,0.0,3.32
18,2002-04,2,02_SP500,0.0,111.13
18,2002-04,3,03_US10Y,-0.0,0.44
18,2002-04,4,04_US_Economy,0.0,114.6699
18,2002-04,5,05_US_Inflation,0.0,1.7
18,2002-04,6,06_US_Production,0.0,0.2054
18,2002-04,7,07_US_Unemployment,0.0,3.8
19,2002-05,0,00_Copper,0.0,0.057
19,2002-05,1,01_Oil,0.0,3.0
19,2002-05,2,02_SP500,0.0,60.6899
19,2002-05,3,03_US10Y,-0.0,0.02
19,2002-05,4,04_US_Economy,0.0,56.7915
19,2002-05,5,05_US_Inflation,0.0,2.6
19,2002-05,6,06_US_Production,0.0,0.0754
19,2002-05,7,07_US_Unemployment,0.0,4.3
20,2002-06,0,00_Copper,0.0,0.023
20,2002-06,1,01_Oil,0.0,3.45
20,2002-06,2,02_SP500,0.0,67.54
20,2002-06,3,03_US10Y,-0.0,0.18
20,2002-06,4,04_US_Economy,0.0,63.9109
20,2002-06,5,05_US_Inflation,0.0,2.1
20,2002-06,6,06_US_Production,0.0,0.3821
20,2002-06,7,07_US_Unemployment,0.0,3.9
21,2002-07,0,00_Copper,0.0,0.096
21,2002-07,1,01_Oil,0.0,1.35
21,2002-07,2,02_SP500,0.0,0.88
21,2002-07,3,03_US10Y,-0.0,0.05
21,2002-07,4,04_US_Economy,0.0,2.8473
21,2002-07,5,05_US_Inflation,0.0,1.7
21,2002-07,6,06_US_Production,0.0,0.7713
21,2002-07,7,07_US_Unemployment,0.0,4.0
22,2002-08,0,00_Copper,0.0,0.0995
22,2002-08,1,01_Oil,0.0,1.8
22,2002-08,2,02_SP500,0.0,82.65
22,2002-08,3,03_US10Y,-0.0,0.11
22,2002-08,4,04_US_Economy,0.0,84.368
22,2002-08,5,05_US_Inflation,0.0,1.9
22,2002-08,6,06_US_Production,0.0,0.0715
22,2002-08,7,07_US_Unemployment,0.0,4.1
23,2002-09,0,00_Copper,0.0,0.0095
23,2002-09,1,01_Oil,0.0,1.96
23,2002-09,2,02_SP500,0.0,105.24
23,2002-09,3,03_US10Y,-0.0,0.0
23,2002-09,4,04_US_Economy,0.0,107.1319
23,2002-09,5,05_US_Inflation,0.0,2.2
23,2002-09,6,06_US_Production,0.0,0.1776
23,2002-09,7,07_US_Unemployment,0.0,3.9
24,2002-10,0,00_Copper,0.0,0.027
24,2002-10,1,01_Oil,0.0,1.76
24,2002-10,2,02_SP500,0.0,171.27
24,2002-10,3,03_US10Y,-0.0,0.46
24,2002-10,4,04_US_Economy,0.0,169.8313
24,2002-10,5,05_US_Inflation,0.0,1.9
24,2002-10,6,06_US_Production,0.0,0.2657
24,2002-10,7,07_US_Unemployment,0.0,4.0
25,2002-11,0,00_Copper,0.0,0.0085
25,2002-11,1,01_Oil,0.0,1.43
25,2002-11,2,02_SP500,0.0,19.93
25,2002-11,3,03_US10Y,-0.0,0.04
25,2002-11,4,04_US_Economy,0.0,17.6559
25,2002-11,5,05_US_Inflation,0.0,2.1
25,2002-11,6,06_US_Production,0.0,0.6956
25,2002-11,7,07_US_Unemployment,0.0,3.8
26,2002-12,0,00_Copper,0.0,0.0355
