t_idx,time_label,spectral_radius,is_stable
0,2000-10,0.0,1
1,2000-11,0.0,1
2,2000-12,0.0,1
3,2001-01,0.0,1
4,2001-02,0.0,1
5,2001-03,0.0,1
6,2001-04,0.0,1
7,2001-05,0.0,1
8,2001-06,0.0,1
9,2001-07,0.0,1
10,2001-08,0.0,1
11,2001-09,0.0,1
12,2001-10,0.0,1
13,2001-11,0.0,1
14,2001-12,0.0,1
15,2002-01,0.0,1
16,2002-02,0.0,1
17,2002-03,0.0,1
18,2002-04,0.0,1
19,2002-05,0.0,1
20,2002-06,0.0,1
21,2002-07,0.0,1
22,2002-08,0.0,1
23,2002-09,0.0,1
24,2002-10,0.0,1
25,2002-11,0.0,1
26,2002-12,0.0,1
27,2003-01,0.0,1
28,2003-02,0.0,1
29,2003-03,0.0,1
30,2003-04,0.0,1
31,2003-05,0.0,1
32,2003-06,0.0,1
33,2003-07,0.0,1
34,2003-08,0.0,1
35,2003-09,0.0,1
36,2003-10,0.0,1
37,2003-11,0.0,1
38,2003-12,0.0,1
39,2004-01,0.0,1
40,2004-02,0.0,1
41,2004-03,0.0,1
42,2004-04,0.0,1
43,2004-05,0.0,1
44,2004-06,0.0,1
45,2004-07,0.0,1
46,2004-08,0.0,1
47,2004-09,0.0,1
48,2004-10,0.0,1
49,2004-11,0.0,1
50,2004-12,0.0,1
51,2005-01,0.0,1
52,2005-02,0.0,1
53,2005-03,0.0,1
54,2005-04,0.0,1
55,2005-05,0.0,1
56,2005-06,0.0,1
57,2005-07,0.0,1
58,2005-08,0.0,1
59,2005-09,0.0,1
60,2005-10,0.0,1
61,2005-11,0.0,1
62,2005-12,0.0,1
63,2006-01,0.0,1
64,2006-02,0.0,1
65,2006-03,0.0,1
66,2006-04,0.0,1
67,2006-05,0.0,1
68,2006-06,0.0,1
69,2006-07,0.0,1
70,2006-08,0.0,1
71,2006-09,0.0,1
72,2006-10,0.0,1
73,2006-11,0.0,1
74,2006-12,0.0,1
75,2007-01,0.0,1
76,2007-02,0.0,1
77,2007-03,0.0,1
78,2007-04,0.0,1
79,2007-05,0.0,1
80,2007-06,0.0,1
81,2007-07,0.0,1
82,2007-08,0.0,1
83,2007-09,0.0,1
84,2007-10,0.0,1
85,2007-11,0.0,1
86,2007-12,0.0,1
87,2008-01,0.0,1
88,2008-02,0.0,1
89,2008-03,0.0,1
90,2008-04,0.0,1
91,2008-05,0.0,1
92,2008-06,0.0,1
93,2008-07,0.0,1
94,2008-08,0.0,1
95,2008-09,0.0,1
96,2008-10,0.0,1
97,2008-11,0.0,1
98,2008-12,0.0,1
99,2009-01,0.0,1
100,2009-02,0.0,1
101,2009-03,0.0,1
102,2009-04,0.0,1
103,2009-05,0.0,1
104,2009-06,0.0,1
105,2009-07,0.0,1
106,2009-08,0.0,1
107,2009-09,0.0,1
108,2009-10,0.0,1
109,2009-11,0.0,1
110,2009-12,0.0,1
111,2010-01,0.0,1
112,2010-02,0.0,1
113,2010-03,0.0,1
114,2010-04,0.0,1
115,2010-05,0.0,1
116,2010-06,0.0,1
117,2010-07,0.0,1
118,2010-08,0.0,1
119,2010-09,0.0,1
120,2010-10,0.0,1
121,2010-11,0.0,1
122,2010-12,0.0,1
123,2011-01,0.0,1
124,2011-02,0.0,1
125,2011-03,0.0,1
126,2011-04,0.0,1
127,2011-05,0.0,1
128,2011-06,0.0,1
129,2011-07,0.0,1
130,2011-08,0.0,1
131,2011-09,0.0,1
132,2011-10,0.0,1
133,2011-11,0.0,1
134,2011-12,0.0,1
135,2012-01,0.0,1
136,2012-02,0.0,1
137,2012-03,0.0,1
138,2012-04,0.0,1
139,2012-05,0.0,1
140,2012-06,0.0,1
141,2012-07,0.0,1
142,2012-08,0.0,1
143,2012-09,0.0,1
144,2012-10,0.0,1
145,2012-11,0.0,1
146,2012-12,0.0,1
147,2013-01,0.0,1
148,2013-02,0.0,1
149,2013-03,0.0,1
150,2013-04,0.0,1
151,2013-05,0.0,1
152,2013-06,0.0,1
153,2013-07,0.0,1
154,2013-08,0.0,1
155,2013-09,0.0,1
156,2013-10,0.0,1
157,2013-11,0.0,1
158,2013-12,0.0,1
159,2014-01,0.0,1
160,2014-02,0.0,1
161,2014-03,0.0,1
162,2014-04,0.0,1
163,2014-05,0.0,1
164,2014-06,0.0,1
165,2014-07,0.0,1
166,2014-08,0.0,1
167,2014-09,0.0,1
168,2014-10,0.0,1
169,2014-11,0.0,1
170,2014-12,0.0,1
171,2015-01,0.0,1
172,2015-02,0.0,1
173,2015-03,0.0,1
174,2015-04,0.0,1
175,2015-05,0.0,1
176,2015-06,0.0,1
177,2015-07,0.0,1
178,2015-08,0.0,1
179,2015-09,0.0,1
180,2015-10,0.0,1
181,2015-11,0.0,1
182,2015-12,0.0,1
183,2016-01,0.0,1
184,2016-02,0.0,1
185,2016-03,0.0,1
186,2016-04,0.0,1
187,2016-05,0.0,1
188,2016-06,0.0,1
189,2016-07,0.0,1
190,2016-08,0.0,1
191,2016-09,0.0,1
192,2016-10,0.0,1
193,2016-11,0.0,1
194,2016-12,0.0,1
195,2017-01,0.0,1
196,2017-02,0.0,1
197,2017-03,0.0,1
198,2017-04,0.0,1
199,2017-05,0.0,1
200,2017-06,0.0,1
201,2017-07,0.0,1
202,2017-08,0.0,1
203,2017-09,0.0,1
204,2017-10,0.0,1
205,2017-11,0.0,1
206,2017-12,0.0,1
207,2018-01,0.0,1
208,2018-02,0.0,1
209,2018-03,0.0,1
210,2018-04,0.0,1
211,2018-05,0.0,1
212,2018-06,0.0,1
213,2018-07,0.0,1
214,2018-08,0.0,1
215,2018-09,0.0,1
216,2018-10,0.0,1
217,2018-11,0.0,1
218,2018-12,0.0,1
219,2019-01,0.0,1
220,2019-02,0.0,1
221,2019-03,0.0,1
222,2019-04,0.0,1
223,2019-05,0.0,1
224,2019-06,0.0,1
225,2019-07,0.0,1
226,2019-08,0.0,1
227,2019-09,0.0,1
228,2019-10,0.0,1
229,2019-11,0.0,1
230,2019-12,0.0,1
231,2020-01,0.0,1
232,2020-02,0.0,1
233,2020-03,0.0,1
234,2020-04,0.0,1
235,2020-05,0.0,1
236,2020-06,0.0,1
237,2020-07,0.0,1
238,2020-08,0.0,1
239,2020-09,0.0,1
240,2020-10,0.0,1
241,2020-11,0.0,1
242,2020-12,0.0,1
243,2021-01,0.0,1
244,2021-02,0.0,1
245,2021-03,0.0,1
246,2021-04,0.0,1
247,2021-05,0.0,1
248,2021-06,0.0,1
249,2021-07,0.0,1
250,2021-08,0.0,1
251,2021-09,0.0,1
252,2021-10,0.0,1
253,2021-11,0.0,1
254,2021-12,0.0,1
255,2022-01,0.0,1
256,2022-02,0.0,1
257,2022-03,0.0,1
258,2022-04,0.0,1
259,2022-05,0.0,1
260,2022-06,0.0,1
261,2022-07,0.0,1
262,2022-08,0.0,1
263,2022-09,0.0,1
264,2022-10,0.0,1
265,2022-11,0.0,1
266,2022-12,0.0,1
267,2023-01,0.0,1
268,2023-02,0.0,1
269,2023-03,0.0,1
270,2023-04,0.0,1
271,2023-05,0.0,1
272,2023-06,0.0,1
273,2023-07,0.0,1
274,2023-08,0.0,1
275,2023-09,0.0,1
276,2023-10,0.0,1
277,2023-11,0.0,1
278,2023-12,0.0,1
279,2024-01,0.0,1
