t_idx,time_label,node_idx,node_label,z_score_X,z_score_v,local_kl_drift,micro_anomaly_flag
0,E_000001,0,ACC_Sales_Revenue,0.0,0.0,0.0,0
0,E_000001,1,ACC_Accounts_Receivable,0.0,0.0,0.0,0
0,E_000001,2,ACC_Inventory,0.0,0.0,0.0,0
0,E_000001,3,ACC_COGS,0.0,0.0,0.0,0
0,E_000001,4,ACC_Accounts_Payable,0.0,0.0,0.0,0
0,E_000001,5,ACC_Cash,0.0,0.0,0.0,0
0,E_000001,6,ACC_Travel_Exp,0.0,0.0,0.0,0
0,E_000001,7,ACC_Payroll_Exp,0.0,0.0,0.0,0
0,E_000001,8,ACC_Rent_Exp,0.0,0.0,0.0,0
0,E_000001,9,UNKNOWN_LEAK,0.0,0.0,0.0,0
0,E_000001,10,ACC_Equity_Capital,0.0,0.0,0.0,0
1,E_000002,0,ACC_Sales_Revenue,0.0,0.0,0.0,0
1,E_000002,1,ACC_Accounts_Receivable,0.0,0.0,0.0,0
1,E_000002,2,ACC_Inventory,0.0,0.0,20.7233,1
1,E_000002,3,ACC_COGS,0.0,0.0,0.0,0
1,E_000002,4,ACC_Accounts_Payable,0.0,0.0,0.0,0
1,E_000002,5,ACC_Cash,0.0,0.0,0.0,0
1,E_000002,6,ACC_Travel_Exp,0.0,0.0,0.0,0
1,E_000002,7,ACC_Payroll_Exp,0.0,0.0,0.0,0
1,E_000002,8,ACC_Rent_Exp,0.0,0.0,0.0,0
1,E_000002,9,UNKNOWN_LEAK,0.0,0.0,0.0,0
1,E_000002,10,ACC_Equity_Capital,0.0,0.0,0.0,0
2,E_000003,0,ACC_Sales_Revenue,0.9964,1.7388,0.6931,0
2,E_000003,1,ACC_Accounts_Receivable,0.9964,1.7388,0.0,0
2,E_000003,2,ACC_Inventory,1.0,1.0,0.0,0
2,E_000003,3,ACC_COGS,1.0,1.0,0.0,0
2,E_000003,4,ACC_Accounts_Payable,0.0,0.0,0.0,0
2,E_000003,5,ACC_Cash,0.0,0.0,0.0,0
2,E_000003,6,ACC_Travel_Exp,0.0,0.0,0.0,0
2,E_000003,7,ACC_Payroll_Exp,0.0,0.0,0.0,0
2,E_000003,8,ACC_Rent_Exp,0.0,0.0,0.0,0
2,E_000003,9,UNKNOWN_LEAK,0.0,0.0,0.0,0
2,E_000003,10,ACC_Equity_Capital,0.0,0.0,0.0,0
3,E_000004,0,ACC_Sales_Revenue,0.709,1.3653,0.0,0
3,E_000004,1,ACC_Accounts_Receivable,0.709,1.3653,0.0,0
3,E_000004,2,ACC_Inventory,1.619,1.6169,1.0986,0
3,E_000004,3,ACC_COGS,0.7019,1.6169,0.0,0
3,E_000004,4,ACC_Accounts_Payable,0.0,0.0,0.0,0
3,E_000004,5,ACC_Cash,0.0,0.0,0.0,0
3,E_000004,6,ACC_Travel_Exp,0.0,0.0,0.0,0
3,E_000004,7,ACC_Payroll_Exp,0.0,0.0,0.0,0
3,E_000004,8,ACC_Rent_Exp,0.0,0.0,0.0,0
3,E_000004,9,UNKNOWN_LEAK,0.0,0.0,0.0,0
3,E_000004,10,ACC_Equity_Capital,0.0,0.0,0.0,0
4,E_000005,0,ACC_Sales_Revenue,0.5762,2.2276,0.6931,0
4,E_000005,1,ACC_Accounts_Receivable,0.5762,2.2276,0.0,0
4,E_000005,2,ACC_Inventory,0.9979,0.9979,0.0,0
4,E_000005,3,ACC_COGS,0.5792,0.9979,0.0,0
4,E_000005,4,ACC_Accounts_Payable,0.0,0.0,0.0,0
4,E_000005,5,ACC_Cash,0.0,0.0,0.0,0
4,E_000005,6,ACC_Travel_Exp,0.0,0.0,0.0,0
4,E_000005,7,ACC_Payroll_Exp,0.0,0.0,0.0,0
4,E_000005,8,ACC_Rent_Exp,0.0,0.0,0.0,0
4,E_000005,9,UNKNOWN_LEAK,0.0,0.0,0.0,0
4,E_000005,10,ACC_Equity_Capital,0.0,0.0,0.0,0
5,E_000006,0,ACC_Sales_Revenue,0.5018,1.1264,0.0,0
5,E_000006,1,ACC_Accounts_Receivable,0.5018,1.1264,0.0,0
5,E_000006,2,ACC_Inventory,3.0415,3.0362,0.9163,1
5,E_000006,3,ACC_COGS,0.4963,3.0362,0.0,1
5,E_000006,4,ACC_Accounts_Payable,0.0,0.0,0.0,0
5,E_000006,5,ACC_Cash,0.0,0.0,0.0,0
5,E_000006,6,ACC_Travel_Exp,0.0,0.0,0.0,0
5,E_000006,7,ACC_Payroll_Exp,0.0,0.0,0.0,0
5,E_000006,8,ACC_Rent_Exp,0.0,0.0,0.0,0
5,E_000006,9,UNKNOWN_LEAK,0.0,0.0,0.0,0
5,E_000006,10,ACC_Equity_Capital,0.0,0.0,0.0,0
6,E_000007,0,ACC_Sales_Revenue,0.4488,0.9342,0.0,0
6,E_000007,1,ACC_Accounts_Receivable,0.4488,0.9342,0.0,0
6,E_000007,2,ACC_Inventory,35.7646,35.6922,0.0,1
6,E_000007,3,ACC_COGS,0.4497,0.9087,0.0,0
6,E_000007,4,ACC_Accounts_Payable,0.0,0.0,20.7233,1
6,E_000007,5,ACC_Cash,0.0,0.0,0.0,0
6,E_000007,6,ACC_Travel_Exp,0.0,0.0,0.0,0
6,E_000007,7,ACC_Payroll_Exp,0.0,0.0,0.0,0
6,E_000007,8,ACC_Rent_Exp,0.0,0.0,0.0,0
6,E_000007,9,UNKNOWN_LEAK,0.0,0.0,0.0,0
6,E_000007,10,ACC_Equity_Capital,0.0,0.0,0.0,0
7,E_000008,0,ACC_Sales_Revenue,0.4096,0.8156,0.0,0
7,E_000008,1,ACC_Accounts_Receivable,0.4096,0.8156,0.0,0
7,E_000008,2,ACC_Inventory,0.3348,0.3346,0.0,0
7,E_000008,3,ACC_COGS,0.4104,0.7957,0.0,0
7,E_000008,4,ACC_Accounts_Payable,0.4082,0.4082,0.0,0
7,E_000008,5,ACC_Cash,0.0,0.0,20.7233,1
7,E_000008,6,ACC_Travel_Exp,0.0,0.0,0.0,0
7,E_000008,7,ACC_Payroll_Exp,0.0,0.0,0.0,0
7,E_000008,8,ACC_Rent_Exp,0.0,0.0,0.0,0
7,E_000008,9,UNKNOWN_LEAK,0.0,0.0,0.0,0
7,E_000008,10,ACC_Equity_Capital,0.0,0.0,0.0,0
8,E_000009,0,ACC_Sales_Revenue,0.3774,1.9696,0.9808,0
8,E_000009,1,ACC_Accounts_Receivable,0.3774,1.9696,0.0,0
8,E_000009,2,ACC_Inventory,0.311,0.3108,0.0,0
8,E_000009,3,ACC_COGS,0.3799,0.7165,0.0,0
8,E_000009,4,ACC_Accounts_Payable,0.378,0.378,0.0,0
8,E_000009,5,ACC_Cash,0.378,0.378,0.0,0
8,E_000009,6,ACC_Travel_Exp,0.378,0.378,0.0,0
8,E_000009,7,ACC_Payroll_Exp,0.0,0.0,0.0,0
8,E_000009,8,ACC_Rent_Exp,0.0,0.0,0.0,0
8,E_000009,9,UNKNOWN_LEAK,0.0,0.0,0.0,0
8,E_000009,10,ACC_Equity_Capital,0.0,0.0,0.0,0
