t_idx,time_label,component_idx,singular_value,explained_ratio,effective_rank
0,E_000001,0,756.96,1.0,1
0,E_000001,1,0.0,0.0,1
0,E_000001,2,0.0,0.0,1
0,E_000001,3,0.0,0.0,1
0,E_000001,4,0.0,0.0,1
1,E_000002,0,447.99,1.0,1
1,E_000002,1,0.0,0.0,1
1,E_000002,2,0.0,0.0,1
1,E_000002,3,0.0,0.0,1
1,E_000002,4,0.0,0.0,1
2,E_000003,0,1036.59,1.0,1
2,E_000003,1,0.0,0.0,1
2,E_000003,2,0.0,0.0,1
2,E_000003,3,0.0,0.0,1
2,E_000003,4,0.0,0.0,1
3,E_000004,0,490.79,1.0,1
3,E_000004,1,0.0,0.0,1
3,E_000004,2,0.0,0.0,1
3,E_000004,3,0.0,0.0,1
3,E_000004,4,0.0,0.0,1
4,E_000005,0,1471.19,1.0,1
4,E_000005,1,0.0,0.0,1
4,E_000005,2,0.0,0.0,1
4,E_000005,3,0.0,0.0,1
4,E_000005,4,0.0,0.0,1
5,E_000006,0,887.14,1.0,1
5,E_000006,1,0.0,0.0,1
5,E_000006,2,0.0,0.0,1
5,E_000006,3,0.0,0.0,1
5,E_000006,4,0.0,0.0,1
6,E_000007,0,11648.77,1.0,1
6,E_000007,1,0.0,0.0,1
6,E_000007,2,0.0,0.0,1
6,E_000007,3,0.0,0.0,1
6,E_000007,4,0.0,0.0,1
7,E_000008,0,285.81,1.0,1
7,E_000008,1,0.0,0.0,1
7,E_000008,2,0.0,0.0,1
7,E_000008,3,0.0,0.0,1
7,E_000008,4,0.0,0.0,1
8,E_000009,0,1504.62,1.0,1
8,E_000009,1,0.0,0.0,1
8,E_000009,2,0.0,0.0,1
8,E_000009,3,0.0,0.0,1
8,E_000009,4,0.0,0.0,1
9,E_000010,0,829.96,1.0,1
9,E_000010,1,0.0,0.0,1
9,E_000010,2,0.0,0.0,1
9,E_000010,3,0.0,0.0,1
9,E_000010,4,0.0,0.0,1
10,E_000011,0,1087.44,1.0,1
10,E_000011,1,0.0,0.0,1
10,E_000011,2,0.0,0.0,1
10,E_000011,3,0.0,0.0,1
10,E_000011,4,0.0,0.0,1
11,E_000012,0,668.56,1.0,1
11,E_000012,1,0.0,0.0,1
11,E_000012,2,0.0,0.0,1
11,E_000012,3,0.0,0.0,1
11,E_000012,4,0.0,0.0,1
12,E_000013,0,663.03,1.0,1
12,E_000013,1,0.0,0.0,1
12,E_000013,2,0.0,0.0,1
12,E_000013,3,0.0,0.0,1
12,E_000013,4,0.0,0.0,1
13,E_000014,0,309.06,1.0,1
13,E_000014,1,0.0,0.0,1
13,E_000014,2,0.0,0.0,1
13,E_000014,3,0.0,0.0,1
13,E_000014,4,0.0,0.0,1
14,E_000015,0,664.64,1.0,1
14,E_000015,1,0.0,0.0,1
14,E_000015,2,0.0,0.0,1
14,E_000015,3,0.0,0.0,1
14,E_000015,4,0.0,0.0,1
15,E_000016,0,417.16,1.0,1
15,E_000016,1,0.0,0.0,1
15,E_000016,2,0.0,0.0,1
15,E_000016,3,0.0,0.0,1
15,E_000016,4,0.0,0.0,1
16,E_000017,0,664.03,1.0,1
16,E_000017,1,0.0,0.0,1
16,E_000017,2,0.0,0.0,1
16,E_000017,3,0.0,0.0,1
16,E_000017,4,0.0,0.0,1
17,E_000018,0,333.39,1.0,1
17,E_000018,1,0.0,0.0,1
17,E_000018,2,0.0,0.0,1
17,E_000018,3,0.0,0.0,1
17,E_000018,4,0.0,0.0,1
18,E_000019,0,881.3,1.0,1
18,E_000019,1,0.0,0.0,1
18,E_000019,2,0.0,0.0,1
18,E_000019,3,0.0,0.0,1
18,E_000019,4,0.0,0.0,1
19,E_000020,0,554.38,1.0,1
19,E_000020,1,0.0,0.0,1
19,E_000020,2,0.0,0.0,1
19,E_000020,3,0.0,0.0,1
19,E_000020,4,0.0,0.0,1
20,E_000021,0,1021.57,1.0,1
20,E_000021,1,0.0,0.0,1
20,E_000021,2,0.0,0.0,1
20,E_000021,3,0.0,0.0,1
20,E_000021,4,0.0,0.0,1
21,E_000022,0,401.27,1.0,1
21,E_000022,1,0.0,0.0,1
21,E_000022,2,0.0,0.0,1
21,E_000022,3,0.0,0.0,1
21,E_000022,4,0.0,0.0,1
22,E_000023,0,233.19,1.0,1
22,E_000023,1,0.0,0.0,1
22,E_000023,2,0.0,0.0,1
22,E_000023,3,0.0,0.0,1
22,E_000023,4,0.0,0.0,1
23,E_000024,0,638.87,1.0,1
23,E_000024,1,0.0,0.0,1
23,E_000024,2,0.0,0.0,1
23,E_000024,3,0.0,0.0,1
23,E_000024,4,0.0,0.0,1
24,E_000025,0,343.6,1.0,1
24,E_000025,1,0.0,0.0,1
24,E_000025,2,0.0,0.0,1
24,E_000025,3,0.0,0.0,1
24,E_000025,4,0.0,0.0,1
25,E_000026,0,675.89,1.0,1
25,E_000026,1,0.0,0.0,1
25,E_000026,2,0.0,0.0,1
25,E_000026,3,0.0,0.0,1
25,E_000026,4,0.0,0.0,1
26,E_000027,0,907.15,1.0,1
26,E_000027,1,0.0,0.0,1
26,E_000027,2,0.0,0.0,1
26,E_000027,3,0.0,0.0,1
26,E_000027,4,0.0,0.0,1
27,E_000028,0,588.58,1.0,1
27,E_000028,1,0.0,0.0,1
27,E_000028,2,0.0,0.0,1
27,E_000028,3,0.0,0.0,1
27,E_000028,4,0.0,0.0,1
28,E_000029,0,556.35,1.0,1
28,E_000029,1,0.0,0.0,1
28,E_000029,2,0.0,0.0,1
28,E_000029,3,0.0,0.0,1
28,E_000029,4,0.0,0.0,1
29,E_000030,0,282.9,1.0,1
29,E_000030,1,0.0,0.0,1
29,E_000030,2,0.0,0.0,1
29,E_000030,3,0.0,0.0,1
29,E_000030,4,0.0,0.0,1
30,E_000031,0,454.72,1.0,1
30,E_000031,1,0.0,0.0,1
30,E_000031,2,0.0,0.0,1
30,E_000031,3,0.0,0.0,1
30,E_000031,4,0.0,0.0,1
31,E_000032,0,188.14,1.0,1
31,E_000032,1,0.0,0.0,1
31,E_000032,2,0.0,0.0,1
31,E_000032,3,0.0,0.0,1
31,E_000032,4,0.0,0.0,1
32,E_000033,0,730.92,1.0,1
32,E_000033,1,0.0,0.0,1
32,E_000033,2,0.0,0.0,1
32,E_000033,3,0.0,0.0,1
32,E_000033,4,0.0,0.0,1
33,E_000034,0,479.92,1.0,1
33,E_000034,1,0.0,0.0,1
33,E_000034,2,0.0,0.0,1
33,E_000034,3,0.0,0.0,1
33,E_000034,4,0.0,0.0,1
34,E_000035,0,821.9,1.0,1
34,E_000035,1,0.0,0.0,1
34,E_000035,2,0.0,0.0,1
34,E_000035,3,0.0,0.0,1
34,E_000035,4,0.0,0.0,1
35,E_000036,0,397.3,1.0,1
35,E_000036,1,0.0,0.0,1
35,E_000036,2,0.0,0.0,1
35,E_000036,3,0.0,0.0,1
35,E_000036,4,0.0,0.0,1
36,E_000037,0,452.47,1.0,1
36,E_000037,1,0.0,0.0,1
36,E_000037,2,0.0,0.0,1
36,E_000037,3,0.0,0.0,1
36,E_000037,4,0.0,0.0,1
37,E_000038,0,203.07,1.0,1
37,E_000038,1,0.0,0.0,1
37,E_000038,2,0.0,0.0,1
37,E_000038,3,0.0,0.0,1
37,E_000038,4,0.0,0.0,1
38,E_000039,0,643.46,1.0,1
38,E_000039,1,0.0,0.0,1
38,E_000039,2,0.0,0.0,1
38,E_000039,3,0.0,0.0,1
38,E_000039,4,0.0,0.0,1
39,E_000040,0,308.92,1.0,1
39,E_000040,1,0.0,0.0,1
39,E_000040,2,0.0,0.0,1
39,E_000040,3,0.0,0.0,1
39,E_000040,4,0.0,0.0,1
40,E_000041,0,772.92,1.0,1
40,E_000041,1,0.0,0.0,1
40,E_000041,2,0.0,0.0,1
40,E_000041,3,0.0,0.0,1
40,E_000041,4,0.0,0.0,1
41,E_000042,0,504.83,1.0,1
41,E_000042,1,0.0,0.0,1
41,E_000042,2,0.0,0.0,1
41,E_000042,3,0.0,0.0,1
41,E_000042,4,0.0,0.0,1
42,E_000043,0,282.83,1.0,1
42,E_000043,1,0.0,0.0,1
42,E_000043,2,0.0,0.0,1
42,E_000043,3,0.0,0.0,1
42,E_000043,4,0.0,0.0,1
43,E_000044,0,929.73,1.0,1
43,E_000044,1,0.0,0.0,1
43,E_000044,2,0.0,0.0,1
43,E_000044,3,0.0,0.0,1
43,E_000044,4,0.0,0.0,1
44,E_000045,0,477.73,1.0,1
44,E_000045,1,0.0,0.0,1
44,E_000045,2,0.0,0.0,1
44,E_000045,3,0.0,0.0,1
44,E_000045,4,0.0,0.0,1
45,E_000046,0,629.14,1.0,1
45,E_000046,1,0.0,0.0,1
45,E_000046,2,0.0,0.0,1
45,E_000046,3,0.0,0.0,1
45,E_000046,4,0.0,0.0,1
46,E_000047,0,356.78,1.0,1
46,E_000047,1,0.0,0.0,1
46,E_000047,2,0.0,0.0,1
46,E_000047,3,0.0,0.0,1
46,E_000047,4,0.0,0.0,1
47,E_000048,0,628.87,1.0,1
47,E_000048,1,0.0,0.0,1
47,E_000048,2,0.0,0.0,1
47,E_000048,3,0.0,0.0,1
47,E_000048,4,0.0,0.0,1
48,E_000049,0,262.1,1.0,1
48,E_000049,1,0.0,0.0,1
48,E_000049,2,0.0,0.0,1
48,E_000049,3,0.0,0.0,1
48,E_000049,4,0.0,0.0,1
49,E_000050,0,1678.28,1.0,1
49,E_000050,1,0.0,0.0,1
49,E_000050,2,0.0,0.0,1
49,E_000050,3,0.0,0.0,1
49,E_000050,4,0.0,0.0,1
50,E_000051,0,830.14,1.0,1
50,E_000051,1,0.0,0.0,1
50,E_000051,2,0.0,0.0,1
50,E_000051,3,0.0,0.0,1
50,E_000051,4,0.0,0.0,1
51,E_000052,0,795.69,1.0,1
51,E_000052,1,0.0,0.0,1
51,E_000052,2,0.0,0.0,1
51,E_000052,3,0.0,0.0,1
51,E_000052,4,0.0,0.0,1
52,E_000053,0,536.25,1.0,1
52,E_000053,1,0.0,0.0,1
52,E_000053,2,0.0,0.0,1
52,E_000053,3,0.0,0.0,1
52,E_000053,4,0.0,0.0,1
53,E_000054,0,10413.43,1.0,1
53,E_000054,1,0.0,0.0,1
53,E_000054,2,0.0,0.0,1
53,E_000054,3,0.0,0.0,1
53,E_000054,4,0.0,0.0,1
54,E_000055,0,490.92,1.0,1
54,E_000055,1,0.0,0.0,1
54,E_000055,2,0.0,0.0,1
54,E_000055,3,0.0,0.0,1
54,E_000055,4,0.0,0.0,1
55,E_000056,0,326.66,1.0,1
55,E_000056,1,0.0,0.0,1
55,E_000056,2,0.0,0.0,1
55,E_000056,3,0.0,0.0,1
55,E_000056,4,0.0,0.0,1
56,E_000057,0,869.71,1.0,1
56,E_000057,1,0.0,0.0,1
56,E_000057,2,0.0,0.0,1
56,E_000057,3,0.0,0.0,1
56,E_000057,4,0.0,0.0,1
57,E_000058,0,416.99,1.0,1
57,E_000058,1,0.0,0.0,1
57,E_000058,2,0.0,0.0,1
57,E_000058,3,0.0,0.0,1
57,E_000058,4,0.0,0.0,1
58,E_000059,0,365.31,1.0,1
58,E_000059,1,0.0,0.0,1
58,E_000059,2,0.0,0.0,1
58,E_000059,3,0.0,0.0,1
58,E_000059,4,0.0,0.0,1
59,E_000060,0,205.19,1.0,1
59,E_000060,1,0.0,0.0,1
59,E_000060,2,0.0,0.0,1
59,E_000060,3,0.0,0.0,1
59,E_000060,4,0.0,0.0,1
60,E_000061,0,470.28,1.0,1
60,E_000061,1,0.0,0.0,1
60,E_000061,2,0.0,0.0,1
60,E_000061,3,0.0,0.0,1
60,E_000061,4,0.0,0.0,1
61,E_000062,0,314.78,1.0,1
61,E_000062,1,0.0,0.0,1
61,E_000062,2,0.0,0.0,1
61,E_000062,3,0.0,0.0,1
61,E_000062,4,0.0,0.0,1
62,E_000063,0,1074.92,1.0,1
62,E_000063,1,0.0,0.0,1
62,E_000063,2,0.0,0.0,1
62,E_000063,3,0.0,0.0,1
62,E_000063,4,0.0,0.0,1
63,E_000064,0,474.58,1.0,1
63,E_000064,1,0.0,0.0,1
63,E_000064,2,0.0,0.0,1
63,E_000064,3,0.0,0.0,1
63,E_000064,4,0.0,0.0,1
64,E_000065,0,856.76,1.0,1
64,E_000065,1,0.0,0.0,1
64,E_000065,2,0.0,0.0,1
64,E_000065,3,0.0,0.0,1
