t_idx,time_label,src_idx,src_label,tgt_idx,tgt_label,weight,stress
0,E_000001,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,756.96,0.0
1,E_000002,2,ACC_Inventory,3,ACC_COGS,447.99,0.0
2,E_000003,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1036.59,1.7388
3,E_000004,2,ACC_Inventory,3,ACC_COGS,490.79,1.6169
4,E_000005,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1471.19,2.2276
5,E_000006,2,ACC_Inventory,3,ACC_COGS,887.14,3.0362
6,E_000007,4,ACC_Accounts_Payable,2,ACC_Inventory,11648.77,0.0
7,E_000008,5,ACC_Cash,6,ACC_Travel_Exp,285.81,0.0
8,E_000009,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1504.62,1.9696
9,E_000010,2,ACC_Inventory,3,ACC_COGS,829.96,2.0308
10,E_000011,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1087.44,0.9902
11,E_000012,2,ACC_Inventory,3,ACC_COGS,668.56,1.254
12,E_000013,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,663.03,0.2889
13,E_000014,2,ACC_Inventory,3,ACC_COGS,309.06,0.0923
14,E_000015,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,664.64,0.306
15,E_000016,2,ACC_Inventory,3,ACC_COGS,417.16,0.442
16,E_000017,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,664.03,0.3688
17,E_000018,2,ACC_Inventory,3,ACC_COGS,333.39,0.218
18,E_000019,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,881.3,0.9957
19,E_000020,2,ACC_Inventory,3,ACC_COGS,554.38,1.1994
20,E_000021,5,ACC_Cash,6,ACC_Travel_Exp,1021.57,0.0
21,E_000022,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,401.27,0.1756
22,E_000023,2,ACC_Inventory,3,ACC_COGS,233.19,0.1778
23,E_000024,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,638.87,1.0846
24,E_000025,2,ACC_Inventory,3,ACC_COGS,343.6,0.9708
