src_idx,src_label,tgt_idx,tgt_label,optimal_lag,max_correlation
0,ACC_Sales_Revenue,0,ACC_Sales_Revenue,0,1.0
0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,3,0.1383
0,ACC_Sales_Revenue,2,ACC_Inventory,1,0.2385
0,ACC_Sales_Revenue,3,ACC_COGS,2,0.3649
0,ACC_Sales_Revenue,4,ACC_Accounts_Payable,2,0.143
0,ACC_Sales_Revenue,5,ACC_Cash,6,0.0549
0,ACC_Sales_Revenue,6,ACC_Travel_Exp,1,0.1062
0,ACC_Sales_Revenue,7,ACC_Payroll_Exp,1,0.0598
0,ACC_Sales_Revenue,8,ACC_Rent_Exp,4,0.035
0,ACC_Sales_Revenue,9,UNKNOWN_LEAK,7,0.0238
0,ACC_Sales_Revenue,10,ACC_Equity_Capital,0,0.0
1,ACC_Accounts_Receivable,0,ACC_Sales_Revenue,3,0.2807
1,ACC_Accounts_Receivable,1,ACC_Accounts_Receivable,0,1.0
1,ACC_Accounts_Receivable,2,ACC_Inventory,2,0.1827
1,ACC_Accounts_Receivable,3,ACC_COGS,1,0.8159
1,ACC_Accounts_Receivable,4,ACC_Accounts_Payable,5,0.0626
1,ACC_Accounts_Receivable,5,ACC_Cash,9,0.0132
1,ACC_Accounts_Receivable,6,ACC_Travel_Exp,2,0.1623
1,ACC_Accounts_Receivable,7,ACC_Payroll_Exp,4,0.0475
1,ACC_Accounts_Receivable,8,ACC_Rent_Exp,6,0.0432
1,ACC_Accounts_Receivable,9,UNKNOWN_LEAK,4,0.0503
1,ACC_Accounts_Receivable,10,ACC_Equity_Capital,0,0.0
2,ACC_Inventory,0,ACC_Sales_Revenue,1,0.1104
2,ACC_Inventory,1,ACC_Accounts_Receivable,7,0.0246
2,ACC_Inventory,2,ACC_Inventory,0,1.0
2,ACC_Inventory,3,ACC_COGS,5,0.0278
2,ACC_Inventory,4,ACC_Accounts_Payable,3,0.0589
2,ACC_Inventory,5,ACC_Cash,5,0.0272
2,ACC_Inventory,6,ACC_Travel_Exp,1,0.1574
2,ACC_Inventory,7,ACC_Payroll_Exp,1,0.0363
2,ACC_Inventory,8,ACC_Rent_Exp,4,0.0706
2,ACC_Inventory,9,UNKNOWN_LEAK,0,-0.0008
2,ACC_Inventory,10,ACC_Equity_Capital,0,0.0
3,ACC_COGS,0,ACC_Sales_Revenue,0,0.3648
3,ACC_COGS,1,ACC_Accounts_Receivable,1,0.3666
3,ACC_COGS,2,ACC_Inventory,1,0.2308
3,ACC_COGS,3,ACC_COGS,0,1.0
3,ACC_COGS,4,ACC_Accounts_Payable,4,0.065
3,ACC_COGS,5,ACC_Cash,8,0.0116
3,ACC_COGS,6,ACC_Travel_Exp,1,0.1653
3,ACC_COGS,7,ACC_Payroll_Exp,3,0.0306
3,ACC_COGS,8,ACC_Rent_Exp,5,0.0431
3,ACC_COGS,9,UNKNOWN_LEAK,3,0.0726
3,ACC_COGS,10,ACC_Equity_Capital,0,0.0
4,ACC_Accounts_Payable,0,ACC_Sales_Revenue,9,0.0376
4,ACC_Accounts_Payable,1,ACC_Accounts_Receivable,3,0.0449
4,ACC_Accounts_Payable,2,ACC_Inventory,10,0.0314
4,ACC_Accounts_Payable,3,ACC_COGS,2,0.0355
4,ACC_Accounts_Payable,4,ACC_Accounts_Payable,0,1.0
4,ACC_Accounts_Payable,5,ACC_Cash,1,0.0242
4,ACC_Accounts_Payable,6,ACC_Travel_Exp,7,0.0235
4,ACC_Accounts_Payable,7,ACC_Payroll_Exp,5,0.0313
4,ACC_Accounts_Payable,8,ACC_Rent_Exp,7,0.0333
4,ACC_Accounts_Payable,9,UNKNOWN_LEAK,12,0.0005
4,ACC_Accounts_Payable,10,ACC_Equity_Capital,0,0.0
5,ACC_Cash,0,ACC_Sales_Revenue,8,0.0243
5,ACC_Cash,1,ACC_Accounts_Receivable,4,0.0489
5,ACC_Cash,2,ACC_Inventory,5,0.0162
5,ACC_Cash,3,ACC_COGS,4,0.0345
5,ACC_Cash,4,ACC_Accounts_Payable,9,0.014
5,ACC_Cash,5,ACC_Cash,0,1.0
5,ACC_Cash,6,ACC_Travel_Exp,6,0.0242
5,ACC_Cash,7,ACC_Payroll_Exp,8,0.027
5,ACC_Cash,8,ACC_Rent_Exp,10,0.0177
5,ACC_Cash,9,UNKNOWN_LEAK,9,0.0148
5,ACC_Cash,10,ACC_Equity_Capital,0,0.0
6,ACC_Travel_Exp,0,ACC_Sales_Revenue,0,0.1062
6,ACC_Travel_Exp,1,ACC_Accounts_Receivable,5,0.0452
6,ACC_Travel_Exp,2,ACC_Inventory,9,0.024
6,ACC_Travel_Exp,3,ACC_COGS,6,0.0408
6,ACC_Travel_Exp,4,ACC_Accounts_Payable,2,0.0858
6,ACC_Travel_Exp,5,ACC_Cash,5,0.0187
6,ACC_Travel_Exp,6,ACC_Travel_Exp,0,1.0
6,ACC_Travel_Exp,7,ACC_Payroll_Exp,1,0.0989
6,ACC_Travel_Exp,8,ACC_Rent_Exp,4,0.1229
6,ACC_Travel_Exp,9,UNKNOWN_LEAK,7,-0.0049
6,ACC_Travel_Exp,10,ACC_Equity_Capital,0,0.0
7,ACC_Payroll_Exp,0,ACC_Sales_Revenue,0,0.0598
7,ACC_Payroll_Exp,1,ACC_Accounts_Receivable,10,0.0076
7,ACC_Payroll_Exp,2,ACC_Inventory,2,-0.0019
7,ACC_Payroll_Exp,3,ACC_COGS,11,0.0054
7,ACC_Payroll_Exp,4,ACC_Accounts_Payable,4,0.0369
7,ACC_Payroll_Exp,5,ACC_Cash,7,0.0225
7,ACC_Payroll_Exp,6,ACC_Travel_Exp,12,-0.0081
7,ACC_Payroll_Exp,7,ACC_Payroll_Exp,0,1.0
7,ACC_Payroll_Exp,8,ACC_Rent_Exp,3,0.7206
7,ACC_Payroll_Exp,9,UNKNOWN_LEAK,4,-0.0037
7,ACC_Payroll_Exp,10,ACC_Equity_Capital,0,0.0
8,ACC_Rent_Exp,0,ACC_Sales_Revenue,0,0.035
8,ACC_Rent_Exp,1,ACC_Accounts_Receivable,11,0.0127
8,ACC_Rent_Exp,2,ACC_Inventory,12,0.0319
8,ACC_Rent_Exp,3,ACC_COGS,8,0.0083
8,ACC_Rent_Exp,4,ACC_Accounts_Payable,1,0.0336
8,ACC_Rent_Exp,5,ACC_Cash,2,0.0263
8,ACC_Rent_Exp,6,ACC_Travel_Exp,11,0.0231
8,ACC_Rent_Exp,7,ACC_Payroll_Exp,1,-0.0055
8,ACC_Rent_Exp,8,ACC_Rent_Exp,0,1.0
8,ACC_Rent_Exp,9,UNKNOWN_LEAK,1,-0.0022
8,ACC_Rent_Exp,10,ACC_Equity_Capital,0,0.0
9,UNKNOWN_LEAK,0,ACC_Sales_Revenue,11,0.0238
9,UNKNOWN_LEAK,1,ACC_Accounts_Receivable,3,0.035
9,UNKNOWN_LEAK,2,ACC_Inventory,7,0.059
9,UNKNOWN_LEAK,3,ACC_COGS,4,0.0312
9,UNKNOWN_LEAK,4,ACC_Accounts_Payable,3,0.0552
9,UNKNOWN_LEAK,5,ACC_Cash,4,0.0162
9,UNKNOWN_LEAK,6,ACC_Travel_Exp,10,0.054
9,UNKNOWN_LEAK,7,ACC_Payroll_Exp,0,-0.0038
9,UNKNOWN_LEAK,8,ACC_Rent_Exp,0,-0.0022
9,UNKNOWN_LEAK,9,UNKNOWN_LEAK,0,1.0
9,UNKNOWN_LEAK,10,ACC_Equity_Capital,0,0.0
10,ACC_Equity_Capital,0,ACC_Sales_Revenue,0,0.0
10,ACC_Equity_Capital,1,ACC_Accounts_Receivable,0,0.0
10,ACC_Equity_Capital,2,ACC_Inventory,0,0.0
10,ACC_Equity_Capital,3,ACC_COGS,0,0.0
10,ACC_Equity_Capital,4,ACC_Accounts_Payable,0,0.0
10,ACC_Equity_Capital,5,ACC_Cash,0,0.0
10,ACC_Equity_Capital,6,ACC_Travel_Exp,0,0.0
10,ACC_Equity_Capital,7,ACC_Payroll_Exp,0,0.0
