Entry_ID,Trans_Date,Account_Name,Dept_Name,Debit,Credit,Memo
E_000001,2020-01-01,Raw_Materials,DPT_Ops,0.0,2075.03,Mat_Issue_Prod_A [Units:41.5]_CR
E_000001,2020-01-01,Work_In_Process,DPT_Prod_A,2075.03,0.0,Mat_Issue_Prod_A [Units:41.5]_DR
E_000002,2020-01-01,Cash,DPT_Admin,0.0,1275.03,Direct_Labor_Prod_A [Hours:51.0]_CR
E_000002,2020-01-01,Work_In_Process,DPT_Prod_A,1275.03,0.0,Direct_Labor_Prod_A [Hours:51.0]_DR
E_000003,2020-01-01,Work_In_Process,DPT_Prod_A,0.0,3350.06,FG_Completion_Prod_A_CR
E_000003,2020-01-01,Finished_Goods,DPT_Prod_A,3350.06,0.0,FG_Completion_Prod_A_DR
E_000004,2020-01-01,Raw_Materials,DPT_Ops,0.0,1688.8,Mat_Issue_Prod_B [Units:21.1]_CR
E_000004,2020-01-01,Work_In_Process,DPT_Prod_B,1688.8,0.0,Mat_Issue_Prod_B [Units:21.1]_DR
E_000005,2020-01-01,Cash,DPT_Admin,0.0,545.41,Direct_Labor_Prod_B [Hours:18.2]_CR
E_000005,2020-01-01,Work_In_Process,DPT_Prod_B,545.41,0.0,Direct_Labor_Prod_B [Hours:18.2]_DR
E_000006,2020-01-01,Work_In_Process,DPT_Prod_B,0.0,2234.21,FG_Completion_Prod_B_CR
E_000006,2020-01-01,Finished_Goods,DPT_Prod_B,2234.21,0.0,FG_Completion_Prod_B_DR
E_000007,2020-01-01,Cash,DPT_Admin,0.0,593.7,Factory_Overhead_Incurred_CR
E_000007,2020-01-01,Mfg_Overhead_Exp,DPT_Mfg_Support,593.7,0.0,Factory_Overhead_Incurred_DR
E_000008,2020-01-01,Sales_Revenue,DPT_Sales,0.0,1135.43,Sales_Record_CR
E_000008,2020-01-01,Accounts_Receivable,DPT_Admin,1135.43,0.0,Sales_Record_DR
E_000009,2020-01-01,Finished_Goods,DPT_Prod_A,0.0,633.76,COGS_Record_CR
E_000009,2020-01-01,COGS,DPT_Prod_A,633.76,0.0,COGS_Record_DR
E_000010,2020-01-01,Sales_Revenue,DPT_Sales,0.0,1554.88,Sales_Record_CR
E_000010,2020-01-01,Accounts_Receivable,DPT_Admin,1554.88,0.0,Sales_Record_DR
E_000011,2020-01-01,Finished_Goods,DPT_Prod_A,0.0,854.73,COGS_Record_CR
E_000011,2020-01-01,COGS,DPT_Prod_A,854.73,0.0,COGS_Record_DR
E_000012,2020-01-01,Sales_Revenue,DPT_Sales,0.0,2206.78,Sales_Record_CR
E_000012,2020-01-01,Accounts_Receivable,DPT_Admin,2206.78,0.0,Sales_Record_DR
E_000013,2020-01-01,Finished_Goods,DPT_Prod_A,0.0,1334.84,COGS_Record_CR
E_000013,2020-01-01,COGS,DPT_Prod_A,1334.84,0.0,COGS_Record_DR
E_000014,2020-01-01,Accounts_Payable,DPT_Admin,0.0,14531.69,Raw_Material_Purchase_CR
E_000014,2020-01-01,Raw_Materials,DPT_Ops,14531.69,0.0,Raw_Material_Purchase_DR
E_000015,2020-01-02,Cash,DPT_Admin,0.0,659.66,Factory_Overhead_Incurred_CR
E_000015,2020-01-02,Mfg_Overhead_Exp,DPT_Mfg_Support,659.66,0.0,Factory_Overhead_Incurred_DR
E_000016,2020-01-02,Sales_Revenue,DPT_Sales,0.0,2256.93,Sales_Record_CR
E_000016,2020-01-02,Accounts_Receivable,DPT_Admin,2256.93,0.0,Sales_Record_DR
E_000017,2020-01-02,Finished_Goods,DPT_Prod_A,0.0,1366.92,COGS_Record_CR
E_000017,2020-01-02,COGS,DPT_Prod_A,1366.92,0.0,COGS_Record_DR
E_000018,2020-01-02,Sales_Revenue,DPT_Sales,0.0,1631.17,Sales_Record_CR
E_000018,2020-01-02,Accounts_Receivable,DPT_Admin,1631.17,0.0,Sales_Record_DR
E_000019,2020-01-02,Finished_Goods,DPT_Prod_A,0.0,1205.93,COGS_Record_CR
E_000019,2020-01-02,COGS,DPT_Prod_A,1205.93,0.0,COGS_Record_DR
E_000020,2020-01-02,Sales_Revenue,DPT_Sales,0.0,994.55,Sales_Record_CR
E_000020,2020-01-02,Accounts_Receivable,DPT_Admin,994.55,0.0,Sales_Record_DR
E_000021,2020-01-02,Finished_Goods,DPT_Prod_A,0.0,591.74,COGS_Record_CR
E_000021,2020-01-02,COGS,DPT_Prod_A,591.74,0.0,COGS_Record_DR
E_000022,2020-01-03,Raw_Materials,DPT_Ops,0.0,4421.38,Mat_Issue_Prod_A [Units:88.4]_CR
E_000022,2020-01-03,Work_In_Process,DPT_Prod_A,4421.38,0.0,Mat_Issue_Prod_A [Units:88.4]_DR
E_000023,2020-01-03,Cash,DPT_Admin,0.0,1729.73,Direct_Labor_Prod_A [Hours:69.2]_CR
E_000023,2020-01-03,Work_In_Process,DPT_Prod_A,1729.73,0.0,Direct_Labor_Prod_A [Hours:69.2]_DR
E_000024,2020-01-03,Work_In_Process,DPT_Prod_A,0.0,6151.11,FG_Completion_Prod_A_CR
E_000024,2020-01-03,Finished_Goods,DPT_Prod_A,6151.11,0.0,FG_Completion_Prod_A_DR
E_000025,2020-01-03,Raw_Materials,DPT_Ops,0.0,1151.81,Mat_Issue_Prod_B [Units:14.4]_CR
E_000025,2020-01-03,Work_In_Process,DPT_Prod_B,1151.81,0.0,Mat_Issue_Prod_B [Units:14.4]_DR
E_000026,2020-01-03,Cash,DPT_Admin,0.0,582.89,Direct_Labor_Prod_B [Hours:19.4]_CR
E_000026,2020-01-03,Work_In_Process,DPT_Prod_B,582.89,0.0,Direct_Labor_Prod_B [Hours:19.4]_DR
E_000027,2020-01-03,Work_In_Process,DPT_Prod_B,0.0,1734.7,FG_Completion_Prod_B_CR
E_000027,2020-01-03,Finished_Goods,DPT_Prod_B,1734.7,0.0,FG_Completion_Prod_B_DR
E_000028,2020-01-03,Cash,DPT_Admin,0.0,1204.57,Factory_Overhead_Incurred_CR
E_000028,2020-01-03,Mfg_Overhead_Exp,DPT_Mfg_Support,1204.57,0.0,Factory_Overhead_Incurred_DR
E_000029,2020-01-03,Sales_Revenue,DPT_Sales,0.0,996.96,Sales_Record_CR
E_000029,2020-01-03,Accounts_Receivable,DPT_Admin,996.96,0.0,Sales_Record_DR
E_000030,2020-01-03,Finished_Goods,DPT_Prod_A,0.0,509.9,COGS_Record_CR
E_000030,2020-01-03,COGS,DPT_Prod_A,509.9,0.0,COGS_Record_DR
E_000031,2020-01-03,Sales_Revenue,DPT_Sales,0.0,996.04,Sales_Record_CR
E_000031,2020-01-03,Accounts_Receivable,DPT_Admin,996.04,0.0,Sales_Record_DR
E_000032,2020-01-03,Finished_Goods,DPT_Prod_B,0.0,743.35,COGS_Record_CR
E_000032,2020-01-03,COGS,DPT_Prod_B,743.35,0.0,COGS_Record_DR
E_000033,2020-01-03,Sales_Revenue,DPT_Sales,0.0,1321.95,Sales_Record_CR
E_000033,2020-01-03,Accounts_Receivable,DPT_Admin,1321.95,0.0,Sales_Record_DR
E_000034,2020-01-03,Finished_Goods,DPT_Prod_A,0.0,694.35,COGS_Record_CR
E_000034,2020-01-03,COGS,DPT_Prod_A,694.35,0.0,COGS_Record_DR
E_000035,2020-01-04,Raw_Materials,DPT_Ops,0.0,1226.32,Mat_Issue_Prod_B [Units:15.3]_CR
E_000035,2020-01-04,Work_In_Process,DPT_Prod_B,1226.32,0.0,Mat_Issue_Prod_B [Units:15.3]_DR
E_000036,2020-01-04,Cash,DPT_Admin,0.0,601.58,Direct_Labor_Prod_B [Hours:20.1]_CR
E_000036,2020-01-04,Work_In_Process,DPT_Prod_B,601.58,0.0,Direct_Labor_Prod_B [Hours:20.1]_DR
E_000037,2020-01-04,Work_In_Process,DPT_Prod_B,0.0,1827.9,FG_Completion_Prod_B_CR
E_000037,2020-01-04,Finished_Goods,DPT_Prod_B,1827.9,0.0,FG_Completion_Prod_B_DR
E_000038,2020-01-04,Cash,DPT_Admin,0.0,1034.14,Factory_Overhead_Incurred_CR
E_000038,2020-01-04,Mfg_Overhead_Exp,DPT_Mfg_Support,1034.14,0.0,Factory_Overhead_Incurred_DR
E_000039,2020-01-04,Sales_Revenue,DPT_Sales,0.0,601.91,Sales_Record_CR
E_000039,2020-01-04,Accounts_Receivable,DPT_Admin,601.91,0.0,Sales_Record_DR
E_000040,2020-01-04,Finished_Goods,DPT_Prod_A,0.0,337.79,COGS_Record_CR
E_000040,2020-01-04,COGS,DPT_Prod_A,337.79,0.0,COGS_Record_DR
E_000041,2020-01-04,Sales_Revenue,DPT_Sales,0.0,958.3,Sales_Record_CR
E_000041,2020-01-04,Accounts_Receivable,DPT_Admin,958.3,0.0,Sales_Record_DR
E_000042,2020-01-04,Finished_Goods,DPT_Prod_A,0.0,716.22,COGS_Record_CR
E_000042,2020-01-04,COGS,DPT_Prod_A,716.22,0.0,COGS_Record_DR
E_000043,2020-01-05,Raw_Materials,DPT_Ops,0.0,2972.85,Mat_Issue_Prod_A [Units:59.5]_CR
E_000043,2020-01-05,Work_In_Process,DPT_Prod_A,2972.85,0.0,Mat_Issue_Prod_A [Units:59.5]_DR
E_000044,2020-01-05,Cash,DPT_Admin,0.0,1768.31,Direct_Labor_Prod_A [Hours:70.7]_CR
E_000044,2020-01-05,Work_In_Process,DPT_Prod_A,1768.31,0.0,Direct_Labor_Prod_A [Hours:70.7]_DR
E_000045,2020-01-05,Work_In_Process,DPT_Prod_A,0.0,4741.16,FG_Completion_Prod_A_CR
E_000045,2020-01-05,Finished_Goods,DPT_Prod_A,4741.16,0.0,FG_Completion_Prod_A_DR
E_000046,2020-01-05,Cash,DPT_Admin,0.0,901.16,Factory_Overhead_Incurred_CR
E_000046,2020-01-05,Mfg_Overhead_Exp,DPT_Mfg_Support,901.16,0.0,Factory_Overhead_Incurred_DR
E_000047,2020-01-05,Sales_Revenue,DPT_Sales,0.0,1360.73,Sales_Record_CR
E_000047,2020-01-05,Accounts_Receivable,DPT_Admin,1360.73,0.0,Sales_Record_DR
E_000048,2020-01-05,Finished_Goods,DPT_Prod_B,0.0,702.88,COGS_Record_CR
E_000048,2020-01-05,COGS,DPT_Prod_B,702.88,0.0,COGS_Record_DR
E_000049,2020-01-05,Sales_Revenue,DPT_Sales,0.0,834.53,Sales_Record_CR
E_000049,2020-01-05,Accounts_Receivable,DPT_Admin,834.53,0.0,Sales_Record_DR
E_000050,2020-01-05,Finished_Goods,DPT_Prod_A,0.0,600.1,COGS_Record_CR
E_000050,2020-01-05,COGS,DPT_Prod_A,600.1,0.0,COGS_Record_DR
E_000051,2020-01-05,Sales_Revenue,DPT_Sales,0.0,682.09,Sales_Record_CR
E_000051,2020-01-05,Accounts_Receivable,DPT_Admin,682.09,0.0,Sales_Record_DR
E_000052,2020-01-05,Finished_Goods,DPT_Prod_B,0.0,426.18,COGS_Record_CR
E_000052,2020-01-05,COGS,DPT_Prod_B,426.18,0.0,COGS_Record_DR
E_000053,2020-01-06,Raw_Materials,DPT_Ops,0.0,2794.64,Mat_Issue_Prod_A [Units:55.9]_CR
E_000053,2020-01-06,Work_In_Process,DPT_Prod_A,2794.64,0.0,Mat_Issue_Prod_A [Units:55.9]_DR
E_000054,2020-01-06,Cash,DPT_Admin,0.0,1246.63,Direct_Labor_Prod_A [Hours:49.9]_CR
E_000054,2020-01-06,Work_In_Process,DPT_Prod_A,1246.63,0.0,Direct_Labor_Prod_A [Hours:49.9]_DR
E_000055,2020-01-06,Work_In_Process,DPT_Prod_A,0.0,4041.27,FG_Completion_Prod_A_CR
E_000055,2020-01-06,Finished_Goods,DPT_Prod_A,4041.27,0.0,FG_Completion_Prod_A_DR
E_000056,2020-01-06,Cash,DPT_Admin,0.0,928.43,Factory_Overhead_Incurred_CR
E_000056,2020-01-06,Mfg_Overhead_Exp,DPT_Mfg_Support,928.43,0.0,Factory_Overhead_Incurred_DR
E_000057,2020-01-06,Sales_Revenue,DPT_Sales,0.0,1096.38,Sales_Record_CR
E_000057,2020-01-06,Accounts_Receivable,DPT_Admin,1096.38,0.0,Sales_Record_DR
E_000058,2020-01-06,Finished_Goods,DPT_Prod_A,0.0,708.13,COGS_Record_CR
E_000058,2020-01-06,COGS,DPT_Prod_A,708.13,0.0,COGS_Record_DR
E_000059,2020-01-06,Sales_Revenue,DPT_Sales,0.0,1232.86,Sales_Record_CR
E_000059,2020-01-06,Accounts_Receivable,DPT_Admin,1232.86,0.0,Sales_Record_DR
E_000060,2020-01-06,Finished_Goods,DPT_Prod_A,0.0,773.47,COGS_Record_CR
E_000060,2020-01-06,COGS,DPT_Prod_A,773.47,0.0,COGS_Record_DR
E_000061,2020-01-06,Sales_Revenue,DPT_Sales,0.0,678.7,Sales_Record_CR
E_000061,2020-01-06,Accounts_Receivable,DPT_Admin,678.7,0.0,Sales_Record_DR
E_000062,2020-01-06,Finished_Goods,DPT_Prod_A,0.0,485.46,COGS_Record_CR
E_000062,2020-01-06,COGS,DPT_Prod_A,485.46,0.0,COGS_Record_DR
E_000063,2020-01-06,Sales_Revenue,DPT_Sales,0.0,965.19,Sales_Record_CR
E_000063,2020-01-06,Accounts_Receivable,DPT_Admin,965.19,0.0,Sales_Record_DR
E_000064,2020-01-06,Finished_Goods,DPT_Prod_A,0.0,673.72,COGS_Record_CR
E_000064,2020-01-06,COGS,DPT_Prod_A,673.72,0.0,COGS_Record_DR
E_000065,2020-01-07,Raw_Materials,DPT_Ops,0.0,3787.67,Mat_Issue_Prod_A [Units:75.8]_CR
E_000065,2020-01-07,Work_In_Process,DPT_Prod_A,3787.67,0.0,Mat_Issue_Prod_A [Units:75.8]_DR
E_000066,2020-01-07,Cash,DPT_Admin,0.0,1468.05,Direct_Labor_Prod_A [Hours:58.7]_CR
E_000066,2020-01-07,Work_In_Process,DPT_Prod_A,1468.05,0.0,Direct_Labor_Prod_A [Hours:58.7]_DR
E_000067,2020-01-07,Work_In_Process,DPT_Prod_A,0.0,5255.72,FG_Completion_Prod_A_CR
E_000067,2020-01-07,Finished_Goods,DPT_Prod_A,5255.72,0.0,FG_Completion_Prod_A_DR
E_000068,2020-01-07,Cash,DPT_Admin,0.0,511.48,Factory_Overhead_Incurred_CR
E_000068,2020-01-07,Mfg_Overhead_Exp,DPT_Mfg_Support,511.48,0.0,Factory_Overhead_Incurred_DR
E_000069,2020-01-07,Sales_Revenue,DPT_Sales,0.0,757.24,Sales_Record_CR
E_000069,2020-01-07,Accounts_Receivable,DPT_Admin,757.24,0.0,Sales_Record_DR
E_000070,2020-01-07,Finished_Goods,DPT_Prod_A,0.0,515.06,COGS_Record_CR
E_000070,2020-01-07,COGS,DPT_Prod_A,515.06,0.0,COGS_Record_DR
E_000071,2020-01-07,Sales_Revenue,DPT_Sales,0.0,1394.59,Sales_Record_CR
E_000071,2020-01-07,Accounts_Receivable,DPT_Admin,1394.59,0.0,Sales_Record_DR
E_000072,2020-01-07,Finished_Goods,DPT_Prod_B,0.0,959.09,COGS_Record_CR
E_000072,2020-01-07,COGS,DPT_Prod_B,959.09,0.0,COGS_Record_DR
E_000073,2020-01-07,Sales_Revenue,DPT_Sales,0.0,943.71,Sales_Record_CR
E_000073,2020-01-07,Accounts_Receivable,DPT_Admin,943.71,0.0,Sales_Record_DR
E_000074,2020-01-07,Finished_Goods,DPT_Prod_A,0.0,498.17,COGS_Record_CR
E_000074,2020-01-07,COGS,DPT_Prod_A,498.17,0.0,COGS_Record_DR
E_000075,2020-01-08,Raw_Materials,DPT_Ops,0.0,4166.28,Mat_Issue_Prod_A [Units:83.3]_CR
E_000075,2020-01-08,Work_In_Process,DPT_Prod_A,4166.28,0.0,Mat_Issue_Prod_A [Units:83.3]_DR
E_000076,2020-01-08,Cash,DPT_Admin,0.0,1719.68,Direct_Labor_Prod_A [Hours:68.8]_CR
E_000076,2020-01-08,Work_In_Process,DPT_Prod_A,1719.68,0.0,Direct_Labor_Prod_A [Hours:68.8]_DR
E_000077,2020-01-08,Work_In_Process,DPT_Prod_A,0.0,5885.96,FG_Completion_Prod_A_CR
E_000077,2020-01-08,Finished_Goods,DPT_Prod_A,5885.96,0.0,FG_Completion_Prod_A_DR
E_000078,2020-01-08,Cash,DPT_Admin,0.0,606.41,Factory_Overhead_Incurred_CR
E_000078,2020-01-08,Mfg_Overhead_Exp,DPT_Mfg_Support,606.41,0.0,Factory_Overhead_Incurred_DR
E_000079,2020-01-08,Sales_Revenue,DPT_Sales,0.0,943.31,Sales_Record_CR
E_000079,2020-01-08,Accounts_Receivable,DPT_Admin,943.31,0.0,Sales_Record_DR
E_000080,2020-01-08,Finished_Goods,DPT_Prod_B,0.0,619.12,COGS_Record_CR
E_000080,2020-01-08,COGS,DPT_Prod_B,619.12,0.0,COGS_Record_DR
E_000081,2020-01-08,Sales_Revenue,DPT_Sales,0.0,2517.42,Sales_Record_CR
