t_idx,time_label,node_idx,node_label,fk_total_ripple,fk_max_impact,fk_max_impact_node,ik_strain_energy,ik_max_adjust,ik_max_adjust_node
0,2020-01,0,00_ACC_Accounts_Payable_DPT_Admin,37.0863,8.5,8,49.99,0.0,0
0,2020-01,1,01_ACC_Accounts_Receivable_DPT_Admin,10.0,0.0,0,29.0242,4.9344,9
0,2020-01,2,02_ACC_COGS_DPT_Prod_A,10.0,0.0,0,17.1047,2.9079,5
0,2020-01,3,03_ACC_COGS_DPT_Prod_B,10.0,0.0,0,20.1697,3.429,6
0,2020-01,4,04_ACC_Cash_DPT_Admin,31.8662,4.6579,5,49.99,0.0,0
0,2020-01,5,05_ACC_Finished_Goods_DPT_Prod_A,18.5,8.5,2,18.7845,3.1935,10
0,2020-01,6,06_ACC_Finished_Goods_DPT_Prod_B,18.5,8.5,3,24.4268,4.1528,11
0,2020-01,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,25.725,4.7268,6,43.2296,3.4197,4
0,2020-01,8,08_ACC_Raw_Materials_DPT_Ops,31.8663,6.8252,10,29.0242,4.9344,0
0,2020-01,9,09_ACC_Sales_Revenue_DPT_Sales,18.5,8.5,1,49.99,0.0,0
0,2020-01,10,10_ACC_Work_In_Process_DPT_Prod_A,25.725,8.5,5,25.7559,3.516,8
0,2020-01,11,11_ACC_Work_In_Process_DPT_Prod_B,25.725,8.5,6,47.382,1.5872,8
0,2020-01,12,12_ACC_Cash,10.0,0.0,0,49.99,0.0,0
0,2020-01,13,13_ACC_Raw_Materials,10.0,0.0,0,49.99,0.0,0
0,2020-01,14,14_ACC_Finished_Goods,10.0,0.0,0,49.99,0.0,0
0,2020-01,15,15_ACC_Equity_Capital,10.0,0.0,0,49.99,0.0,0
1,2020-02,0,00_ACC_Accounts_Payable_DPT_Admin,37.0863,8.5,8,47.7913,1.3687,4
1,2020-02,1,01_ACC_Accounts_Receivable_DPT_Admin,37.8337,8.5,4,29.0242,4.9344,9
1,2020-02,2,02_ACC_COGS_DPT_Prod_A,10.0,0.0,0,15.0458,2.5579,5
1,2020-02,3,03_ACC_COGS_DPT_Prod_B,10.0,0.0,0,21.0041,3.5708,6
1,2020-02,4,04_ACC_Cash_DPT_Admin,33.493,5.3644,5,22.2746,3.7869,1
1,2020-02,5,05_ACC_Finished_Goods_DPT_Prod_A,18.5,8.5,2,15.2851,2.5985,10
1,2020-02,6,06_ACC_Finished_Goods_DPT_Prod_B,18.5,8.5,3,26.1391,4.4439,11
1,2020-02,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,25.725,4.9341,5,40.3571,2.6326,4
1,2020-02,8,08_ACC_Raw_Materials_DPT_Ops,31.8663,7.4967,10,28.4747,4.841,0
1,2020-02,9,09_ACC_Sales_Revenue_DPT_Sales,41.5234,8.5,1,49.99,0.0,0
1,2020-02,10,10_ACC_Work_In_Process_DPT_Prod_A,25.725,8.5,5,20.7786,3.1155,8
1,2020-02,11,11_ACC_Work_In_Process_DPT_Prod_B,25.725,8.5,6,48.9446,0.9823,8
1,2020-02,12,12_ACC_Cash,10.0,0.0,0,49.99,0.0,0
1,2020-02,13,13_ACC_Raw_Materials,10.0,0.0,0,49.99,0.0,0
1,2020-02,14,14_ACC_Finished_Goods,10.0,0.0,0,49.99,0.0,0
1,2020-02,15,15_ACC_Equity_Capital,10.0,0.0,0,49.99,0.0,0
2,2020-03,0,00_ACC_Accounts_Payable_DPT_Admin,37.0863,8.5,8,0.0,-78.645,1
