t_idx,time_label,component_idx,singular_value,explained_ratio,effective_rank
0,2020-01,0,143430.16,0.26651,8
0,2020-01,1,97546.826292,0.181253,8
0,2020-01,2,77569.695085,0.144133,8
0,2020-01,3,75433.08,0.140163,8
0,2020-01,4,68432.69,0.127156,8
1,2020-02,0,174750.72,0.288899,9
1,2020-02,1,102338.72728,0.169187,9
1,2020-02,2,78047.863956,0.129029,9
1,2020-02,3,72250.76,0.119446,9
1,2020-02,4,58193.96,0.096207,9
2,2020-03,0,150404.45,0.201395,9
2,2020-03,1,129500.410488,0.173404,9
2,2020-03,2,117078.95,0.156771,9
2,2020-03,3,110660.801912,0.148177,9
2,2020-03,4,72231.493421,0.096719,9
3,2020-04,0,172392.16,0.274753,9
3,2020-04,1,110665.125469,0.176374,9
3,2020-04,2,85461.763436,0.136206,9
3,2020-04,3,84120.41,0.134068,9
3,2020-04,4,68842.69,0.109719,9
4,2020-05,0,122515.83,0.222646,9
4,2020-05,1,93325.709251,0.169599,9
4,2020-05,2,86108.220397,0.156483,9
4,2020-05,3,65006.12,0.118135,9
4,2020-05,4,62507.58,0.113594,9
5,2020-06,0,106215.778051,0.18087,9
5,2020-06,1,104944.31,0.178705,9
5,2020-06,2,93024.58331,0.158407,9
5,2020-06,3,86939.38,0.148045,9
5,2020-06,4,61893.982411,0.105397,9
6,2020-07,0,171223.56,0.240152,9
6,2020-07,1,97806.07742,0.137179,9
6,2020-07,2,95619.367676,0.134112,9
6,2020-07,3,77932.43,0.109305,9
6,2020-07,4,71707.14,0.100574,9
7,2020-08,0,184561.56,0.2431,9
7,2020-08,1,109091.60335,0.143693,9
7,2020-08,2,97174.667949,0.127996,9
7,2020-08,3,96217.88,0.126736,9
7,2020-08,4,79511.86,0.104731,9
8,2020-09,0,146379.57,0.2081,9
8,2020-09,1,143446.59,0.20393,9
8,2020-09,2,114347.628485,0.162562,9
8,2020-09,3,87697.839009,0.124675,9
8,2020-09,4,72715.66,0.103376,9
9,2020-10,0,183948.25,0.264966,9
9,2020-10,1,115858.510704,0.166887,9
9,2020-10,2,103121.847981,0.148541,9
9,2020-10,3,88749.03,0.127837,9
9,2020-10,4,68765.023309,0.099052,9
10,2020-11,0,143820.68,0.262978,9
10,2020-11,1,105546.863308,0.192994,9
10,2020-11,2,84108.445416,0.153794,9
10,2020-11,3,59674.66,0.109116,9
10,2020-11,4,56977.24,0.104184,9
11,2020-12,0,100652.537842,0.179087,9
11,2020-12,1,94425.86,0.168008,9
11,2020-12,2,88648.09,0.157728,9
11,2020-12,3,84135.89,0.1497,9
11,2020-12,4,64378.49,0.114546,9
