t_idx,time_label,node_idx,node_label,account_category,state_X,velocity_v,acceleration_a,jerk_j,snap_s,inertia_M,viscosity_C,external_force_F
0,2020-01,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,-75433.08,-75433.08,0.0,0.0,0.0,75433.08,7543.308,-569014955.8286
0,2020-01,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,143430.16,143430.16,0.0,0.0,0.0,143430.16,14343.016,2057221079.7626
0,2020-01,2,02_ACC_COGS_DPT_Prod_A,Expense,68432.69,68432.69,0.0,0.0,0.0,68432.69,6843.269,468303306.0636
0,2020-01,3,03_ACC_COGS_DPT_Prod_B,Expense,22442.71,22442.71,0.0,0.0,0.0,22442.71,2244.271,50367523.2144
0,2020-01,4,04_ACC_Cash_DPT_Admin,Asset,-64027.5,-64027.5,0.0,0.0,0.0,64027.5,6402.75,-409952075.625
0,2020-01,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,38228.86,38228.86,0.0,0.0,0.0,38228.86,3822.886,146144573.69
0,2020-01,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,12695.4,12695.4,0.0,0.0,0.0,12695.4,1269.54,16117318.116
0,2020-01,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,8174.84,8174.84,0.0,0.0,0.0,8174.84,817.484,6682800.9026
0,2020-01,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,-10513.92,-10513.92,0.0,0.0,0.0,10513.92,1051.392,-11054251.3766
0,2020-01,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,-143430.16,-143430.16,0.0,0.0,0.0,143430.16,14343.016,-2057221079.7626
0,2020-01,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2020-01,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2020-01,12,12_ACC_Cash,Asset,1000000.0,0.0,0.0,0.0,0.0,1000000.0,100000.0,0.0
0,2020-01,13,13_ACC_Raw_Materials,Unknown,500000.0,0.0,0.0,0.0,0.0,500000.0,50000.0,0.0
0,2020-01,14,14_ACC_Finished_Goods,Unknown,500000.0,0.0,0.0,0.0,0.0,500000.0,50000.0,0.0
0,2020-01,15,15_ACC_Equity_Capital,Equity,2000000.0,0.0,0.0,0.0,0.0,2000000.0,200000.0,0.0
1,2020-02,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,-120231.59,-44798.51,30634.57,0.0,0.0,97832.335,9783.2335,2558777231.0389
1,2020-02,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,282219.69,138789.53,-4640.63,0.0,0.0,212824.925,21282.4925,1966145399.6008
1,2020-02,2,02_ACC_COGS_DPT_Prod_A,Expense,140683.45,72250.76,3818.07,0.0,0.0,104558.07,10455.807,1154650032.4882
1,2020-02,3,03_ACC_COGS_DPT_Prod_B,Expense,60256.14,37813.43,15370.72,0.0,0.0,41349.425,4134.9425,791926792.6138
1,2020-02,4,04_ACC_Cash_DPT_Admin,Asset,-107587.0,-43559.5,20468.0,0.0,0.0,85807.25,8580.725,1382530702.3625
1,2020-02,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,82082.05,43853.19,5624.33,0.0,0.0,60155.455,6015.5455,602134989.9853
1,2020-02,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,-2397.56,-15092.96,-27788.36,0.0,0.0,7546.48,754.648,-221094175.0509
1,2020-02,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,13082.35,4907.51,-3267.33,0.0,0.0,10628.595,1062.8595,-29511133.6765
1,2020-02,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,-29926.65,-19412.73,-8898.81,0.0,0.0,20220.285,2022.0285,-219189567.6837
1,2020-02,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,-318180.88,-174750.72,-31320.56,0.0,0.0,230805.52,23080.552,-11262301217.4886
1,2020-02,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2020-02,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0
1,2020-02,12,12_ACC_Cash,Asset,1000000.0,0.0,0.0,0.0,0.0,1000000.0,100000.0,0.0
1,2020-02,13,13_ACC_Raw_Materials,Unknown,500000.0,0.0,0.0,0.0,0.0,500000.0,50000.0,0.0
1,2020-02,14,14_ACC_Finished_Goods,Unknown,500000.0,0.0,0.0,0.0,0.0,500000.0,50000.0,0.0
1,2020-02,15,15_ACC_Equity_Capital,Equity,2000000.0,0.0,0.0,0.0,0.0,2000000.0,200000.0,0.0
2,2020-03,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,-94749.68,25481.91,70280.42,39645.85,0.0,96804.7833,9680.4783,7050157908.3226
2,2020-03,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,315545.19,33325.5,-105464.03,-100823.4,0.0,247065.0133,24706.5013,-25233115467.9531
2,2020-03,2,02_ACC_COGS_DPT_Prod_A,Expense,203593.73,62910.28,-9340.48,-13158.55,0.0,137569.9567,13756.9957,-419512979.4971
2,2020-03,3,03_ACC_COGS_DPT_Prod_B,Expense,90949.61,30693.47,-7119.96,-22490.68,0.0,57882.82,5788.282,-234460903.1687
2,2020-03,4,04_ACC_Cash_DPT_Admin,Asset,-143887.88,-36300.88,7258.62,-13209.38,0.0,105167.46,10516.746,381603493.9687
2,2020-03,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,160388.93,78306.88,34453.69,28829.36,0.0,93566.6133,9356.6613,3956406046.3665
2,2020-03,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,-9989.57,-7592.01,7500.95,35289.31,0.0,8360.8433,836.0843,56366707.1817
2,2020-03,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,19524.56,6442.21,1534.7,4802.03,0.0,13593.9167,1359.3917,29620070.4972
2,2020-03,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,-72789.56,-42862.91,-23450.18,-14551.37,0.0,37743.3767,3774.3377,-1046868072.3571
2,2020-03,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,-468585.33,-150404.45,24346.27,55666.83,0.0,310065.4567,31006.5457,2885414878.2851
2,2020-03,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2020-03,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2020-03,12,12_ACC_Cash,Asset,1000000.0,0.0,0.0,0.0,0.0,1000000.0,100000.0,0.0
2,2020-03,13,13_ACC_Raw_Materials,Unknown,500000.0,0.0,0.0,0.0,0.0,500000.0,50000.0,0.0
2,2020-03,14,14_ACC_Finished_Goods,Unknown,500000.0,0.0,0.0,0.0,0.0,500000.0,50000.0,0.0
2,2020-03,15,15_ACC_Equity_Capital,Equity,2000000.0,0.0,0.0,0.0,0.0,2000000.0,200000.0,0.0
3,2020-04,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,-138984.89,-44235.21,-69717.12,-139997.54,-179643.39,107349.81,10734.981,-7958983724.6282
3,2020-04,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,227273.44,-88271.75,-121597.25,-16133.22,84690.18,242117.12,24211.712,-31577986158.656
3,2020-04,2,02_ACC_COGS_DPT_Prod_A,Expense,237853.96,34260.23,-28650.05,-19309.57,-6151.02,162640.9575,16264.0958,-4102459903.2859
3,2020-04,3,03_ACC_COGS_DPT_Prod_B,Expense,109867.1,18917.49,-11775.98,-4656.02,17834.66,70878.89,7087.889,-700583321.7836
3,2020-04,4,04_ACC_Cash_DPT_Admin,Asset,-64039.31,79848.57,116149.45,108890.83,122100.21,94885.4225,9488.5423,11778536166.4397
3,2020-04,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,250409.35,90020.42,11713.54,-22740.15,-51569.51,132777.2975,13277.7297,2750558994.0996
3,2020-04,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,-3151.24,6838.33,14430.34,6929.39,-28359.92,7058.4425,705.8443,106682521.0556
3,2020-04,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,23572.87,4048.31,-2393.9,-3928.6,-8730.63,16088.655,1608.8655,-32001444.9122
3,2020-04,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,-90095.54,-17305.98,25556.93,49007.11,63558.48,50831.4175,5083.1417,1211126229.3856
3,2020-04,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,-552705.74,-84120.41,66284.04,41937.77,-13729.06,370725.5275,37072.5528,21454627356.7545
3,2020-04,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0
3,2020-04,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0
3,2020-04,12,12_ACC_Cash,Asset,1000000.0,0.0,0.0,0.0,0.0,1000000.0,100000.0,0.0
3,2020-04,13,13_ACC_Raw_Materials,Unknown,500000.0,0.0,0.0,0.0,0.0,500000.0,50000.0,0.0
3,2020-04,14,14_ACC_Finished_Goods,Unknown,500000.0,0.0,0.0,0.0,0.0,500000.0,50000.0,0.0
3,2020-04,15,15_ACC_Equity_Capital,Equity,2000000.0,0.0,0.0,0.0,0.0,2000000.0,200000.0,0.0
4,2020-05,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,-135414.38,3570.51,47805.72,117522.84,257520.38,122345.135,12234.5135,5892480719.9691
4,2020-05,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,169763.73,-57509.71,30762.04,152359.29,168492.51,248700.5125,24870.0513,6220265678.4729
4,2020-05,2,02_ACC_COGS_DPT_Prod_A,Expense,266741.28,28887.32,-5372.91,23277.14,42586.71,212218.105,21221.8105,-527187547.6427
4,2020-05,3,03_ACC_COGS_DPT_Prod_B,Expense,120697.46,10830.36,-8087.13,3688.85,8344.87,95442.5775,9544.2578,-668488784.4123
4,2020-05,4,04_ACC_Cash_DPT_Admin,Asset,-72922.8,-8883.49,-88732.06,-204881.51,-313772.34,97109.2475,9710.9248,-8702970478.6322
4,2020-05,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,325093.95,74684.6,-15335.82,-27049.36,-4309.21,204493.57,20449.357,-1608824532.8752
4,2020-05,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,20153.54,23304.78,16466.45,2036.11,-4893.28,8922.9775,892.2977,167724565.6131
4,2020-05,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,31221.27,7648.4,3600.09,5993.99,9922.59,21850.2625,2185.0263,95374866.2941
4,2020-05,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,-107622.19,-17526.65,-220.67,-25777.6,-74784.71,75108.485,7510.8485,-148214202.2475
4,2020-05,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,-617711.86,-65006.12,19114.29,-47169.75,-89107.52,489295.9525,48929.5953,6171821591.5383
4,2020-05,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2020-05,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2020-05,12,12_ACC_Cash,Asset,1000000.0,0.0,0.0,0.0,0.0,1000000.0,100000.0,0.0
4,2020-05,13,13_ACC_Raw_Materials,Unknown,500000.0,0.0,0.0,0.0,0.0,500000.0,50000.0,0.0
4,2020-05,14,14_ACC_Finished_Goods,Unknown,500000.0,0.0,0.0,0.0,0.0,500000.0,50000.0,0.0
4,2020-05,15,15_ACC_Equity_Capital,Equity,2000000.0,0.0,0.0,0.0,0.0,2000000.0,200000.0,0.0
5,2020-06,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,-125589.49,9824.89,6254.38,-41551.34,-159074.18,123684.61,12368.461,895089319.8861
5,2020-06,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,151758.8,-18004.93,39504.78,8742.74,-143616.55,216085.29,21608.529,8147341790.6382
5,2020-06,2,02_ACC_COGS_DPT_Prod_A,Expense,307094.58,40353.3,11465.98,16838.89,-6438.25,253820.8875,25382.0888,3934556261.6126
5,2020-06,3,03_ACC_COGS_DPT_Prod_B,Expense,134195.36,13497.9,2667.54,10754.67,7065.82,113927.3825,11392.7383,457683891.5387
5,2020-06,4,04_ACC_Cash_DPT_Admin,Asset,-103691.85,-30769.05,-21885.56,66846.5,271728.01,96135.46,9613.546,-2399778055.5089
5,2020-06,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,403921.86,78827.91,4143.31,19479.13,46528.49,284953.5225,28495.3522,3426879841.8908
5,2020-06,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,34643.82,14490.28,-8814.5,-25280.95,-27317.06,16984.5425,1698.4543,-125099172.2166
5,2020-06,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,35251.54,4030.27,-3618.13,-7218.22,-13212.21,27392.56,2739.256,-88069901.8337
5,2020-06,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,-132933.38,-25311.19,-7784.54,-7563.87,18213.73,100860.1675,10086.0167,-1040439094.6129
5,2020-06,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,-704651.24,-86939.38,-21933.26,-41047.55,6122.2,585913.5425,58591.3543,-17944890077.0289
5,2020-06,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0
