src_idx,src_label,tgt_idx,tgt_label,optimal_lag,max_correlation
0,ACC_Accounts_Payable,0,ACC_Accounts_Payable,0,1.0
0,ACC_Accounts_Payable,1,ACC_Inventory,4,0.1834
0,ACC_Accounts_Payable,2,ACC_Cash,1,0.2252
0,ACC_Accounts_Payable,3,ACC_Travel_Exp,12,0.2473
0,ACC_Accounts_Payable,4,ACC_COGS,12,0.2017
0,ACC_Accounts_Payable,5,ACC_Sales_Revenue,2,0.149
0,ACC_Accounts_Payable,6,ACC_Accounts_Receivable,12,0.2281
0,ACC_Accounts_Payable,7,ACC_Payroll_Exp,11,0.1379
0,ACC_Accounts_Payable,8,ACC_Rent_Exp,4,0.1456
1,ACC_Inventory,0,ACC_Accounts_Payable,3,0.1815
1,ACC_Inventory,1,ACC_Inventory,0,1.0
1,ACC_Inventory,2,ACC_Cash,0,0.1804
1,ACC_Inventory,3,ACC_Travel_Exp,12,0.2452
1,ACC_Inventory,4,ACC_COGS,12,0.8256
1,ACC_Inventory,5,ACC_Sales_Revenue,0,0.9548
1,ACC_Inventory,6,ACC_Accounts_Receivable,10,0.8774
1,ACC_Inventory,7,ACC_Payroll_Exp,8,0.1072
1,ACC_Inventory,8,ACC_Rent_Exp,12,0.0864
2,ACC_Cash,0,ACC_Accounts_Payable,8,0.3732
2,ACC_Cash,1,ACC_Inventory,3,0.5414
2,ACC_Cash,2,ACC_Cash,0,1.0
2,ACC_Cash,3,ACC_Travel_Exp,11,0.2088
2,ACC_Cash,4,ACC_COGS,12,0.108
2,ACC_Cash,5,ACC_Sales_Revenue,3,0.516
2,ACC_Cash,6,ACC_Accounts_Receivable,11,0.3111
2,ACC_Cash,7,ACC_Payroll_Exp,1,0.2901
2,ACC_Cash,8,ACC_Rent_Exp,1,0.3049
3,ACC_Travel_Exp,0,ACC_Accounts_Payable,1,0.1616
3,ACC_Travel_Exp,1,ACC_Inventory,9,0.227
3,ACC_Travel_Exp,2,ACC_Cash,10,0.3086
3,ACC_Travel_Exp,3,ACC_Travel_Exp,0,1.0
3,ACC_Travel_Exp,4,ACC_COGS,1,0.1508
3,ACC_Travel_Exp,5,ACC_Sales_Revenue,8,0.2797
3,ACC_Travel_Exp,6,ACC_Accounts_Receivable,1,0.0534
3,ACC_Travel_Exp,7,ACC_Payroll_Exp,12,0.4485
3,ACC_Travel_Exp,8,ACC_Rent_Exp,12,0.344
4,ACC_COGS,0,ACC_Accounts_Payable,11,0.0828
4,ACC_COGS,1,ACC_Inventory,12,0.7946
4,ACC_COGS,2,ACC_Cash,8,0.5035
4,ACC_COGS,3,ACC_Travel_Exp,3,0.2313
4,ACC_COGS,4,ACC_COGS,0,1.0
4,ACC_COGS,5,ACC_Sales_Revenue,12,0.8714
4,ACC_COGS,6,ACC_Accounts_Receivable,0,0.816
4,ACC_COGS,7,ACC_Payroll_Exp,2,0.0638
4,ACC_COGS,8,ACC_Rent_Exp,2,0.0739
5,ACC_Sales_Revenue,0,ACC_Accounts_Payable,1,0.1619
5,ACC_Sales_Revenue,1,ACC_Inventory,0,0.9548
5,ACC_Sales_Revenue,2,ACC_Cash,0,0.2197
5,ACC_Sales_Revenue,3,ACC_Travel_Exp,12,0.2244
5,ACC_Sales_Revenue,4,ACC_COGS,12,0.8467
5,ACC_Sales_Revenue,5,ACC_Sales_Revenue,0,1.0
5,ACC_Sales_Revenue,6,ACC_Accounts_Receivable,10,0.9015
5,ACC_Sales_Revenue,7,ACC_Payroll_Exp,8,0.1104
5,ACC_Sales_Revenue,8,ACC_Rent_Exp,12,0.0772
6,ACC_Accounts_Receivable,0,ACC_Accounts_Payable,11,-0.0069
6,ACC_Accounts_Receivable,1,ACC_Inventory,12,0.5946
6,ACC_Accounts_Receivable,2,ACC_Cash,10,0.447
6,ACC_Accounts_Receivable,3,ACC_Travel_Exp,4,0.2268
6,ACC_Accounts_Receivable,4,ACC_COGS,3,0.8995
6,ACC_Accounts_Receivable,5,ACC_Sales_Revenue,12,0.7046
6,ACC_Accounts_Receivable,6,ACC_Accounts_Receivable,0,1.0
6,ACC_Accounts_Receivable,7,ACC_Payroll_Exp,2,0.019
6,ACC_Accounts_Receivable,8,ACC_Rent_Exp,2,0.0516
7,ACC_Payroll_Exp,0,ACC_Accounts_Payable,2,0.27
7,ACC_Payroll_Exp,1,ACC_Inventory,6,0.1183
7,ACC_Payroll_Exp,2,ACC_Cash,3,0.3293
7,ACC_Payroll_Exp,3,ACC_Travel_Exp,1,0.5166
7,ACC_Payroll_Exp,4,ACC_COGS,3,0.0457
7,ACC_Payroll_Exp,5,ACC_Sales_Revenue,9,0.1142
7,ACC_Payroll_Exp,6,ACC_Accounts_Receivable,0,0.0043
7,ACC_Payroll_Exp,7,ACC_Payroll_Exp,0,1.0
7,ACC_Payroll_Exp,8,ACC_Rent_Exp,0,0.9524
8,ACC_Rent_Exp,0,ACC_Accounts_Payable,2,0.2223
8,ACC_Rent_Exp,1,ACC_Inventory,6,0.1011
8,ACC_Rent_Exp,2,ACC_Cash,12,0.3342
8,ACC_Rent_Exp,3,ACC_Travel_Exp,1,0.457
8,ACC_Rent_Exp,4,ACC_COGS,3,0.0682
8,ACC_Rent_Exp,5,ACC_Sales_Revenue,9,0.1073
8,ACC_Rent_Exp,6,ACC_Accounts_Receivable,4,0.0224
8,ACC_Rent_Exp,7,ACC_Payroll_Exp,0,0.9524
8,ACC_Rent_Exp,8,ACC_Rent_Exp,0,1.0
