t_idx,time_label,node_idx,node_label,ik_suggested_delta,ik_strain_energy
0,2020-W01,0,ACC_Inventory,0.0,29024205.0792
0,2020-W01,1,ACC_Accounts_Payable,0.0,29024205.0792
0,2020-W01,2,ACC_Travel_Exp,0.0,29024205.0792
0,2020-W01,3,ACC_Cash,0.0,29024205.0792
0,2020-W01,4,ACC_COGS,0.0,29024205.0792
0,2020-W01,5,ACC_Accounts_Receivable,4934.4014,29024205.0792
0,2020-W01,6,ACC_Sales_Revenue,5805.1781,29024205.0792
0,2020-W01,7,ACC_Payroll_Exp,0.0,29024205.0792
0,2020-W01,8,ACC_Rent_Exp,0.0,29024205.0792
1,2020-W02,0,ACC_Inventory,0.0,29024205.0792
1,2020-W02,1,ACC_Accounts_Payable,0.0,29024205.0792
1,2020-W02,2,ACC_Travel_Exp,0.0,29024205.0792
1,2020-W02,3,ACC_Cash,0.0,29024205.0792
1,2020-W02,4,ACC_COGS,0.0,29024205.0792
1,2020-W02,5,ACC_Accounts_Receivable,4934.4014,29024205.0792
1,2020-W02,6,ACC_Sales_Revenue,5805.1781,29024205.0792
1,2020-W02,7,ACC_Payroll_Exp,0.0,29024205.0792
1,2020-W02,8,ACC_Rent_Exp,0.0,29024205.0792
2,2020-W03,0,ACC_Inventory,180485.3365,2469.2545
2,2020-W03,1,ACC_Accounts_Payable,-143350.3111,2469.2545
2,2020-W03,2,ACC_Travel_Exp,7999.3528,2469.2545
2,2020-W03,3,ACC_Cash,-7999.3528,2469.2545
2,2020-W03,4,ACC_COGS,-37135.0253,2469.2545
2,2020-W03,5,ACC_Accounts_Receivable,-66666.2429,2469.2545
2,2020-W03,6,ACC_Sales_Revenue,66666.2429,2469.2545
2,2020-W03,7,ACC_Payroll_Exp,0.0,2469.2545
2,2020-W03,8,ACC_Rent_Exp,0.0,2469.2545
3,2020-W04,0,ACC_Inventory,193222.6676,5754.7939
3,2020-W04,1,ACC_Accounts_Payable,-157011.5298,5754.7939
3,2020-W04,2,ACC_Travel_Exp,9425.8727,5754.7939
3,2020-W04,3,ACC_Cash,14751.3366,5754.7939
3,2020-W04,4,ACC_COGS,-36211.1378,5754.7939
3,2020-W04,5,ACC_Accounts_Receivable,-66666.1762,5754.7939
3,2020-W04,6,ACC_Sales_Revenue,66666.1762,5754.7939
3,2020-W04,7,ACC_Payroll_Exp,-17879.33,5754.7939
3,2020-W04,8,ACC_Rent_Exp,-6297.8793,5754.7939
4,2020-W05,0,ACC_Inventory,59923.2944,824.9288
4,2020-W05,1,ACC_Accounts_Payable,-48274.7368,824.9288
4,2020-W05,2,ACC_Travel_Exp,2968.2009,824.9288
4,2020-W05,3,ACC_Cash,6981.2892,824.9288
4,2020-W05,4,ACC_COGS,-11648.5575,824.9288
4,2020-W05,5,ACC_Accounts_Receivable,-21529.2995,824.9288
4,2020-W05,6,ACC_Sales_Revenue,21433.0423,824.9288
4,2020-W05,7,ACC_Payroll_Exp,-7286.5813,824.9288
4,2020-W05,8,ACC_Rent_Exp,-2566.6515,824.9288
5,2020-W06,0,ACC_Inventory,-46236.4691,992.5189
5,2020-W06,1,ACC_Accounts_Payable,37939.1241,992.5189
5,2020-W06,2,ACC_Travel_Exp,870.4028,992.5189
5,2020-W06,3,ACC_Cash,13679.0817,992.5189
5,2020-W06,4,ACC_COGS,-15350.6249,992.5189
5,2020-W06,5,ACC_Accounts_Receivable,-19306.9448,992.5189
5,2020-W06,6,ACC_Sales_Revenue,23640.7072,992.5189
5,2020-W06,7,ACC_Payroll_Exp,3523.5686,992.5189
5,2020-W06,8,ACC_Rent_Exp,1241.1544,992.5189
6,2020-W07,0,ACC_Inventory,-3367.2519,43.4033
6,2020-W07,1,ACC_Accounts_Payable,-1566.1572,43.4033
6,2020-W07,2,ACC_Travel_Exp,109.6388,43.4033
6,2020-W07,3,ACC_Cash,-803.7243,43.4033
6,2020-W07,4,ACC_COGS,-4023.7608,43.4033
6,2020-W07,5,ACC_Accounts_Receivable,4661.1283,43.4033
6,2020-W07,6,ACC_Sales_Revenue,6551.3996,43.4033
6,2020-W07,7,ACC_Payroll_Exp,-1154.5793,43.4033
6,2020-W07,8,ACC_Rent_Exp,-406.6932,43.4033
7,2020-W08,0,ACC_Inventory,3549.2516,72267.0157
7,2020-W08,1,ACC_Accounts_Payable,4868.4035,72267.0157
7,2020-W08,2,ACC_Travel_Exp,17169.4971,72267.0157
7,2020-W08,3,ACC_Cash,4130.3804,72267.0157
7,2020-W08,4,ACC_COGS,-33237.6271,72267.0157
7,2020-W08,5,ACC_Accounts_Receivable,9306.6941,72267.0157
7,2020-W08,6,ACC_Sales_Revenue,-11439.1135,72267.0157
7,2020-W08,7,ACC_Payroll_Exp,4180.1004,72267.0157
7,2020-W08,8,ACC_Rent_Exp,1472.4136,72267.0157
8,2020-W09,0,ACC_Inventory,6884.2279,201919.4064
8,2020-W09,1,ACC_Accounts_Payable,9579.924,201919.4064
8,2020-W09,2,ACC_Travel_Exp,-1240.322,201919.4064
8,2020-W09,3,ACC_Cash,17283.1814,201919.4064
8,2020-W09,4,ACC_COGS,-46999.7096,201919.4064
8,2020-W09,5,ACC_Accounts_Receivable,20740.735,201919.4064
8,2020-W09,6,ACC_Sales_Revenue,-10730.9871,201919.4064
8,2020-W09,7,ACC_Payroll_Exp,29207.1249,201919.4064
8,2020-W09,8,ACC_Rent_Exp,-24724.1746,201919.4064
9,2020-W10,0,ACC_Inventory,-1733.1027,90084.7521
9,2020-W10,1,ACC_Accounts_Payable,-39.0128,90084.7521
9,2020-W10,2,ACC_Travel_Exp,19120.9134,90084.7521
9,2020-W10,3,ACC_Cash,-6209.1026,90084.7521
9,2020-W10,4,ACC_COGS,7789.9451,90084.7521
9,2020-W10,5,ACC_Accounts_Receivable,-3389.3575,90084.7521
9,2020-W10,6,ACC_Sales_Revenue,3096.6059,90084.7521
9,2020-W10,7,ACC_Payroll_Exp,-1060.7154,90084.7521
9,2020-W10,8,ACC_Rent_Exp,-17576.1733,90084.7521
10,2020-W11,0,ACC_Inventory,-1350.5326,37289.5932
10,2020-W11,1,ACC_Accounts_Payable,178.7943,37289.5932
10,2020-W11,2,ACC_Travel_Exp,17619.9991,37289.5932
10,2020-W11,3,ACC_Cash,-5361.6595,37289.5932
10,2020-W11,4,ACC_COGS,7101.3226,37289.5932
10,2020-W11,5,ACC_Accounts_Receivable,-2980.4682,37289.5932
10,2020-W11,6,ACC_Sales_Revenue,3030.6027,37289.5932
10,2020-W11,7,ACC_Payroll_Exp,264.5942,37289.5932
10,2020-W11,8,ACC_Rent_Exp,-18502.6526,37289.5932
11,2020-W12,0,ACC_Inventory,3488.6052,46736.5826
11,2020-W12,1,ACC_Accounts_Payable,4188.9242,46736.5826
11,2020-W12,2,ACC_Travel_Exp,9109.4085,46736.5826
11,2020-W12,3,ACC_Cash,4940.2177,46736.5826
11,2020-W12,4,ACC_COGS,-18997.4621,46736.5826
11,2020-W12,5,ACC_Accounts_Receivable,6811.7002,46736.5826
11,2020-W12,6,ACC_Sales_Revenue,-4953.5728,46736.5826
11,2020-W12,7,ACC_Payroll_Exp,11448.1138,46736.5826
11,2020-W12,8,ACC_Rent_Exp,-16035.9347,46736.5826
12,2020-W13,0,ACC_Inventory,2898.8754,20909.6673
12,2020-W13,1,ACC_Accounts_Payable,3729.1158,20909.6673
12,2020-W13,2,ACC_Travel_Exp,7242.9451,20909.6673
12,2020-W13,3,ACC_Cash,4473.8353,20909.6673
12,2020-W13,4,ACC_COGS,-24224.5767,20909.6673
12,2020-W13,5,ACC_Accounts_Receivable,6917.3303,20909.6673
12,2020-W13,6,ACC_Sales_Revenue,-7574.9464,20909.6673
12,2020-W13,7,ACC_Payroll_Exp,4796.8276,20909.6673
12,2020-W13,8,ACC_Rent_Exp,1740.5936,20909.6673
13,2020-W14,0,ACC_Inventory,-2702.5099,7429.043
13,2020-W14,1,ACC_Accounts_Payable,-269.9387,7429.043
13,2020-W14,2,ACC_Travel_Exp,579.4172,7429.043
13,2020-W14,3,ACC_Cash,-145.9441,7429.043
13,2020-W14,4,ACC_COGS,10134.1152,7429.043
13,2020-W14,5,ACC_Accounts_Receivable,-695.3641,7429.043
13,2020-W14,6,ACC_Sales_Revenue,7420.61,7429.043
13,2020-W14,7,ACC_Payroll_Exp,7475.2929,7429.043
13,2020-W14,8,ACC_Rent_Exp,-21795.6786,7429.043
14,2020-W15,0,ACC_Inventory,-919.7619,4465.6165
14,2020-W15,1,ACC_Accounts_Payable,2494.665,4465.6165
14,2020-W15,2,ACC_Travel_Exp,6273.9714,4465.6165
14,2020-W15,3,ACC_Cash,2955.0192,4465.6165
