t_idx,node_idx,curvature,density
0,0,0.000000,4294.1000
0,1,0.000000,4273.1000
0,2,0.000000,4318.2400
0,3,0.000000,4305.9500
0,4,0.000000,4261.6700
1,0,0.000000,4975.0100
1,1,0.000000,5016.4700
1,2,0.000000,4974.1800
1,3,0.000000,4978.8800
1,4,0.000000,4999.0600
2,0,28.740000,5480.9200
2,1,22.780000,5484.9000
2,2,87.920000,5480.6000
2,3,84.460000,5432.0900
2,4,48.060000,5453.9500
3,0,67.990000,5622.8800
3,1,47.830000,5632.9800
3,2,46.770000,5636.8700
3,3,24.860000,5610.9200
3,4,137.730000,5663.2700
4,0,126.850000,5425.0700
4,1,75.750000,5373.1300
4,2,21.890000,5467.4900
4,3,32.180000,5472.3100
4,4,148.530000,5448.7200
5,0,100.270000,5115.9700
5,1,26.270000,5143.9900
5,2,127.640000,5063.7900
5,3,10.200000,5079.3800
5,4,43.440000,5064.5900
6,0,6.920000,4710.8100
6,1,68.170000,4708.2000
6,2,137.930000,4663.1000
6,3,67.410000,4617.7200
6,4,131.770000,4674.0700
7,0,18.980000,4454.6300
7,1,23.610000,4452.8600
7,2,180.970000,4427.9600
7,3,81.950000,4364.8900
7,4,94.390000,4444.7800
8,0,52.710000,4286.2400
8,1,41.450000,4298.7900
8,2,126.620000,4313.6000
8,3,26.980000,4308.2200
8,4,110.900000,4315.2900
9,0,2.880000,4423.1500
9,1,8.250000,4432.6900
9,2,60.040000,4437.3200
9,3,14.950000,4442.5200
9,4,86.120000,4411.9800
10,0,98.110000,4493.1100
10,1,0.090000,4549.8200
10,2,124.700000,4572.7800
10,3,25.090000,4576.4700
10,4,51.590000,4552.6000
11,0,5.360000,4753.0100
11,1,42.310000,4726.7600
11,2,148.990000,4739.8500
11,3,9.720000,4789.9600
11,4,102.320000,4694.6200
12,0,127.750000,4791.4600
12,1,117.990000,4785.8500
12,2,170.250000,4743.4300
12,3,58.570000,4767.1800
12,4,121.440000,4749.8200
13,0,31.930000,4576.5400
13,1,177.690000,4526.2300
13,2,208.070000,4577.1800
13,3,7.500000,4473.0600
13,4,69.810000,4500.0500
14,0,109.760000,3999.7800
14,1,167.360000,4114.3900
14,2,129.100000,4009.9500
14,3,126.330000,4060.0700
14,4,21.690000,4002.5100
15,0,159.160000,3397.5000
15,1,113.930000,3366.6200
15,2,32.340000,3345.7800
15,3,116.870000,3395.1700
15,4,188.560000,3407.0900
16,0,94.580000,2725.3000
16,1,59.080000,2727.9700
16,2,110.630000,2676.2400
16,3,40.370000,2682.6400
16,4,223.920000,2704.3300
17,0,22.790000,2219.2100
17,1,37.870000,2235.5100
17,2,26.840000,2247.3400
17,3,22.500000,2239.5100
17,4,19.420000,2214.9900
18,0,120.270000,2010.5500
18,1,67.690000,2079.1000
18,2,55.570000,2065.6700
18,3,17.880000,2021.3600
18,4,126.030000,2012.9400
19,0,122.740000,2192.7100
19,1,100.150000,2150.1000
19,2,38.930000,2130.1500
19,3,5.770000,2180.2000
