t_idx,time_label,node_idx,node_label,account_category,optimal_input_u,state_error_x
0,2020-01,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,0.0,75433.08
0,2020-01,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,0.0,143430.16
0,2020-01,2,02_ACC_COGS_DPT_Prod_A,Expense,0.0,68432.69
0,2020-01,3,03_ACC_COGS_DPT_Prod_B,Expense,0.0,22442.71
0,2020-01,4,04_ACC_Cash_DPT_Admin,Asset,0.0,64027.5
0,2020-01,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,0.0,51584.06
0,2020-01,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,0.0,4999.63
0,2020-01,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,-48998.9288,2515.41
0,2020-01,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,0.0,10513.92
0,2020-01,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,0.0,153430.16
0,2020-01,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,0.0,0.0
0,2020-01,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,0.0,0.0
0,2020-01,12,12_ACC_Cash,Asset,0.0,0.0
0,2020-01,13,13_ACC_Raw_Materials,Unknown,0.0,0.0
0,2020-01,14,14_ACC_Finished_Goods,Unknown,0.0,0.0
0,2020-01,15,15_ACC_Equity_Capital,Equity,0.0,0.0
1,2020-02,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,0.0,44798.51
1,2020-02,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,0.0,138789.53
1,2020-02,2,02_ACC_COGS_DPT_Prod_A,Expense,-1508.9536,72250.76
1,2020-02,3,03_ACC_COGS_DPT_Prod_B,Expense,-89.2448,37813.43
1,2020-02,4,04_ACC_Cash_DPT_Admin,Asset,0.0,43559.5
1,2020-02,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,0.0,58822.04
1,2020-02,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,0.0,23913.25
1,2020-02,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,-65363.8699,1241.05
1,2020-02,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,0.0,19412.73
1,2020-02,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,0.0,184750.72
1,2020-02,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,0.0,0.0
1,2020-02,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,0.0,0.0
1,2020-02,12,12_ACC_Cash,Asset,0.0,0.0
1,2020-02,13,13_ACC_Raw_Materials,Unknown,0.0,0.0
1,2020-02,14,14_ACC_Finished_Goods,Unknown,0.0,0.0
1,2020-02,15,15_ACC_Equity_Capital,Equity,0.0,0.0
2,2020-03,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,0.0,25481.91
2,2020-03,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,0.0,33325.5
2,2020-03,2,02_ACC_COGS_DPT_Prod_A,Expense,-5611.4639,62910.28
2,2020-03,3,03_ACC_COGS_DPT_Prod_B,Expense,-420.3037,30693.47
2,2020-03,4,04_ACC_Cash_DPT_Admin,Asset,0.0,36300.88
2,2020-03,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,0.0,91848.21
2,2020-03,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,0.0,15958.77
2,2020-03,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,-75546.2575,1267.64
2,2020-03,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,0.0,42862.91
2,2020-03,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,0.0,160404.45
2,2020-03,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,0.0,0.0
2,2020-03,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,0.0,0.0
2,2020-03,12,12_ACC_Cash,Asset,0.0,0.0
2,2020-03,13,13_ACC_Raw_Materials,Unknown,0.0,0.0
2,2020-03,14,14_ACC_Finished_Goods,Unknown,0.0,0.0
2,2020-03,15,15_ACC_Equity_Capital,Equity,0.0,0.0
3,2020-04,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,0.0,44235.21
3,2020-04,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,0.0,88271.75
3,2020-04,2,02_ACC_COGS_DPT_Prod_A,Expense,-4301.1751,34260.23
3,2020-04,3,03_ACC_COGS_DPT_Prod_B,Expense,-443.2397,18917.49
3,2020-04,4,04_ACC_Cash_DPT_Admin,Asset,0.0,79848.57
3,2020-04,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,0.0,104346.31
3,2020-04,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,0.0,2014.61
3,2020-04,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,-112941.3899,1424.64
3,2020-04,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,0.0,17305.98
3,2020-04,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,0.0,94120.41
3,2020-04,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,0.0,0.0
3,2020-04,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,0.0,0.0
3,2020-04,12,12_ACC_Cash,Asset,0.0,0.0
3,2020-04,13,13_ACC_Raw_Materials,Unknown,0.0,0.0
3,2020-04,14,14_ACC_Finished_Goods,Unknown,0.0,0.0
3,2020-04,15,15_ACC_Equity_Capital,Equity,0.0,0.0
4,2020-05,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,0.0,3570.51
4,2020-05,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,0.0,57509.71
4,2020-05,2,02_ACC_COGS_DPT_Prod_A,Expense,-4478.3621,28887.32
4,2020-05,3,03_ACC_COGS_DPT_Prod_B,Expense,-589.023,10830.36
4,2020-05,4,04_ACC_Cash_DPT_Admin,Asset,0.0,8883.49
4,2020-05,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,0.0,89251.76
4,2020-05,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,0.0,14043.96
4,2020-05,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,-78636.0559,2342.06
4,2020-05,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,0.0,17526.65
4,2020-05,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,0.0,75006.12
4,2020-05,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,0.0,0.0
4,2020-05,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,0.0,0.0
4,2020-05,12,12_ACC_Cash,Asset,0.0,0.0
4,2020-05,13,13_ACC_Raw_Materials,Unknown,0.0,0.0
4,2020-05,14,14_ACC_Finished_Goods,Unknown,0.0,0.0
4,2020-05,15,15_ACC_Equity_Capital,Equity,0.0,0.0
5,2020-06,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,0.0,9824.89
5,2020-06,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,0.0,18004.93
5,2020-06,2,02_ACC_COGS_DPT_Prod_A,Expense,-5056.1403,40353.3
5,2020-06,3,03_ACC_COGS_DPT_Prod_B,Expense,-787.3512,13497.9
5,2020-06,4,04_ACC_Cash_DPT_Admin,Asset,0.0,30769.05
5,2020-06,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,0.0,93056.0
5,2020-06,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,0.0,5991.42
