t_idx,time_label,component_idx,singular_value,explained_ratio,effective_rank
0,2020-01,0,143430.16,0.266673,8
0,2020-01,1,99747.628312,0.185456,8
0,2020-01,2,77569.695085,0.144222,8
0,2020-01,3,75433.08,0.140249,8
0,2020-01,4,68432.69,0.127234,8
1,2020-02,0,174750.72,0.289227,9
1,2020-02,1,105546.364919,0.174688,9
1,2020-02,2,78047.863956,0.129176,9
1,2020-02,3,72250.76,0.119581,9
1,2020-02,4,58193.96,0.096316,9
2,2020-03,0,150404.45,0.201886,9
2,2020-03,1,131476.960177,0.17648,9
2,2020-03,2,117078.95,0.157154,9
2,2020-03,3,110660.801912,0.148539,9
2,2020-03,4,72231.493421,0.096955,9
3,2020-04,0,172392.16,0.275076,9
3,2020-04,1,113438.14442,0.181006,9
3,2020-04,2,85461.763436,0.136366,9
3,2020-04,3,84120.41,0.134226,9
3,2020-04,4,68842.69,0.109848,9
4,2020-05,0,122515.83,0.222965,9
4,2020-05,1,96114.979525,0.174918,9
4,2020-05,2,86108.220397,0.156707,9
4,2020-05,3,65006.12,0.118304,9
4,2020-05,4,62507.58,0.113757,9
5,2020-06,0,108985.121615,0.185843,9
5,2020-06,1,104944.31,0.178952,9
5,2020-06,2,93024.58331,0.158626,9
5,2020-06,3,86939.38,0.14825,9
5,2020-06,4,61893.982411,0.105542,9
6,2020-07,0,171223.56,0.240373,9
6,2020-07,1,100396.772442,0.140943,9
6,2020-07,2,95619.367676,0.134236,9
6,2020-07,3,77932.43,0.109406,9
6,2020-07,4,71707.14,0.100667,9
7,2020-08,0,184561.56,0.243464,9
7,2020-08,1,111302.577595,0.146824,9
7,2020-08,2,97174.667949,0.128188,9
7,2020-08,3,96217.88,0.126925,9
7,2020-08,4,79511.86,0.104888,9
8,2020-09,0,146379.57,0.208129,9
8,2020-09,1,143446.59,0.203959,9
8,2020-09,2,116865.519498,0.166165,9
8,2020-09,3,87697.839009,0.124693,9
8,2020-09,4,72715.66,0.103391,9
9,2020-10,0,183948.25,0.26547,9
9,2020-10,1,118078.484974,0.170408,9
9,2020-10,2,103121.847981,0.148823,9
9,2020-10,3,88749.03,0.128081,9
9,2020-10,4,68765.023309,0.09924,9
10,2020-11,0,143820.68,0.263435,9
10,2020-11,1,107866.663915,0.197579,9
10,2020-11,2,84108.445416,0.154061,9
10,2020-11,3,59674.66,0.109306,9
10,2020-11,4,56977.24,0.104365,9
11,2020-12,0,100652.537842,0.179087,9
11,2020-12,1,94425.86,0.168008,9
11,2020-12,2,88648.09,0.157728,9
11,2020-12,3,84135.89,0.1497,9
11,2020-12,4,64378.49,0.114546,9
