t_idx,time_label,node_idx,node_label,account_category,z_score_X,z_score_v,local_kl_drift,micro_anomaly_flag
0,2020-01,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,0.0,0.0,0.0,0
0,2020-01,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,0.0,0.0,0.0,0
0,2020-01,2,02_ACC_COGS_DPT_Prod_A,Expense,0.0,0.0,0.0,0
0,2020-01,3,03_ACC_COGS_DPT_Prod_B,Expense,0.0,0.0,0.0,0
0,2020-01,4,04_ACC_Cash_DPT_Admin,Asset,0.0,0.0,0.0,0
0,2020-01,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,0.0,0.0,0.0,0
0,2020-01,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,0.0,0.0,0.0,0
0,2020-01,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,0.0,0.0,0.0,0
0,2020-01,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,0.0,0.0,0.0,0
0,2020-01,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,0.0,0.0,0.0,0
0,2020-01,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,0.0,0.0,0.0,0
0,2020-01,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,0.0,0.0,0.0,0
0,2020-01,12,12_ACC_Cash,Asset,0.0,0.0,0.0,0
0,2020-01,13,13_ACC_Raw_Materials,Unknown,0.0,0.0,0.0,0
0,2020-01,14,14_ACC_Finished_Goods,Unknown,0.0,0.0,0.0,0
0,2020-01,15,15_ACC_Equity_Capital,Equity,0.0,0.0,0.0,0
1,2020-02,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,0.0,0.0,0.0,0
1,2020-02,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,0.0,0.0,1.0,0
1,2020-02,2,02_ACC_COGS_DPT_Prod_A,Expense,0.0,0.0,0.0,0
1,2020-02,3,03_ACC_COGS_DPT_Prod_B,Expense,0.0,0.0,0.0,0
1,2020-02,4,04_ACC_Cash_DPT_Admin,Asset,0.0,0.0,0.1878,0
1,2020-02,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,0.0,0.0,0.0,0
1,2020-02,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,0.0,0.0,0.0,0
1,2020-02,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,0.0,0.0,0.0259,0
1,2020-02,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,0.0,0.0,0.0119,0
1,2020-02,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,0.0,0.0,0.0,0
1,2020-02,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,0.0,0.0,0.0,0
1,2020-02,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,0.0,0.0,0.0,0
1,2020-02,12,12_ACC_Cash,Asset,0.0,0.0,0.0,0
1,2020-02,13,13_ACC_Raw_Materials,Unknown,0.0,0.0,0.0,0
1,2020-02,14,14_ACC_Finished_Goods,Unknown,0.0,0.0,0.0,0
1,2020-02,15,15_ACC_Equity_Capital,Equity,0.0,0.0,0.0,0
2,2020-03,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,1.0,5.5883,0.0,1
2,2020-03,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,1.0,46.4525,0.0858,1
2,2020-03,2,02_ACC_COGS_DPT_Prod_A,Expense,1.0,3.8928,0.0,1
2,2020-03,3,03_ACC_COGS_DPT_Prod_B,Expense,1.0001,0.0736,0.0,0
2,2020-03,4,04_ACC_Cash_DPT_Admin,Asset,1.0,1.7093,0.2776,0
2,2020-03,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,1.0,10.1258,0.0,1
2,2020-03,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,0.9984,0.4498,0.0,0
