t_idx,src_idx,tgt_idx,value
0,0,1,851662.5
0,0,2,3537968.9000000004
0,0,3,1659099.1900000002
0,0,4,2879994.52
0,0,5,427303.8
0,0,6,2745228.21
0,0,7,1129001.13
0,0,8,1540427.08
0,0,9,1718583.17
0,10,1,117382.34
0,10,2,11729.43
0,10,3,26415.35
0,10,4,116720.87999999999
0,10,11,17236.45
0,10,5,17231.06
0,10,6,57150.6
0,10,7,73583.27
0,10,8,72727.2
0,10,9,74488.41
0,12,1,2103106.94
0,12,2,2019125.3199999998
0,12,3,2244601.2800000003
0,12,4,409868.41000000003
0,12,11,909859.24
0,12,5,391146.0
0,12,6,949651.61
0,12,7,1353493.04
0,12,8,1125675.69
0,12,9,689362.28
0,13,2,72615.17000000001
0,13,4,1100289.35
0,13,11,1270210.1300000001
0,13,5,223457.79
0,13,6,623831.8200000001
0,13,7,522944.05
0,13,8,561657.8300000001
0,13,9,659259.97
0,14,1,1836852.0499999998
0,14,2,1543581.72
0,14,3,2163463.96
0,14,4,1508411.0999999999
0,14,11,1794270.37
0,14,5,1035199.2
0,14,6,2802168.84
0,14,7,3517734.89
0,14,8,1855288.4500000002
0,14,9,1756666.98
0,1,0,1508573.29
0,1,10,29161.44
0,1,12,1745535.05
0,1,13,1199078.45
0,1,14,4044935.2199999997
0,2,0,2769880.5
0,2,10,11766.529999999999
0,2,12,2438510.43
0,2,13,70313.25
0,2,14,639274.46
0,3,0,2729174.12
0,3,10,126562.45
0,3,12,2069780.46
0,4,0,3382945.4299999997
0,4,10,83368.92
0,4,12,285777.8
0,4,13,545166.0800000001
0,4,14,1474939.26
0,11,10,17231.06
0,11,12,492301.3
0,11,13,904727.55
0,11,14,2791866.1799999997
0,5,0,435812.52
0,5,10,7747.6
0,5,12,1381821.81
0,5,13,745956.9
0,5,14,2420711.6
0,6,0,950905.01
0,6,10,58029.43
0,6,13,285707.62
0,6,14,1027108.2
0,7,0,2989074.81
0,7,10,72727.2
0,7,13,517045.45000000007
0,7,14,2691093.08
0,8,10,157089.59
0,8,12,1089775.32
0,8,13,406516.67
0,8,14,3526131.9699999997
0,9,0,1722902.8199999998
0,9,10,20980.77
0,9,12,2692387.6399999997
0,9,13,359754.14
0,9,14,1197577.5899999999
1,0,1,785043.7000000001
1,0,2,198745.04
1,0,3,1596197.9600000002
1,0,4,1396397.0
1,0,11,1950757.0499999998
1,0,5,3926703.5300000003
1,0,6,975308.6699999999
1,0,7,2761273.06
1,0,8,4130579.62
1,0,9,1291746.83
1,10,1,147569.84
1,10,2,265662.85
1,10,3,51139.42999999999
1,10,4,149185.51
1,10,11,133235.32
1,10,5,142697.7
1,10,6,134147.68
1,10,7,31649.44
1,10,8,130936.77
1,10,9,77569.45
1,12,1,761581.52
1,12,2,3976423.55
1,12,3,74158.73999999999
1,12,4,360382.58999999997
1,12,11,1515080.62
1,12,5,904149.3300000001
1,12,6,957009.47
1,12,7,522375.3
1,12,8,974130.64
1,12,9,631469.49
1,13,1,500554.28
1,13,2,901295.84
1,13,3,602155.44
1,13,11,1111087.78
1,13,5,280349.94
1,13,6,894628.45
1,13,7,489549.98
1,13,8,715272.02
1,13,9,584076.6599999999
1,14,1,525949.48
1,14,2,4696171.44
1,14,3,5379723.54
1,14,4,1162972.6
1,14,11,928441.0800000001
1,14,5,6092691.81
1,14,6,1322915.33
1,14,7,2027484.78
1,14,8,2818095.71
1,14,9,2966489.38
1,1,0,3358141.84
1,1,10,155154.8
1,1,12,934226.8300000001
1,1,13,363460.62
1,1,14,5705071.9
1,2,0,522424.2
1,2,10,71540.1
1,2,12,909396.8500000001
1,2,13,760631.5599999999
1,3,0,3578878.02
1,3,10,342109.27
1,3,12,1572509.32
1,3,13,299690.0
1,3,14,1730965.63
1,4,0,4989776.99
1,4,10,197780.84
1,4,12,122979.7
1,4,13,389367.64
1,4,14,1115958.3900000001
1,11,0,559703.83
1,11,10,97520.5
1,11,12,801523.5
1,11,13,723354.9199999999
1,11,14,3806546.8
1,5,0,3329009.8000000003
